County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,19-20 to 21-22 Enrollment % Change,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,19-20 to 21-22 Enrollment % Change Rank,19-20 to 21-22 Enrollment % Change Percentile,17-18 Enrollment,17-18 to 21-22 Enrollment % Change,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,17-18 to 21-22 Enrollment % Change Rank,17-18 to 21-22 Enrollment % Change Percentile,11-12 Enrollment,11-12 to 21-22 Enrollment % Change,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,11-12 to 21-22 Enrollment % Change Rank,11-12 to 21-22 Enrollment % Change Percentile
"Jennings County, IN",21-22,79,18,225,214.0,5.1401869158878455,11.0,443.0,58.18353831598865,453.0,57.23746452223274,237.0,-5.063291139240511,-12.0,558.0,48.234200743494426,572.0,46.933085501858734,215.0,4.651162790697683,10.0,291.0,73.73188405797102,288.0,74.0036231884058
"Jim Wells County, TX",21-22,249,48,143,287.0,-50.174216027874564,-144.0,902.0,14.758751182592242,1029.0,2.7436140018921478,338.0,-57.692307692307686,-195.0,857.0,20.44609665427509,1046.0,2.8810408921933086,367.0,-61.03542234332425,-224.0,799.0,27.717391304347828,1063.0,3.804347826086957
"Johnson County, IA",21-22,103,19,1751,793.0,120.80706179066834,958.0,39.0,96.40491958372753,27.0,97.54020813623463,923.0,89.70747562296859,828.0,27.0,97.58364312267658,51.0,95.35315985130111,919.0,90.53318824809575,832.0,9.0,99.27536231884058,30.0,97.37318840579711
"Johnson County, IN",21-22,81,18,815,804.0,1.3681592039801016,11.0,443.0,58.18353831598865,529.0,50.047303689687794,1080.0,-24.537037037037035,-265.0,898.0,16.635687732342006,862.0,19.981412639405207,932.0,-12.553648068669531,-117.0,715.0,35.32608695652174,531.0,51.992753623188406
"Johnson County, KS",21-22,91,20,6178,6188.0,-0.1616031027795728,-10.0,645.0,39.0728476821192,572.0,45.97918637653737,7482.0,-17.428495054798187,-1304.0,1030.0,4.368029739776952,773.0,28.25278810408922,8299.0,-25.557296059766234,-2121.0,1041.0,5.797101449275362,726.0,34.32971014492754
"Johnson County, KY",21-22,115,21,86,71.0,21.126760563380277,15.0,418.0,60.54872280037843,240.0,77.38883632923368,79.0,8.860759493670889,7.0,412.0,61.80297397769516,339.0,68.58736059479554,64.0,34.375,22.0,235.0,78.80434782608695,122.0,89.03985507246377
"Johnson County, NE",21-22,97,31,22,25.0,-12.0,-3.0,590.0,44.276253547776726,800.0,24.408703878902553,22.0,0.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,19.0,15.789473684210531,3.0,326.0,70.56159420289855,202.0,81.79347826086956
"Jones County, IA",21-22,105,19,172,189.0,-8.994708994709,-17.0,696.0,34.24787133396405,746.0,29.517502365184484,234.0,-26.49572649572649,-62.0,739.0,31.412639405204462,874.0,18.866171003717472,244.0,-29.508196721311474,-72.0,630.0,43.025362318840585,779.0,29.528985507246375
"Josephine County, OR",21-22,33,41,117,82.0,42.68292682926828,35.0,327.0,69.15799432355723,128.0,87.9848628192999,57.0,105.26315789473686,60.0,231.0,78.62453531598513,40.0,96.37546468401487,75.0,56.00000000000001,42.0,176.0,84.14855072463769,70.0,93.75
"Juneau County, WI",21-22,57,55,155,158.0,-1.898734177215189,-3.0,590.0,44.276253547776726,605.0,42.857142857142854,168.0,-7.738095238095233,-13.0,567.0,47.39776951672863,616.0,42.84386617100372,245.0,-36.73469387755102,-90.0,672.0,39.221014492753625,855.0,22.644927536231883
"Kalamazoo County, MI",21-22,77,26,605,796.0,-23.994974874371856,-191.0,925.0,12.582781456953644,926.0,12.488174077578051,672.0,-9.970238095238093,-67.0,748.0,30.576208178438662,665.0,38.28996282527881,1050.0,-42.38095238095239,-445.0,892.0,19.293478260869566,928.0,16.032608695652172
"Kanawha County, WV",21-22,39,54,824,969.0,-14.963880288957688,-145.0,904.0,14.56953642384106,842.0,20.43519394512772,989.0,-16.6835187057634,-165.0,841.0,21.933085501858738,759.0,29.55390334572491,812.0,1.4778325123152802,12.0,278.0,74.90942028985508,320.0,71.10507246376811
"Kane County, IL",21-22,89,17,3744,4827.0,-22.436295835922937,-1083.0,1035.0,2.1759697256385997,914.0,13.623462630085148,5027.0,-25.522180226775415,-1283.0,1028.0,4.553903345724907,868.0,19.423791821561338,5728.0,-34.63687150837988,-1984.0,1035.0,6.340579710144928,833.0,24.637681159420293
"Kankakee County, IL",21-22,91,17,1048,,,,,,,,314.0,233.7579617834395,734.0,33.0,97.02602230483272,12.0,98.97769516728626,885.0,18.418079096045204,163.0,74.0,93.38768115942028,185.0,83.33333333333334
"Kauai County, HI",21-22,7,15,282,282.0,0.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,309.0,-8.737864077669899,-27.0,650.0,39.68401486988847,637.0,40.89219330855018,257.0,9.727626459143979,25.0,224.0,79.80072463768117,244.0,77.98913043478261
"Kay County, OK",21-22,71,40,110,133.0,-17.29323308270677,-23.0,723.0,31.693472090823082,861.0,18.637653736991485,122.0,-9.836065573770492,-12.0,558.0,48.234200743494426,662.0,38.56877323420074,145.0,-24.13793103448276,-35.0,512.0,53.71376811594203,698.0,36.86594202898551
"Keith County, NE",21-22,101,31,78,46.0,69.56521739130434,32.0,338.0,68.11731315042573,77.0,92.80983916745507,53.0,47.169811320754704,25.0,306.0,71.6542750929368,109.0,89.96282527881041,52.0,50.0,26.0,222.0,79.98188405797102,78.0,93.02536231884058
"Kennebec County, ME",21-22,11,23,354,462.0,-23.376623376623375,-108.0,874.0,17.407757805108798,920.0,13.055818353831599,207.0,71.01449275362319,147.0,151.0,86.05947955390334,72.0,93.40148698884758,522.0,-32.18390804597702,-168.0,760.0,31.25,811.0,26.6304347826087
"Kenosha County, WI",21-22,59,55,399,1205.0,-66.88796680497926,-806.0,1020.0,3.595080416272469,1053.0,0.47303689687795647,653.0,-38.897396630934146,-254.0,892.0,17.193308550185872,970.0,9.944237918215613,1013.0,-60.61204343534057,-614.0,931.0,15.760869565217392,1059.0,4.166666666666666
"Kent County, DE",21-22,1,10,339,475.0,-28.631578947368418,-136.0,892.0,15.704824976348156,953.0,9.933774834437086,451.0,-24.833702882483365,-112.0,805.0,25.27881040892193,863.0,19.888475836431226,822.0,-58.75912408759124,-483.0,904.0,18.206521739130434,1047.0,5.253623188405797
"Kent County, MI",21-22,81,26,3752,3015.0,24.444444444444446,737.0,53.0,95.08041627246925,211.0,80.13245033112582,3871.0,-3.074141048824597,-119.0,813.0,24.53531598513011,533.0,50.55762081784386,4565.0,-17.809419496166477,-813.0,966.0,12.590579710144928,607.0,45.108695652173914
"Kent County, RI",21-22,3,44,1891,1776.0,6.475225225225234,115.0,215.0,79.75402081362346,425.0,59.88647114474929,1349.0,40.177909562639,542.0,49.0,95.53903345724906,127.0,88.2899628252788,2582.0,-26.762199845081337,-691.0,953.0,13.768115942028986,741.0,32.971014492753625
"Kenton County, KY",21-22,117,21,4451,4186.0,6.330625895843278,265.0,135.0,87.32261116367077,430.0,59.413434247871336,4537.0,-1.8955256777606344,-86.0,783.0,27.323420074349443,508.0,52.88104089219331,4849.0,-8.20787791297175,-398.0,877.0,20.652173913043477,457.0,58.69565217391305
"Kern County, CA",21-22,29,6,669,1002.0,-33.23353293413174,-333.0,963.0,8.987701040681173,976.0,7.757805108798486,1480.0,-54.7972972972973,-811.0,990.0,8.085501858736059,1035.0,3.903345724907063,1714.0,-60.968494749124844,-1045.0,990.0,10.416666666666668,1062.0,3.894927536231884
"Kerr County, TX",21-22,265,48,221,249.0,-11.24497991967871,-28.0,747.0,29.422894985808895,788.0,25.543992431409652,238.0,-7.14285714285714,-17.0,594.0,44.888475836431226,605.0,43.866171003717476,221.0,0.0,0.0,341.0,69.20289855072464,341.0,69.20289855072464
"Kewaunee County, WI",21-22,61,55,188,182.0,3.296703296703307,6.0,494.0,53.358561967833495,481.0,54.58845789971618,224.0,-16.07142857142857,-36.0,675.0,37.36059479553903,747.0,30.66914498141264,317.0,-40.694006309148264,-129.0,722.0,34.69202898550724,907.0,17.934782608695652
"King County, WA",21-22,33,53,10620,9616.0,10.440931780366046,1004.0,38.0,96.49952696310312,363.0,65.75212866603594,10844.0,-2.0656584286241286,-224.0,873.0,18.95910780669145,517.0,52.04460966542751,13120.0,-19.054878048780488,-2500.0,1049.0,5.072463768115942,626.0,43.38768115942029
"Kingfisher County, OK",21-22,73,40,135,144.0,-6.25,-9.0,636.0,39.92431409649952,694.0,34.437086092715234,158.0,-14.556962025316455,-23.0,632.0,41.35687732342008,729.0,32.342007434944236,148.0,-8.783783783783782,-13.0,409.0,63.04347826086957,470.0,57.51811594202898
"Kingman County, KS",21-22,95,20,104,180.0,-42.22222222222223,-76.0,862.0,18.543046357615893,1014.0,4.162724692526018,165.0,-36.969696969696976,-61.0,737.0,31.59851301115242,957.0,11.152416356877323,171.0,-39.18128654970761,-67.0,618.0,44.11231884057971,888.0,19.655797101449277
"Kings County, CA",21-22,31,6,255,140.0,82.14285714285714,115.0,215.0,79.75402081362346,55.0,94.89120151371807,135.0,88.88888888888889,120.0,168.0,84.47955390334573,53.0,95.16728624535315,361.0,-29.36288088642659,-106.0,698.0,36.86594202898551,776.0,29.80072463768116
"Kings County, NY",21-22,47,36,7574,8811.0,-14.03926909544887,-1237.0,1043.0,1.4191106906338695,832.0,21.381267738883633,10466.0,-27.632333269635012,-2892.0,1063.0,1.3011152416356877,884.0,17.936802973977695,15587.0,-51.40822480272021,-8013.0,1098.0,0.6340579710144928,1008.0,8.78623188405797
"Kitsap County, WA",21-22,35,53,286,287.0,-0.34843205574912606,-1.0,570.0,46.16840113528855,577.0,45.50614947965941,90.0,217.77777777777777,196.0,121.0,88.84758364312268,14.0,98.7918215613383,112.0,155.35714285714283,174.0,68.0,93.93115942028986,10.0,99.18478260869566
"Knox County, IL",21-22,95,17,214,,,,,,,,,,,,,,,209.0,2.392344497607657,5.0,310.0,72.01086956521739,309.0,72.10144927536231
"Knox County, IN",21-22,83,18,221,276.0,-19.92753623188406,-55.0,830.0,21.570482497634817,892.0,15.704824976348156,407.0,-45.7002457002457,-186.0,851.0,21.00371747211896,1009.0,6.319702602230483,351.0,-37.03703703703704,-130.0,725.0,34.42028985507246,861.0,22.10144927536232
"Knox County, NE",21-22,107,31,188,43.0,337.20930232558135,145.0,196.0,81.5515610217597,3.0,99.81078524124882,149.0,26.174496644295296,39.0,266.0,75.37174721189591,181.0,83.27137546468401,135.0,39.25925925925926,53.0,160.0,85.59782608695652,102.0,90.85144927536231
"Knox County, OH",21-22,83,39,227,223.0,1.7937219730941756,4.0,519.0,50.993377483443716,518.0,51.087984862819305,,,,,,,,171.0,32.748538011695906,56.0,154.0,86.1413043478261,127.0,88.58695652173914
"Knox County, TN",21-22,93,47,1227,813.0,50.92250922509225,414.0,98.0,90.82308420056765,111.0,89.59318826868495,1122.0,9.35828877005347,105.0,175.0,83.82899628252788,327.0,69.70260223048327,1891.0,-35.11369645690111,-664.0,950.0,14.03985507246377,837.0,24.27536231884058
"Koochiching County, MN",21-22,71,27,51,54.0,-5.555555555555558,-3.0,590.0,44.276253547776726,677.0,36.04541154210029,44.0,15.909090909090917,7.0,412.0,61.80297397769516,263.0,75.65055762081785,,,,,,,
"Kootenai County, ID",21-22,55,16,279,683.0,-59.150805270863835,-404.0,979.0,7.473982970671712,1045.0,1.229895931882687,486.0,-42.592592592592595,-207.0,866.0,19.60966542750929,997.0,7.434944237918216,237.0,17.721518987341778,42.0,176.0,84.14855072463769,190.0,82.88043478260869
"Kosciusko County, IN",21-22,85,18,185,185.0,0.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,201.0,-7.960199004975122,-16.0,587.0,45.539033457249076,623.0,42.193308550185876,205.0,-9.756097560975608,-20.0,439.0,60.32608695652174,484.0,56.25
"Kossuth County, IA",21-22,109,19,443,579.0,-23.48877374784111,-136.0,892.0,15.704824976348156,922.0,12.866603595080417,747.0,-40.696117804551534,-304.0,907.0,15.79925650557621,978.0,9.200743494423792,583.0,-24.01372212692967,-140.0,740.0,33.061594202898554,695.0,37.13768115942029
"La Crosse County, WI",21-22,63,55,1662,1825.0,-8.931506849315074,-163.0,916.0,13.434247871333966,744.0,29.706717123935668,1986.0,-16.31419939577039,-324.0,912.0,15.33457249070632,752.0,30.20446096654275,949.0,75.13171759747101,713.0,13.0,98.91304347826086,42.0,96.28623188405797
"La Plata County, CO",21-22,67,8,265,228.0,16.228070175438592,37.0,318.0,70.00946073793756,289.0,72.7530747398297,250.0,6.000000000000005,15.0,355.0,67.1003717472119,371.0,65.61338289962825,247.0,7.287449392712553,18.0,254.0,77.08333333333334,272.0,75.45289855072464
"Labette County, KS",21-22,99,20,98,95.0,3.157894736842115,3.0,532.0,49.76348155156102,484.0,54.3046357615894,,,,,,,,118.0,-16.94915254237288,-20.0,439.0,60.32608695652174,598.0,45.92391304347826
"Lackawanna County, PA",21-22,69,42,3153,2691.0,17.168338907469337,462.0,89.0,91.67455061494798,279.0,73.69914853358563,3083.0,2.2705157314304225,70.0,213.0,80.29739776951673,418.0,61.2453531598513,3452.0,-8.66164542294322,-299.0,836.0,24.365942028985508,465.0,57.971014492753625
"Lafayette County, WI",21-22,65,55,51,44.0,15.909090909090917,7.0,478.0,54.87228003784295,294.0,72.28003784295176,66.0,-22.72727272727273,-15.0,584.0,45.817843866171,839.0,22.118959107806692,40.0,27.499999999999993,11.0,284.0,74.36594202898551,144.0,87.04710144927536
"Lafayette Parish, LA",21-22,55,22,4267,5229.0,-18.397399120290693,-962.0,1029.0,2.7436140018921478,876.0,17.218543046357617,6160.0,-30.73051948051948,-1893.0,1049.0,2.6022304832713754,910.0,15.520446096654275,5932.0,-28.068105192178017,-1665.0,1027.0,7.065217391304348,762.0,31.068840579710145
"Lafourche Parish, LA",21-22,57,22,1592,1594.0,-0.12547051442910462,-2.0,581.0,45.127719962157045,570.0,46.16840113528855,1211.0,31.461601981833187,381.0,70.0,93.58736059479554,162.0,85.03717472118959,2657.0,-40.08280015054573,-1065.0,993.0,10.144927536231885,900.0,18.568840579710145
"Lagrange County, IN",21-22,87,18,27,,,,,,,,,,,,,,,,,,,,,
"Lake County, IL",21-22,97,17,3953,3205.0,23.338533541341654,748.0,52.0,95.17502365184485,219.0,79.3755912961211,5267.0,-24.947788114676285,-1314.0,1031.0,4.275092936802974,864.0,19.79553903345725,7919.0,-50.08208107084228,-3966.0,1080.0,2.2644927536231885,995.0,9.96376811594203
"Lake County, IN",21-22,89,18,4314,3194.0,35.06574827802129,1120.0,29.0,97.35099337748345,154.0,85.52507095553453,3040.0,41.90789473684211,1274.0,10.0,99.1635687732342,123.0,88.66171003717473,4893.0,-11.833231146535873,-579.0,925.0,16.304347826086957,509.0,53.985507246376805
"Lake County, OH",21-22,85,39,1942,2136.0,-9.082397003745324,-194.0,928.0,12.298959318826869,750.0,29.13907284768212,1927.0,0.7784120394395355,15.0,355.0,67.1003717472119,451.0,58.17843866171004,3151.0,-38.36877181847033,-1209.0,1004.0,9.148550724637682,878.0,20.56159420289855
"Lake County, SD",21-22,79,46,65,66.0,-1.5151515151515138,-1.0,570.0,46.16840113528855,599.0,43.4247871333964,57.0,14.035087719298245,8.0,403.0,62.639405204460964,276.0,74.44237918215613,85.0,-23.529411764705888,-20.0,439.0,60.32608695652174,685.0,38.04347826086957
"Lancaster County, NE",21-22,109,31,3858,4880.0,-20.94262295081967,-1022.0,1032.0,2.459791863765374,898.0,15.137180700094607,4661.0,-17.228062647500543,-803.0,989.0,8.178438661710038,770.0,28.531598513011154,4384.0,-11.998175182481752,-526.0,918.0,16.93840579710145,516.0,53.35144927536232
"Lancaster County, PA",21-22,71,42,1512,1192.0,26.845637583892625,320.0,121.0,88.64711447492904,197.0,81.45695364238411,538.0,181.04089219330857,974.0,16.0,98.60594795539033,21.0,98.14126394052045,2060.0,-26.60194174757281,-548.0,919.0,16.847826086956523,736.0,33.42391304347826
"Lane County, OR",21-22,39,41,1210,436.0,177.52293577981652,774.0,47.0,95.6480605487228,18.0,98.39167455061495,1021.0,18.511263467189032,189.0,125.0,88.47583643122677,241.0,77.69516728624535,1326.0,-8.748114630467574,-116.0,714.0,35.41666666666667,468.0,57.699275362318836
"Laporte County, IN",21-22,91,18,922,714.0,29.131652661064432,208.0,156.0,85.33585619678334,184.0,82.6868495742668,800.0,15.250000000000007,122.0,166.0,84.66542750929368,264.0,75.55762081784387,761.0,21.15637319316688,161.0,75.0,93.29710144927536,170.0,84.69202898550725
"Laramie County, WY",21-22,21,56,128,197.0,-35.0253807106599,-69.0,855.0,19.205298013245034,988.0,6.622516556291391,201.0,-36.318407960199,-73.0,761.0,29.36802973977695,947.0,12.0817843866171,203.0,-36.94581280788177,-75.0,637.0,42.391304347826086,860.0,22.192028985507246
"Larimer County, CO",21-22,69,8,364,442.0,-17.647058823529417,-78.0,863.0,18.448438978240304,868.0,17.975402081362347,418.0,-12.918660287081341,-54.0,717.0,33.457249070631974,708.0,34.29368029739777,461.0,-21.041214750542302,-97.0,686.0,37.95289855072464,657.0,40.57971014492754
"Lasalle County, IL",21-22,99,17,1589,1365.0,16.41025641025642,224.0,149.0,85.99810785241249,284.0,73.22611163670766,1435.0,10.73170731707318,154.0,147.0,86.43122676579925,312.0,71.09665427509294,1460.0,8.835616438356176,129.0,92.0,91.7572463768116,259.0,76.63043478260869
"Latah County, ID",21-22,57,16,124,107.0,15.88785046728971,17.0,403.0,61.9678334910123,296.0,72.09082308420058,78.0,58.974358974358964,46.0,255.0,76.39405204460967,96.0,91.17100371747212,121.0,2.4793388429751984,3.0,326.0,70.56159420289855,308.0,72.19202898550725
"Lauderdale County, AL",21-22,77,1,124,132.0,-6.060606060606055,-8.0,627.0,40.77578051087985,686.0,35.193945127719964,,,,,,,,189.0,-34.39153439153439,-65.0,611.0,44.7463768115942,830.0,24.90942028985507
"Lauderdale County, MS",21-22,75,28,113,,,,,,,,140.0,-19.285714285714285,-27.0,650.0,39.68401486988847,796.0,26.11524163568773,182.0,-37.91208791208791,-69.0,623.0,43.65942028985507,870.0,21.286231884057973
"Lavaca County, TX",21-22,285,48,650,354.0,83.61581920903956,296.0,126.0,88.1740775780511,54.0,94.98580889309366,665.0,-2.2556390977443663,-15.0,584.0,45.817843866171,521.0,51.6728624535316,711.0,-8.57946554149086,-61.0,593.0,46.3768115942029,464.0,58.06159420289855
"Lawrence County, IN",21-22,93,18,180,,,,,,,,177.0,1.6949152542372836,3.0,432.0,59.94423791821561,429.0,60.223048327137555,176.0,2.2727272727272707,4.0,316.0,71.46739130434783,311.0,71.92028985507247
"Lawrence County, MO",21-22,109,29,88,69.0,27.536231884057962,19.0,391.0,63.1031220435194,192.0,81.92999053926206,87.0,1.1494252873563315,1.0,454.0,57.899628252788105,442.0,59.01486988847584,81.0,8.64197530864197,7.0,303.0,72.64492753623189,263.0,76.26811594202898
"Lawrence County, OH",21-22,87,39,210,153.0,37.254901960784316,57.0,284.0,73.22611163670766,143.0,86.56575212866603,210.0,0.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,230.0,-8.695652173913048,-20.0,439.0,60.32608695652174,466.0,57.88043478260869
"Lawrence County, TN",21-22,99,47,165,148.0,11.486486486486491,17.0,403.0,61.9678334910123,348.0,67.17123935666982,196.0,-15.816326530612246,-31.0,660.0,38.7546468401487,744.0,30.947955390334574,159.0,3.7735849056603765,6.0,306.0,72.37318840579711,296.0,73.27898550724638
"Le Sueur County, MN",21-22,79,27,226,211.0,7.109004739336489,15.0,418.0,60.54872280037843,408.0,61.494796594134336,208.0,8.653846153846146,18.0,341.0,68.40148698884758,340.0,68.49442379182156,169.0,33.72781065088757,57.0,151.0,86.41304347826086,124.0,88.8586956521739
"Lea County, NM",21-22,25,35,83,78.0,6.41025641025641,5.0,505.0,52.317880794701985,429.0,59.508041627246925,66.0,25.757575757575758,17.0,348.0,67.75092936802974,184.0,82.99256505576209,69.0,20.28985507246377,14.0,271.0,75.54347826086956,177.0,84.05797101449275
"Leavenworth County, KS",21-22,103,20,214,121.0,76.85950413223142,93.0,241.0,77.2942289498581,67.0,93.75591296121098,75.0,185.33333333333334,139.0,157.0,85.50185873605948,19.0,98.3271375464684,404.0,-47.02970297029702,-190.0,777.0,29.71014492753623,963.0,12.862318840579709
"Lee County, FL",21-22,71,12,1174,1055.0,11.279620853080562,119.0,212.0,80.03784295175024,352.0,66.79280983916746,1419.0,-17.26568005637773,-245.0,885.0,17.843866171003718,771.0,28.438661710037177,1632.0,-28.063725490196077,-458.0,897.0,18.84057971014493,761.0,31.15942028985507
"Lee County, IA",21-22,111,19,779,924.0,-15.69264069264069,-145.0,904.0,14.56953642384106,848.0,19.867549668874172,567.0,37.38977072310406,212.0,116.0,89.31226765799256,134.0,87.63940520446096,590.0,32.03389830508474,189.0,63.0,94.38405797101449,128.0,88.4963768115942
"Lee County, IL",21-22,103,17,313,108.0,189.81481481481484,205.0,159.0,85.05203405865657,15.0,98.67549668874173,80.0,291.25,233.0,112.0,89.68401486988847,8.0,99.34944237918215,331.0,-5.438066465256797,-18.0,433.0,60.86956521739131,414.0,62.59057971014492
"Leflore County, MS",21-22,83,28,52,,,,,,,,172.0,-69.76744186046511,-120.0,815.0,24.349442379182157,1066.0,1.0223048327137547,117.0,-55.55555555555556,-65.0,611.0,44.7463768115942,1033.0,6.521739130434782
"Lehigh County, PA",21-22,77,42,1853,3493.0,-46.951044947036934,-1640.0,1049.0,0.8514664143803218,1025.0,3.122043519394513,3082.0,-39.87670343932511,-1229.0,1025.0,4.83271375464684,976.0,9.386617100371748,3793.0,-51.14684945953072,-1940.0,1033.0,6.521739130434782,1004.0,9.148550724637682
"Lenawee County, MI",21-22,91,26,89,52.0,71.15384615384615,37.0,318.0,70.00946073793756,74.0,93.09366130558183,71.0,25.35211267605635,18.0,341.0,68.40148698884758,185.0,82.8996282527881,168.0,-47.023809523809526,-79.0,651.0,41.1231884057971,961.0,13.043478260869565
"Leon County, FL",21-22,73,12,651,734.0,-11.307901907356943,-83.0,867.0,18.07000946073794,789.0,25.449385052034057,596.0,9.228187919463092,55.0,240.0,77.78810408921933,331.0,69.33085501858736,597.0,9.045226130653262,54.0,157.0,85.86956521739131,254.0,77.08333333333334
"Lewis And Clark County, MT",21-22,49,30,231,179.0,29.05027932960893,52.0,291.0,72.56385998107852,185.0,82.5922421948912,197.0,17.25888324873097,34.0,283.0,73.7918215613383,253.0,76.57992565055763,191.0,20.94240837696335,40.0,186.0,83.2427536231884,172.0,84.51086956521739
"Lewis County, WA",21-22,41,53,160,131.0,22.137404580152676,29.0,349.0,67.07663197729423,230.0,78.3349101229896,134.0,19.402985074626855,26.0,304.0,71.84014869888475,237.0,78.06691449814126,118.0,35.593220338983045,42.0,176.0,84.14855072463769,120.0,89.22101449275362
"Lewis County, WV",21-22,41,54,81,93.0,-12.903225806451612,-12.0,669.0,36.80227057710501,815.0,22.989593188268685,141.0,-42.553191489361694,-60.0,735.0,31.784386617100374,995.0,7.6208178438661704,151.0,-46.35761589403974,-70.0,626.0,43.38768115942029,954.0,13.677536231884059
"Licking County, OH",21-22,89,39,651,646.0,0.7739938080495445,5.0,505.0,52.317880794701985,540.0,49.00662251655629,631.0,3.1695721077654504,20.0,330.0,69.42379182156134,404.0,62.54646840148699,855.0,-23.859649122807014,-204.0,784.0,29.076086956521742,690.0,37.59057971014493
"Lincoln County, MO",21-22,113,29,297,294.0,1.0204081632652962,3.0,532.0,49.76348155156102,532.0,49.76348155156102,284.0,4.577464788732399,13.0,367.0,65.98513011152416,387.0,64.12639405204462,520.0,-42.88461538461539,-223.0,797.0,27.898550724637683,932.0,15.670289855072465
"Lincoln County, NE",21-22,111,31,737,730.0,0.9589041095890316,7.0,478.0,54.87228003784295,537.0,49.290444654683064,558.0,32.07885304659499,179.0,127.0,88.2899628252788,160.0,85.22304832713755,463.0,59.17926565874729,274.0,44.0,96.10507246376811,60.0,94.65579710144928
"Lincoln County, WI",21-22,69,55,193,89.0,116.85393258426969,104.0,226.0,78.71333964049197,29.0,97.35099337748345,160.0,20.625000000000004,33.0,285.0,73.60594795539033,220.0,79.64684014869889,230.0,-16.086956521739125,-37.0,520.0,52.9891304347826,590.0,46.64855072463768
"Linn County, IA",21-22,113,19,2060,2200.0,-6.36363636363636,-140.0,900.0,14.947965941343424,696.0,34.24787133396405,2683.0,-23.220275810659707,-623.0,970.0,9.944237918215613,843.0,21.74721189591078,2896.0,-28.867403314917127,-836.0,970.0,12.228260869565217,767.0,30.61594202898551
"Linn County, MO",21-22,115,29,64,61.0,4.918032786885251,3.0,532.0,49.76348155156102,458.0,56.76442762535478,62.0,3.2258064516129004,2.0,445.0,58.7360594795539,403.0,62.639405204460964,68.0,-5.882352941176472,-4.0,366.0,66.93840579710145,421.0,61.95652173913043
"Litchfield County, CT",21-22,5,9,700,594.0,17.84511784511784,106.0,221.0,79.18637653736992,270.0,74.55061494796594,991.0,-29.364278506559028,-291.0,905.0,15.985130111524162,898.0,16.635687732342006,924.0,-24.242424242424242,-224.0,799.0,27.717391304347828,702.0,36.5036231884058
"Livingston County, IL",21-22,105,17,203,198.0,2.5252525252525304,5.0,505.0,52.317880794701985,502.0,52.601702932828765,207.0,-1.9323671497584516,-4.0,502.0,53.438661710037174,509.0,52.78810408921933,236.0,-13.983050847457623,-33.0,501.0,54.710144927536234,561.0,49.275362318840585
"Livingston County, MI",21-22,93,26,766,538.0,42.37918215613383,228.0,147.0,86.18732261116368,129.0,87.89025543992432,677.0,13.146233382570172,89.0,192.0,82.24907063197026,285.0,73.60594795539033,980.0,-21.836734693877546,-214.0,792.0,28.351449275362317,666.0,39.76449275362319
"Livingston County, MO",21-22,117,29,125,143.0,-12.587412587412583,-18.0,703.0,33.58561967833491,809.0,23.55723746452223,118.0,5.932203389830515,7.0,412.0,61.80297397769516,372.0,65.52044609665427,63.0,98.41269841269842,62.0,142.0,87.22826086956522,24.0,97.91666666666666
"Livingston County, NY",21-22,51,36,111,,,,,,,,100.0,11.00000000000001,11.0,376.0,65.14869888475836,310.0,71.28252788104089,138.0,-19.565217391304344,-27.0,474.0,57.15579710144928,635.0,42.572463768115945
"Logan County, AR",21-22,83,5,199,228.0,-12.71929824561403,-29.0,753.0,28.855250709555346,814.0,23.084200567644274,279.0,-28.673835125448033,-80.0,769.0,28.624535315985128,891.0,17.286245353159853,261.0,-23.754789272030653,-62.0,598.0,45.92391304347826,688.0,37.77173913043478
"Lorain County, OH",21-22,93,39,1655,1311.0,26.239511823035855,344.0,115.0,89.21475875118259,200.0,81.17313150425733,2545.0,-34.9705304518664,-890.0,996.0,7.527881040892194,940.0,12.732342007434944,3492.0,-52.605956471935855,-1837.0,1030.0,6.7934782608695645,1018.0,7.880434782608696
"Los Angeles County, CA",21-22,37,6,53365,47578.0,12.163184665181381,5787.0,1.0,100.0,336.0,68.30652790917692,57499.0,-7.189690255482706,-4134.0,1074.0,0.2788104089219331,608.0,43.58736059479554,69866.0,-23.618068874703003,-16501.0,1103.0,0.18115942028985507,686.0,37.95289855072464
"Loudoun County, VA",21-22,107,51,1311,630.0,108.09523809523812,681.0,59.0,94.5127719962157,34.0,96.87795648060549,649.0,102.00308166409862,662.0,39.0,96.46840148698885,43.0,96.09665427509294,690.0,89.99999999999999,621.0,16.0,98.6413043478261,31.0,97.28260869565217
