County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,19-20 to 21-22 Enrollment % Change,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,19-20 to 21-22 Enrollment % Change Rank,19-20 to 21-22 Enrollment % Change Percentile,17-18 Enrollment,17-18 to 21-22 Enrollment % Change,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,17-18 to 21-22 Enrollment % Change Rank,17-18 to 21-22 Enrollment % Change Percentile,11-12 Enrollment,11-12 to 21-22 Enrollment % Change,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,11-12 to 21-22 Enrollment % Change Rank,11-12 to 21-22 Enrollment % Change Percentile
"El Paso County, TX",21-22,141,48,2013,2283.0,-11.826544021024965,-270.0,948.0,10.406811731315042,797.0,24.69252601702933,2855.0,-29.492119089316994,-842.0,993.0,7.806691449814126,899.0,16.54275092936803,4115.0,-51.08140947752127,-2102.0,1040.0,5.88768115942029,1003.0,9.239130434782608
"Elk County, PA",21-22,47,42,582,459.0,26.797385620915026,123.0,206.0,80.60548722800378,198.0,81.3623462630085,795.0,-26.792452830188683,-213.0,868.0,19.423791821561338,879.0,18.401486988847584,853.0,-31.77022274325909,-271.0,819.0,25.905797101449274,804.0,27.264492753623188
"Elkhart County, IN",21-22,39,18,582,645.0,-9.76744186046512,-63.0,850.0,19.67833491012299,758.0,28.38221381267739,552.0,5.434782608695654,30.0,290.0,73.14126394052045,379.0,64.86988847583643,689.0,-15.52975326560232,-107.0,699.0,36.775362318840585,578.0,47.73550724637681
"Ellis County, KS",21-22,51,20,352,713.0,-50.63113604488079,-361.0,969.0,8.420056764427624,1030.0,2.6490066225165565,780.0,-54.871794871794876,-428.0,943.0,12.453531598513012,1036.0,3.8104089219330852,722.0,-51.24653739612188,-370.0,864.0,21.829710144927535,1006.0,8.967391304347826
"Ellis County, TX",21-22,139,48,139,212.0,-34.43396226415094,-73.0,859.0,18.82686849574267,985.0,6.906338694418164,147.0,-5.442176870748295,-8.0,534.0,50.46468401486989,574.0,46.74721189591078,167.0,-16.766467065868262,-28.0,478.0,56.79347826086957,597.0,46.01449275362319
"Emmet County, MI",21-22,47,26,315,256.0,23.046875,59.0,281.0,73.50993377483444,222.0,79.09176915799432,254.0,24.015748031496067,61.0,225.0,79.182156133829,193.0,82.15613382899627,257.0,22.568093385214016,58.0,149.0,86.59420289855072,166.0,85.05434782608695
"Erie County, NY",21-22,29,36,6551,4632.0,41.42918825561313,1919.0,9.0,99.24314096499526,132.0,87.60643330179754,9771.0,-32.9546617541705,-3220.0,1068.0,0.8364312267657992,928.0,13.847583643122677,13037.0,-49.75070951906113,-6486.0,1096.0,0.8152173913043478,991.0,10.326086956521738
"Erie County, OH",21-22,43,39,1440,1380.0,4.347826086956519,60.0,278.0,73.79375591296122,466.0,56.00756859035004,759.0,89.72332015810277,681.0,38.0,96.56133828996283,50.0,95.4460966542751,905.0,59.116022099447505,535.0,20.0,98.27898550724638,61.0,94.56521739130434
"Erie County, PA",21-22,49,42,2883,2915.0,-1.0977701543739227,-32.0,765.0,27.71996215704825,590.0,44.276253547776726,3802.0,-24.171488690163066,-919.0,999.0,7.24907063197026,859.0,20.260223048327138,4173.0,-30.913012221423443,-1290.0,1008.0,8.78623188405797,794.0,28.17028985507246
"Escambia County, FL",21-22,33,12,1863,1457.0,27.865477007549757,406.0,99.0,90.72847682119205,191.0,82.02459791863765,1573.0,18.436109345200258,290.0,94.0,91.35687732342006,244.0,77.41635687732342,1372.0,35.787172011661816,491.0,21.0,98.18840579710145,119.0,89.31159420289855
"Essex County, MA",21-22,9,25,4972,6070.0,-18.088962108731465,-1098.0,1036.0,2.081362346263009,873.0,17.50236518448439,8049.0,-38.22835134799354,-3077.0,1066.0,1.0223048327137547,965.0,10.408921933085502,9536.0,-47.86073825503355,-4564.0,1087.0,1.6304347826086956,971.0,12.13768115942029
"Essex County, NJ",21-22,13,34,4033,4751.0,-15.11260787202694,-718.0,1013.0,4.257332071901608,843.0,20.340586565752126,5890.0,-31.52801358234295,-1857.0,1048.0,2.6951672862453533,912.0,15.33457249070632,7736.0,-47.86711478800414,-3703.0,1076.0,2.6268115942028984,972.0,12.047101449275361
"Essex County, NY",21-22,31,36,190,208.0,-8.653846153846157,-18.0,703.0,33.58561967833491,735.0,30.558183538315987,208.0,-8.653846153846157,-18.0,603.0,44.05204460966542,635.0,41.07806691449814,250.0,-24.0,-60.0,590.0,46.64855072463768,692.0,37.40942028985507
"Etowah County, AL",21-22,55,1,124,135.0,-8.148148148148149,-11.0,655.0,38.12677388836329,726.0,31.409649952696313,137.0,-9.48905109489051,-13.0,567.0,47.39776951672863,654.0,39.312267657992564,113.0,9.734513274336276,11.0,284.0,74.36594202898551,243.0,78.07971014492753
"Evangeline Parish, LA",21-22,39,22,415,987.0,-57.95339412360689,-572.0,1004.0,5.10879848628193,1044.0,1.3245033112582782,386.0,7.512953367875652,29.0,294.0,72.76951672862454,355.0,67.1003717472119,528.0,-21.40151515151515,-113.0,707.0,36.05072463768116,662.0,40.1268115942029
"Fairbanks North Star Borough, AK",21-22,90,2,686,372.0,84.40860215053763,314.0,124.0,88.36329233680227,53.0,95.08041627246925,420.0,63.33333333333333,266.0,102.0,90.61338289962825,86.0,92.1003717472119,491.0,39.71486761710794,195.0,60.0,94.65579710144928,100.0,91.03260869565217
"Fairfax City, VA",21-22,600,51,418,1239.0,-66.2631154156578,-821.0,1022.0,3.405865657521287,1052.0,0.5676442762535477,1348.0,-68.99109792284867,-930.0,1001.0,7.063197026022305,1063.0,1.3011152416356877,941.0,-55.57917109458024,-523.0,917.0,17.02898550724638,1035.0,6.340579710144928
"Fairfax County, VA",21-22,59,51,6172,4710.0,31.04033970276008,1462.0,15.0,98.67549668874173,172.0,83.8221381267739,5258.0,17.383035374667166,914.0,20.0,98.23420074349443,251.0,76.76579925650557,5529.0,11.629589437511312,643.0,15.0,98.73188405797102,222.0,79.98188405797102
"Fairfield County, CT",21-22,1,9,7394,6622.0,11.658109332527932,772.0,48.0,95.55345316934721,344.0,67.54966887417218,7550.0,-2.0662251655629182,-156.0,833.0,22.676579925650557,518.0,51.951672862453535,11038.0,-33.013227033882956,-3644.0,1073.0,2.898550724637681,819.0,25.905797101449274
"Fairfield County, OH",21-22,45,39,388,444.0,-12.612612612612617,-56.0,833.0,21.28666035950804,811.0,23.36802270577105,283.0,37.10247349823321,105.0,175.0,83.82899628252788,137.0,87.36059479553904,436.0,-11.009174311926607,-48.0,566.0,48.822463768115945,497.0,55.072463768115945
"Falls Church City, VA",21-22,610,51,495,419.0,18.138424821002385,76.0,259.0,75.59129612109746,265.0,75.0236518448439,444.0,11.486486486486491,51.0,248.0,77.04460966542752,306.0,71.6542750929368,540.0,-8.333333333333337,-45.0,553.0,50.0,459.0,58.514492753623195
"Faribault County, MN",21-22,43,27,35,,,,,,,,31.0,12.903225806451623,4.0,422.0,60.87360594795539,289.0,73.23420074349443,72.0,-51.388888888888886,-37.0,520.0,52.9891304347826,1007.0,8.876811594202898
"Faulkner County, AR",21-22,45,5,909,521.0,74.4721689059501,388.0,102.0,90.44465468306528,69.0,93.5666982024598,502.0,81.07569721115537,407.0,65.0,94.05204460966543,62.0,94.33085501858736,456.0,99.3421052631579,453.0,24.0,97.91666666666666,23.0,98.0072463768116
"Fauquier County, VA",21-22,61,51,265,,,,,,,,230.0,15.217391304347828,35.0,277.0,74.34944237918215,265.0,75.46468401486989,193.0,37.30569948186528,72.0,128.0,88.4963768115942,111.0,90.03623188405797
"Fayette County, GA",21-22,113,13,283,90.0,214.44444444444443,193.0,164.0,84.57899716177863,6.0,99.52696310312204,283.0,0.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,570.0,-50.35087719298246,-287.0,824.0,25.45289855072464,998.0,9.692028985507246
"Fayette County, IN",21-22,41,18,141,137.0,2.9197080291970767,4.0,519.0,50.993377483443716,491.0,53.64238410596026,159.0,-11.32075471698113,-18.0,603.0,44.05204460966542,683.0,36.61710037174721,146.0,-3.424657534246578,-5.0,370.0,66.57608695652173,386.0,65.12681159420289
"Fayette County, KY",21-22,67,21,1874,1558.0,20.28241335044929,316.0,123.0,88.45789971617786,246.0,76.82119205298014,2449.0,-23.478971008574934,-575.0,967.0,10.223048327137546,848.0,21.28252788104089,2598.0,-27.867590454195536,-724.0,957.0,13.405797101449277,759.0,31.34057971014493
"Fayette County, PA",21-22,51,42,777,267.0,191.01123595505615,510.0,81.0,92.4314096499527,14.0,98.77010406811732,457.0,70.0218818380744,320.0,83.0,92.37918215613384,73.0,93.3085501858736,484.0,60.53719008264462,293.0,41.0,96.37681159420289,58.0,94.83695652173914
"Fayette County, TX",21-22,149,48,252,291.0,-13.4020618556701,-39.0,795.0,24.88174077578051,824.0,22.138126773888363,285.0,-11.578947368421055,-33.0,665.0,38.28996282527881,688.0,36.152416356877325,344.0,-26.74418604651163,-92.0,679.0,38.58695652173913,738.0,33.242753623188406
"Fayette County, WV",21-22,19,54,59,,,,,,,,,,,,,,,120.0,-50.83333333333333,-61.0,593.0,46.3768115942029,1000.0,9.510869565217392
"Finney County, KS",21-22,55,20,240,267.0,-10.1123595505618,-27.0,741.0,29.990539262062445,765.0,27.71996215704825,263.0,-8.745247148288971,-23.0,632.0,41.35687732342008,638.0,40.79925650557621,316.0,-24.0506329113924,-76.0,640.0,42.119565217391305,696.0,37.04710144927536
"Flagler County, FL",21-22,35,12,194,204.0,-4.90196078431373,-10.0,645.0,39.0728476821192,668.0,36.89687795648061,191.0,1.5706806282722585,3.0,432.0,59.94423791821561,432.0,59.94423791821561,214.0,-9.345794392523366,-20.0,439.0,60.32608695652174,480.0,56.61231884057971
"Flathead County, MT",21-22,29,30,169,166.0,1.8072289156626509,3.0,532.0,49.76348155156102,517.0,51.18259224219489,162.0,4.320987654320985,7.0,412.0,61.80297397769516,392.0,63.66171003717472,243.0,-30.452674897119337,-74.0,632.0,42.844202898550726,787.0,28.804347826086957
"Florence County, SC",21-22,41,45,116,103.0,12.621359223300965,13.0,435.0,58.94039735099338,329.0,68.96877956480606,108.0,7.407407407407418,8.0,403.0,62.639405204460964,356.0,67.00743494423791,153.0,-24.183006535947715,-37.0,520.0,52.9891304347826,699.0,36.775362318840585
"Floyd County, GA",21-22,115,13,211,221.0,-4.524886877828049,-10.0,645.0,39.0728476821192,658.0,37.84295175023652,215.0,-1.8604651162790753,-4.0,502.0,53.438661710037174,505.0,53.159851301115246,272.0,-22.426470588235293,-61.0,593.0,46.3768115942029,671.0,39.311594202898554
"Floyd County, IA",21-22,67,19,156,211.0,-26.066350710900476,-55.0,830.0,21.570482497634817,939.0,11.258278145695364,241.0,-35.26970954356846,-85.0,781.0,27.509293680297397,944.0,12.360594795539033,171.0,-8.771929824561408,-15.0,423.0,61.77536231884058,469.0,57.608695652173914
"Floyd County, IN",21-22,43,18,864,915.0,-5.573770491803276,-51.0,822.0,22.327341532639547,680.0,35.76158940397351,921.0,-6.1889250814332275,-57.0,724.0,32.806691449814124,589.0,45.353159851301115,1046.0,-17.39961759082218,-182.0,772.0,30.16304347826087,604.0,45.380434782608695
"Fond Du Lac County, WI",21-22,39,55,1133,1126.0,0.6216696269982336,7.0,478.0,54.87228003784295,543.0,48.72280037842952,1204.0,-5.897009966777411,-71.0,757.0,29.739776951672862,583.0,45.91078066914498,1231.0,-7.961007311129165,-98.0,688.0,37.77173913043478,451.0,59.2391304347826
"Ford County, KS",21-22,57,20,170,149.0,14.093959731543615,21.0,384.0,63.76537369914853,311.0,70.6717123935667,151.0,12.58278145695364,19.0,335.0,68.95910780669145,295.0,72.67657992565056,253.0,-32.80632411067194,-83.0,657.0,40.57971014492754,816.0,26.17753623188406
"Forrest County, MS",21-22,35,28,623,1413.0,-55.909412597310684,-790.0,1018.0,3.7842951750236518,1041.0,1.608325449385052,739.0,-15.696887686062244,-116.0,809.0,24.907063197026023,742.0,31.133828996282524,685.0,-9.051094890510946,-62.0,598.0,45.92391304347826,475.0,57.065217391304344
"Forsyth County, GA",21-22,117,13,435,660.0,-34.09090909090909,-225.0,936.0,11.542100283822137,980.0,7.379375591296121,784.0,-44.51530612244898,-349.0,921.0,14.49814126394052,1006.0,6.598513011152416,831.0,-47.65342960288809,-396.0,876.0,20.742753623188406,970.0,12.228260869565217
"Forsyth County, NC",21-22,67,37,418,750.0,-44.266666666666666,-332.0,962.0,9.082308420056764,1021.0,3.5004730368968775,786.0,-46.81933842239185,-368.0,925.0,14.12639405204461,1014.0,5.855018587360595,1048.0,-60.114503816793885,-630.0,939.0,15.03623188405797,1056.0,4.438405797101449
"Fort Bend County, TX",21-22,157,48,369,910.0,-59.45054945054945,-541.0,998.0,5.676442762535478,1046.0,1.1352885525070955,1114.0,-66.87612208258528,-745.0,981.0,8.921933085501859,1059.0,1.6728624535315983,1017.0,-63.716814159292035,-648.0,949.0,14.130434782608695,1073.0,2.898550724637681
"Franklin County, IL",21-22,55,17,73,50.0,46.0,23.0,373.0,64.80605487228004,122.0,88.55250709555345,62.0,17.741935483870975,11.0,376.0,65.14869888475836,249.0,76.95167286245353,101.0,-27.722772277227726,-28.0,478.0,56.79347826086957,758.0,31.431159420289855
"Franklin County, IN",21-22,47,18,398,448.0,-11.16071428571429,-50.0,820.0,22.516556291390728,785.0,25.82781456953642,418.0,-4.784688995215314,-20.0,619.0,42.56505576208178,565.0,47.58364312267658,460.0,-13.478260869565217,-62.0,598.0,45.92391304347826,549.0,50.36231884057971
"Franklin County, KS",21-22,59,20,93,86.0,8.139534883720923,7.0,478.0,54.87228003784295,392.0,63.0085146641438,69.0,34.78260869565217,24.0,311.0,71.18959107806691,150.0,86.15241635687732,75.0,24.0,18.0,254.0,77.08333333333334,156.0,85.96014492753623
"Franklin County, KY",21-22,73,21,132,168.0,-21.42857142857143,-36.0,784.0,25.922421948912017,904.0,14.56953642384106,173.0,-23.699421965317924,-41.0,685.0,36.43122676579926,853.0,20.817843866171003,142.0,-7.042253521126762,-10.0,390.0,64.76449275362319,435.0,60.68840579710145
"Franklin County, MO",21-22,71,29,1931,1925.0,0.31168831168830735,6.0,494.0,53.358561967833495,557.0,47.39829706717124,1376.0,40.3343023255814,555.0,48.0,95.63197026022306,126.0,88.38289962825279,1927.0,0.2075765438505517,4.0,316.0,71.46739130434783,339.0,69.38405797101449
"Franklin County, NY",21-22,33,36,79,68.0,16.176470588235304,11.0,443.0,58.18353831598865,291.0,72.56385998107852,161.0,-50.93167701863355,-82.0,776.0,27.973977695167285,1027.0,4.646840148698884,233.0,-66.09442060085837,-154.0,751.0,32.065217391304344,1079.0,2.355072463768116
"Franklin County, OH",21-22,49,39,8675,8541.0,1.568902938765948,134.0,201.0,81.07852412488174,527.0,50.236518448438986,9239.0,-6.104556770213232,-564.0,966.0,10.315985130111525,588.0,45.446096654275095,11894.0,-27.064065915587687,-3219.0,1067.0,3.4420289855072466,747.0,32.427536231884055
"Franklin County, PA",21-22,55,42,371,265.0,39.99999999999999,106.0,221.0,79.18637653736992,135.0,87.32261116367077,272.0,36.39705882352941,99.0,181.0,83.27137546468401,142.0,86.89591078066915,374.0,-0.8021390374331583,-3.0,360.0,67.48188405797102,359.0,67.57246376811594
"Franklin County, WA",21-22,21,53,344,512.0,-32.8125,-168.0,917.0,13.339640491958374,972.0,8.136234626300851,358.0,-3.9106145251396662,-14.0,574.0,46.74721189591078,548.0,49.1635687732342,418.0,-17.703349282296653,-74.0,632.0,42.844202898550726,606.0,45.19927536231884
"Frederick County, MD",21-22,21,24,1294,1112.0,16.366906474820155,182.0,168.0,84.20056764427626,285.0,73.13150425733207,885.0,46.21468926553671,409.0,64.0,94.14498141263941,116.0,89.31226765799256,1370.0,-5.5474452554744484,-76.0,640.0,42.119565217391305,415.0,62.5
"Frederick County, VA",21-22,69,51,279,,,,,,,,,,,,,,,,,,,,,
"Freeborn County, MN",21-22,47,27,84,62.0,35.48387096774193,22.0,378.0,64.33301797540209,148.0,86.09271523178808,,,,,,,,85.0,-1.17647058823529,-1.0,348.0,68.56884057971014,364.0,67.11956521739131
"Fremont County, WY",21-22,13,56,74,83.0,-10.843373493975905,-9.0,636.0,39.92431409649952,778.0,26.490066225165563,,,,,,,,,,,,,,
"Fresno County, CA",21-22,19,6,1463,1802.0,-18.812430632630406,-339.0,965.0,8.798486281929991,882.0,16.65089877010407,2215.0,-33.95033860045147,-752.0,983.0,8.736059479553903,935.0,13.197026022304833,2263.0,-35.351303579319485,-800.0,964.0,12.771739130434783,838.0,24.184782608695652
"Fulton County, GA",21-22,121,13,3757,3183.0,18.033301916431043,574.0,70.0,93.4720908230842,267.0,74.83443708609272,5538.0,-32.159624413145536,-1781.0,1046.0,2.8810408921933086,917.0,14.869888475836431,3999.0,-6.051512878219556,-242.0,805.0,27.173913043478258,424.0,61.684782608695656
"Fulton County, OH",21-22,51,39,162,185.0,-12.432432432432428,-23.0,723.0,31.693472090823082,806.0,23.841059602649008,208.0,-22.115384615384613,-46.0,701.0,34.94423791821561,831.0,22.86245353159851,298.0,-45.63758389261745,-136.0,734.0,33.60507246376812,948.0,14.221014492753623
"Gage County, NE",21-22,67,31,90,103.0,-12.621359223300976,-13.0,674.0,36.329233680227055,812.0,23.273415326395458,97.0,-7.216494845360821,-7.0,525.0,51.301115241635685,609.0,43.49442379182156,78.0,15.384615384615374,12.0,278.0,74.90942028985508,205.0,81.52173913043478
"Galveston County, TX",21-22,167,48,573,672.0,-14.732142857142861,-99.0,871.0,17.69157994323557,839.0,20.719016083254495,720.0,-20.41666666666667,-147.0,829.0,23.04832713754647,812.0,24.62825278810409,756.0,-24.20634920634921,-183.0,774.0,29.981884057971016,700.0,36.684782608695656
"Garfield County, CO",21-22,45,8,186,152.0,22.36842105263157,34.0,332.0,68.68495742667929,227.0,78.61873226111636,162.0,14.814814814814813,24.0,311.0,71.18959107806691,269.0,75.09293680297398,211.0,-11.848341232227488,-25.0,464.0,58.06159420289855,512.0,53.71376811594203
"Garfield County, OK",21-22,47,40,72,99.0,-27.27272727272727,-27.0,741.0,29.990539262062445,944.0,10.785241248817409,98.0,-26.530612244897956,-26.0,647.0,39.96282527881041,875.0,18.773234200743495,88.0,-18.181818181818176,-16.0,425.0,61.59420289855072,613.0,44.565217391304344
"Garland County, AR",21-22,51,5,106,76.0,39.47368421052631,30.0,344.0,67.54966887417218,137.0,87.13339640491958,119.0,-10.924369747899155,-13.0,567.0,47.39776951672863,681.0,36.80297397769517,113.0,-6.194690265486724,-7.0,378.0,65.85144927536231,428.0,61.322463768115945
"Gasconade County, MO",21-22,73,29,150,163.0,-7.975460122699385,-13.0,674.0,36.329233680227055,722.0,31.788079470198678,153.0,-1.9607843137254943,-3.0,496.0,53.99628252788104,511.0,52.60223048327137,156.0,-3.8461538461538436,-6.0,376.0,66.03260869565217,391.0,64.67391304347827
"Gaston County, NC",21-22,71,37,117,,,,,,,,124.0,-5.645161290322576,-7.0,525.0,51.301115241635685,579.0,46.28252788104089,195.0,-40.0,-78.0,650.0,41.21376811594203,898.0,18.75
"Geary County, KS",21-22,61,20,131,136.0,-3.676470588235292,-5.0,606.0,42.762535477767265,642.0,39.35666982024598,155.0,-15.48387096774193,-24.0,638.0,40.79925650557621,739.0,31.412639405204462,189.0,-30.687830687830687,-58.0,586.0,47.01086956521739,790.0,28.532608695652172
"Geauga County, OH",21-22,55,39,1525,1668.0,-8.573141486810554,-143.0,901.0,14.853358561967834,734.0,30.65279091769158,1901.0,-19.77906365071015,-376.0,926.0,14.033457249070633,800.0,25.743494423791823,2154.0,-29.20148560817084,-629.0,938.0,15.126811594202898,771.0,30.253623188405797
"Genesee County, MI",21-22,49,26,1459,1110.0,31.44144144144143,349.0,111.0,89.59318826868495,170.0,84.01135288552507,2250.0,-35.15555555555555,-791.0,988.0,8.271375464684015,941.0,12.639405204460965,2402.0,-39.258950874271434,-943.0,982.0,11.141304347826086,890.0,19.47463768115942
"Genesee County, NY",21-22,37,36,394,326.0,20.858895705521462,68.0,269.0,74.64522232734153,242.0,77.1996215704825,163.0,141.71779141104292,231.0,113.0,89.59107806691449,28.0,97.4907063197026,483.0,-18.426501035196686,-89.0,668.0,39.58333333333333,619.0,44.02173913043478
"Gibson County, IN",21-22,51,18,437,764.0,-42.80104712041884,-327.0,961.0,9.176915799432356,1015.0,4.068117313150426,494.0,-11.538461538461542,-57.0,724.0,32.806691449814124,687.0,36.2453531598513,657.0,-33.4855403348554,-220.0,793.0,28.26086956521739,825.0,25.36231884057971
"Gila County, AZ",21-22,7,4,126,154.0,-18.181818181818176,-28.0,747.0,29.422894985808895,875.0,17.313150425733205,159.0,-20.75471698113207,-33.0,665.0,38.28996282527881,820.0,23.884758364312265,129.0,-2.3255813953488413,-3.0,360.0,67.48188405797102,376.0,66.03260869565217
"Gillespie County, TX",21-22,171,48,337,,,,,,,,259.0,30.11583011583012,78.0,202.0,81.31970260223048,167.0,84.5724907063197,291.0,15.807560137457056,46.0,170.0,84.69202898550725,201.0,81.88405797101449
"Glacier County, MT",21-22,35,30,69,69.0,0.0,0.0,560.0,47.11447492904446,560.0,47.11447492904446,73.0,-5.47945205479452,-4.0,502.0,53.438661710037174,575.0,46.6542750929368,67.0,2.9850746268656803,2.0,332.0,70.01811594202898,303.0,72.64492753623189
"Gloucester County, NJ",21-22,15,34,1846,1496.0,23.395721925133685,350.0,110.0,89.68779564806056,218.0,79.47019867549669,2034.0,-9.24287118977385,-188.0,852.0,20.910780669144984,648.0,39.869888475836426,2489.0,-25.83366813981519,-643.0,944.0,14.583333333333334,730.0,33.96739130434783
"Glynn County, GA",21-22,127,13,169,176.0,-3.9772727272727293,-7.0,622.0,41.248817407757805,646.0,38.978240302743615,187.0,-9.625668449197866,-18.0,603.0,44.05204460966542,656.0,39.12639405204461,255.0,-33.72549019607843,-86.0,663.0,40.03623188405797,827.0,25.181159420289855
