County & State,School Year,County Code,State ANSI Code,Enrollment
"Gila County, AZ",19-20,7,4,154
"Gila County, AZ",21-22,7,4,126
"Gillespie County, TX",11-12,171,48,291
"Gillespie County, TX",13-14,171,48,280
"Gillespie County, TX",15-16,171,48,240
"Gillespie County, TX",17-18,171,48,259
"Gillespie County, TX",21-22,171,48,337
"Glacier County, MT",11-12,35,30,67
"Glacier County, MT",13-14,35,30,66
"Glacier County, MT",15-16,35,30,68
"Glacier County, MT",17-18,35,30,73
"Glacier County, MT",19-20,35,30,69
"Glacier County, MT",21-22,35,30,69
"Gloucester County, NJ",11-12,15,34,2489
"Gloucester County, NJ",13-14,15,34,2132
"Gloucester County, NJ",15-16,15,34,2464
"Gloucester County, NJ",17-18,15,34,2034
"Gloucester County, NJ",19-20,15,34,1496
"Gloucester County, NJ",21-22,15,34,1846
"Glynn County, GA",11-12,127,13,255
"Glynn County, GA",15-16,127,13,183
"Glynn County, GA",17-18,127,13,187
"Glynn County, GA",19-20,127,13,176
"Glynn County, GA",21-22,127,13,169
"Gogebic County, MI",11-12,53,26,37
"Gogebic County, MI",13-14,53,26,40
"Gogebic County, MI",15-16,53,26,25
"Gogebic County, MI",17-18,53,26,55
"Gogebic County, MI",19-20,53,26,29
"Goochland County, VA",13-14,75,51,274
"Goochland County, VA",15-16,75,51,268
"Goochland County, VA",17-18,75,51,248
"Goochland County, VA",19-20,75,51,258
"Goochland County, VA",21-22,75,51,298
"Goshen County, WY",11-12,15,56,51
"Goshen County, WY",13-14,15,56,53
"Goshen County, WY",15-16,15,56,49
"Goshen County, WY",17-18,15,56,49
"Goshen County, WY",19-20,15,56,42
"Grafton County, NH",17-18,9,33,268
"Grafton County, NH",21-22,9,33,134
"Grand Forks County, ND",11-12,35,38,186
"Grand Forks County, ND",13-14,35,38,208
"Grand Forks County, ND",15-16,35,38,252
"Grand Forks County, ND",17-18,35,38,260
"Grand Forks County, ND",19-20,35,38,301
"Grand Forks County, ND",21-22,35,38,290
"Grand Traverse County, MI",11-12,55,26,612
"Grand Traverse County, MI",13-14,55,26,291
"Grand Traverse County, MI",15-16,55,26,279
"Grand Traverse County, MI",17-18,55,26,1065
"Grand Traverse County, MI",19-20,55,26,751
"Grand Traverse County, MI",21-22,55,26,283
"Grant County, IN",11-12,53,18,109
"Grant County, IN",15-16,53,18,119
"Grant County, IN",17-18,53,18,135
"Grant County, IN",19-20,53,18,109
"Grant County, IN",21-22,53,18,107
"Grant County, SD",11-12,51,46,130
"Grant County, SD",13-14,51,46,130
"Grant County, SD",15-16,51,46,117
"Grant County, SD",17-18,51,46,123
"Grant County, SD",19-20,51,46,116
"Grant County, SD",21-22,51,46,133
"Grant County, WA",11-12,25,53,120
"Grant County, WA",13-14,25,53,112
"Grant County, WA",15-16,25,53,104
"Grant County, WA",19-20,25,53,116
"Grant County, WI",11-12,43,55,780
"Grant County, WI",13-14,43,55,643
"Grant County, WI",15-16,43,55,534
"Grant County, WI",17-18,43,55,574
"Grant County, WI",19-20,43,55,667
"Grant County, WI",21-22,43,55,520
"Gratiot County, MI",11-12,57,26,116
"Gratiot County, MI",13-14,57,26,116
"Gratiot County, MI",15-16,57,26,116
"Gratiot County, MI",17-18,57,26,115
"Gratiot County, MI",19-20,57,26,148
"Gratiot County, MI",21-22,57,26,138
"Graves County, KY",11-12,83,21,48
"Grays Harbor County, WA",11-12,27,53,173
"Grays Harbor County, WA",13-14,27,53,140
"Grays Harbor County, WA",15-16,27,53,144
"Grays Harbor County, WA",17-18,27,53,167
"Grays Harbor County, WA",19-20,27,53,160
"Grays Harbor County, WA",21-22,27,53,130
"Grayson County, KY",11-12,85,21,19
"Grayson County, KY",13-14,85,21,27
"Grayson County, KY",15-16,85,21,40
"Grayson County, KY",17-18,85,21,56
"Grayson County, KY",19-20,85,21,51
"Grayson County, TX",11-12,181,48,151
"Grayson County, TX",13-14,181,48,164
"Grayson County, TX",15-16,181,48,167
"Grayson County, TX",17-18,181,48,159
"Grayson County, TX",19-20,181,48,149
"Grayson County, TX",21-22,181,48,168
"Greeley County, NE",11-12,77,31,91
"Greeley County, NE",13-14,77,31,91
"Greeley County, NE",15-16,77,31,87
"Greeley County, NE",21-22,77,31,80
"Green County, WI",11-12,45,55,139
"Green County, WI",13-14,45,55,136
"Green County, WI",15-16,45,55,126
"Green County, WI",17-18,45,55,112
"Green County, WI",19-20,45,55,102
"Green County, WI",21-22,45,55,115
"Green Lake County, WI",11-12,47,55,223
"Green Lake County, WI",13-14,47,55,207
"Green Lake County, WI",15-16,47,55,196
"Green Lake County, WI",17-18,47,55,157
"Green Lake County, WI",19-20,47,55,115
"Green Lake County, WI",21-22,47,55,185
"Greene County, AR",11-12,55,5,51
"Greene County, AR",13-14,55,5,59
"Greene County, AR",15-16,55,5,73
"Greene County, AR",17-18,55,5,65
"Greene County, AR",19-20,55,5,70
"Greene County, AR",21-22,55,5,55
"Greene County, IL",11-12,61,17,156
"Greene County, IL",13-14,61,17,155
"Greene County, IL",15-16,61,17,173
"Greene County, IL",17-18,61,17,212
"Greene County, IL",19-20,61,17,211
"Greene County, IL",21-22,61,17,208
"Greene County, MO",11-12,77,29,1347
"Greene County, MO",13-14,77,29,849
"Greene County, MO",15-16,77,29,1350
"Greene County, MO",17-18,77,29,888
"Greene County, MO",19-20,77,29,668
"Greene County, MO",21-22,77,29,1418
"Greene County, OH",11-12,57,39,617
"Greene County, OH",13-14,57,39,621
"Greene County, OH",15-16,57,39,595
"Greene County, OH",17-18,57,39,561
"Greene County, OH",19-20,57,39,345
"Greene County, OH",21-22,57,39,526
"Greenville County, SC",11-12,45,45,1364
"Greenville County, SC",13-14,45,45,1534
"Greenville County, SC",15-16,45,45,1673
"Greenville County, SC",17-18,45,45,1462
"Greenville County, SC",19-20,45,45,1322
"Greenville County, SC",21-22,45,45,1477
"Gregg County, TX",11-12,183,48,205
"Gregg County, TX",13-14,183,48,230
"Gregg County, TX",15-16,183,48,176
"Gregg County, TX",19-20,183,48,205
"Gregg County, TX",21-22,183,48,180
"Grimes County, TX",11-12,185,48,69
"Grundy County, IL",11-12,63,17,221
"Grundy County, IL",13-14,63,17,225
"Grundy County, IL",15-16,63,17,213
"Grundy County, IL",17-18,63,17,398
"Grundy County, IL",19-20,63,17,163
"Grundy County, IL",21-22,63,17,156
"Guadalupe County, TX",11-12,187,48,196
"Guadalupe County, TX",13-14,187,48,183
"Guadalupe County, TX",15-16,187,48,167
"Guadalupe County, TX",17-18,187,48,192
"Guadalupe County, TX",19-20,187,48,160
"Guadalupe County, TX",21-22,187,48,111
"Guernsey County, OH",11-12,59,39,107
"Guernsey County, OH",13-14,59,39,116
"Guernsey County, OH",15-16,59,39,106
"Guernsey County, OH",17-18,59,39,110
"Guernsey County, OH",19-20,59,39,170
"Guernsey County, OH",21-22,59,39,112
"Guilford County, NC",11-12,81,37,1035
"Guilford County, NC",13-14,81,37,949
"Guilford County, NC",15-16,81,37,906
"Guilford County, NC",17-18,81,37,697
"Guilford County, NC",19-20,81,37,665
"Guilford County, NC",21-22,81,37,1180
"Gwinnett County, GA",11-12,135,13,960
"Gwinnett County, GA",13-14,135,13,913
"Gwinnett County, GA",15-16,135,13,859
"Gwinnett County, GA",17-18,135,13,825
"Gwinnett County, GA",19-20,135,13,742
"Gwinnett County, GA",21-22,135,13,313
"Hall County, NE",13-14,79,31,321
"Hall County, NE",15-16,79,31,290
"Hall County, NE",17-18,79,31,284
"Hall County, NE",19-20,79,31,318
"Hall County, NE",21-22,79,31,273
"Hamilton County, IA",11-12,79,19,68
"Hamilton County, IA",13-14,79,19,75
"Hamilton County, IA",15-16,79,19,106
"Hamilton County, IA",17-18,79,19,73
"Hamilton County, IA",19-20,79,19,69
"Hamilton County, IA",21-22,79,19,108
"Hamilton County, IN",11-12,57,18,2754
"Hamilton County, IN",13-14,57,18,2801
"Hamilton County, IN",15-16,57,18,2742
"Hamilton County, IN",17-18,57,18,2741
"Hamilton County, IN",19-20,57,18,2464
"Hamilton County, IN",21-22,57,18,3016
"Hamilton County, OH",11-12,61,39,24640
"Hamilton County, OH",13-14,61,39,23447
"Hamilton County, OH",15-16,61,39,20416
"Hamilton County, OH",17-18,61,39,21991
"Hamilton County, OH",19-20,61,39,17186
"Hamilton County, OH",21-22,61,39,20231
"Hamilton County, TN",11-12,65,47,1118
"Hamilton County, TN",13-14,65,47,738
"Hamilton County, TN",15-16,65,47,1130
"Hamilton County, TN",17-18,65,47,1059
"Hamilton County, TN",19-20,65,47,952
"Hamilton County, TN",21-22,65,47,957
"Hampden County, MA",11-12,13,25,3390
"Hampden County, MA",13-14,13,25,2974
"Hampden County, MA",15-16,13,25,3001
"Hampden County, MA",17-18,13,25,2569
"Hampden County, MA",19-20,13,25,2423
"Hampden County, MA",21-22,13,25,2623
"Hampshire County, MA",11-12,15,25,125
"Hampshire County, MA",13-14,15,25,115
"Hampshire County, MA",15-16,15,25,53
"Hampton City, VA",11-12,650,51,181
"Hampton City, VA",13-14,650,51,177
"Hampton City, VA",15-16,650,51,154
"Hampton City, VA",17-18,650,51,162
"Hampton City, VA",19-20,650,51,171
"Hampton City, VA",21-22,650,51,180
"Hancock County, IL",11-12,67,17,67
"Hancock County, IL",13-14,67,17,71
"Hancock County, IL",15-16,67,17,84
"Hancock County, IL",17-18,67,17,85
"Hancock County, IL",19-20,67,17,66
"Hancock County, IL",21-22,67,17,62
"Hancock County, IN",11-12,59,18,312
"Hancock County, IN",13-14,59,18,282
"Hancock County, IN",15-16,59,18,237
"Hancock County, IN",17-18,59,18,177
"Hancock County, IN",19-20,59,18,137
"Hancock County, IN",21-22,59,18,143
"Hancock County, MS",11-12,45,28,906
"Hancock County, MS",13-14,45,28,511
"Hancock County, MS",15-16,45,28,487
"Hancock County, MS",17-18,45,28,247
"Hancock County, MS",19-20,45,28,825
"Hancock County, MS",21-22,45,28,830
"Hancock County, OH",11-12,63,39,838
"Hancock County, OH",13-14,63,39,804
"Hancock County, OH",15-16,63,39,555
"Hancock County, OH",21-22,63,39,444
"Hancock County, WV",11-12,29,54,675
"Hancock County, WV",13-14,29,54,639
"Hancock County, WV",15-16,29,54,574
"Hancock County, WV",17-18,29,54,515
"Hancock County, WV",19-20,29,54,394
"Hancock County, WV",21-22,29,54,469
"Hardin County, KY",11-12,93,21,414
"Hardin County, KY",13-14,93,21,452
"Hardin County, KY",15-16,93,21,466
"Hardin County, KY",17-18,93,21,491
"Hardin County, KY",19-20,93,21,367
"Hardin County, KY",21-22,93,21,381
"Harford County, MD",11-12,25,24,1600
"Harford County, MD",13-14,25,24,1488
"Harford County, MD",15-16,25,24,1605
"Harford County, MD",17-18,25,24,1538
"Harford County, MD",19-20,25,24,894
"Harford County, MD",21-22,25,24,1438
"Harris County, TX",11-12,201,48,14757
"Harris County, TX",13-14,201,48,14577
"Harris County, TX",15-16,201,48,14139
"Harris County, TX",17-18,201,48,15036
"Harris County, TX",19-20,201,48,13746
"Harris County, TX",21-22,201,48,11906
"Harrison County, IN",11-12,61,18,107
"Harrison County, IN",13-14,61,18,68
"Harrison County, IN",15-16,61,18,75
"Harrison County, IN",17-18,61,18,92
"Harrison County, IN",19-20,61,18,102
"Harrison County, IN",21-22,61,18,150
"Harrison County, KY",11-12,97,21,36
"Harrison County, KY",13-14,97,21,63
"Harrison County, KY",15-16,97,21,60
"Harrison County, KY",17-18,97,21,60
"Harrison County, KY",19-20,97,21,68
"Harrison County, KY",21-22,97,21,80
"Harrison County, MS",11-12,47,28,1742
"Harrison County, MS",13-14,47,28,1592
"Harrison County, MS",15-16,47,28,1539
"Harrison County, MS",17-18,47,28,1590
"Harrison County, MS",19-20,47,28,1150
"Harrison County, MS",21-22,47,28,1930
"Harrison County, TX",11-12,203,48,70
"Harrison County, TX",13-14,203,48,74
"Harrison County, TX",15-16,203,48,35
"Harrison County, WV",11-12,33,54,322
"Harrison County, WV",13-14,33,54,329
"Harrison County, WV",15-16,33,54,400
"Harrison County, WV",17-18,33,54,356
"Harrison County, WV",19-20,33,54,299
"Harrison County, WV",21-22,33,54,109
"Hartford County, CT",11-12,3,9,6652
"Hartford County, CT",13-14,3,9,5876
"Hartford County, CT",15-16,3,9,3379
"Hartford County, CT",17-18,3,9,3601
"Hartford County, CT",19-20,3,9,3951
"Hartford County, CT",21-22,3,9,3493
"Hartley County, TX",11-12,205,48,116
"Hartley County, TX",13-14,205,48,120
"Hartley County, TX",15-16,205,48,126
"Hartley County, TX",17-18,205,48,123
"Hartley County, TX",19-20,205,48,112
"Hartley County, TX",21-22,205,48,71
"Harvey County, KS",13-14,79,20,174
"Harvey County, KS",15-16,79,20,208
"Harvey County, KS",17-18,79,20,202
"Harvey County, KS",19-20,79,20,200
"Harvey County, KS",21-22,79,20,165
"Hawaii County, HI",11-12,1,15,276
"Hawaii County, HI",13-14,1,15,269
"Hawaii County, HI",15-16,1,15,308
"Hawaii County, HI",17-18,1,15,305
"Hawaii County, HI",19-20,1,15,285
"Hawaii County, HI",21-22,1,15,213
"Hays County, TX",11-12,209,48,163
"Hays County, TX",13-14,209,48,211
"Hays County, TX",15-16,209,48,244
"Hays County, TX",17-18,209,48,305
"Haywood County, NC",11-12,87,37,12
"Haywood County, NC",13-14,87,37,9
"Haywood County, NC",15-16,87,37,12
"Haywood County, NC",17-18,87,37,10
"Haywood County, NC",19-20,87,37,8
"Haywood County, NC",21-22,87,37,7
"Henderson County, KY",11-12,101,21,483
"Henderson County, KY",13-14,101,21,456
"Henderson County, KY",15-16,101,21,454
"Henderson County, KY",17-18,101,21,413
"Henderson County, KY",19-20,101,21,392
"Henderson County, KY",21-22,101,21,396
"Henderson County, NC",11-12,89,37,164
"Henderson County, NC",13-14,89,37,147
"Henderson County, NC",15-16,89,37,64
"Henderson County, NC",17-18,89,37,167
"Henderson County, NC",19-20,89,37,133
"Henderson County, NC",21-22,89,37,169
"Hendricks County, IN",11-12,63,18,716
"Hendricks County, IN",13-14,63,18,775
"Hendricks County, IN",15-16,63,18,662
"Hendricks County, IN",19-20,63,18,696
"Hendricks County, IN",21-22,63,18,628
"Hennepin County, MN",11-12,53,27,8667
"Hennepin County, MN",13-14,53,27,8060
"Hennepin County, MN",15-16,53,27,6367
"Hennepin County, MN",17-18,53,27,7428
"Hennepin County, MN",19-20,53,27,5191
"Hennepin County, MN",21-22,53,27,9605
"Henrico County, VA",11-12,87,51,823
"Henrico County, VA",13-14,87,51,796
"Henrico County, VA",15-16,87,51,335
"Henrico County, VA",17-18,87,51,788
"Henrico County, VA",19-20,87,51,730
"Henrico County, VA",21-22,87,51,781
"Henry County, IL",11-12,73,17,240
"Henry County, IL",13-14,73,17,212
"Henry County, IL",15-16,73,17,228
"Henry County, IL",19-20,73,17,267
"Henry County, IL",21-22,73,17,257
"Henry County, MO",11-12,83,29,172
"Henry County, MO",13-14,83,29,186
"Henry County, MO",15-16,83,29,173
"Henry County, MO",17-18,83,29,150
"Henry County, MO",19-20,83,29,131
"Henry County, MO",21-22,83,29,119
"Henry County, OH",13-14,69,39,84
"Henry County, OH",15-16,69,39,59
"Henry County, OH",17-18,69,39,56
"Henry County, OH",19-20,69,39,51
"Henry County, OH",21-22,69,39,55
"Herkimer County, NY",13-14,43,36,110
"Herkimer County, NY",15-16,43,36,85
"Herkimer County, NY",17-18,43,36,64
"Herkimer County, NY",21-22,43,36,70
"Hernando County, FL",11-12,53,12,162
"Hernando County, FL",13-14,53,12,230
"Hernando County, FL",15-16,53,12,207
"Hernando County, FL",17-18,53,12,247
"Hernando County, FL",19-20,53,12,250
"Hernando County, FL",21-22,53,12,454
"Hidalgo County, TX",11-12,215,48,1861
"Hidalgo County, TX",13-14,215,48,1398
"Hidalgo County, TX",15-16,215,48,1565
"Hidalgo County, TX",17-18,215,48,1484
"Hidalgo County, TX",19-20,215,48,943
"Hidalgo County, TX",21-22,215,48,429
"Highland County, OH",11-12,71,39,23
"Highland County, OH",13-14,71,39,26
"Highland County, OH",15-16,71,39,64
"Highland County, OH",17-18,71,39,63
"Highland County, OH",19-20,71,39,72
"Highland County, OH",21-22,71,39,58
"Highlands County, FL",11-12,55,12,71
"Highlands County, FL",13-14,55,12,84
"Highlands County, FL",15-16,55,12,107
"Highlands County, FL",17-18,55,12,180
"Highlands County, FL",19-20,55,12,187
"Highlands County, FL",21-22,55,12,167
"Hill County, MT",11-12,41,30,133
"Hill County, MT",13-14,41,30,92
"Hill County, MT",17-18,41,30,144
"Hill County, MT",19-20,41,30,140
"Hill County, MT",21-22,41,30,155
"Hillsborough County, FL",11-12,57,12,6005
"Hillsborough County, FL",13-14,57,12,5174
"Hillsborough County, FL",15-16,57,12,5578
"Hillsborough County, FL",17-18,57,12,5055
"Hillsborough County, FL",19-20,57,12,5979
"Hillsborough County, FL",21-22,57,12,6004
"Hillsborough County, NH",11-12,11,33,4330
"Hillsborough County, NH",13-14,11,33,3685
"Hillsborough County, NH",15-16,11,33,3233
"Hillsborough County, NH",17-18,11,33,3074
"Hillsborough County, NH",19-20,11,33,2812
"Hillsborough County, NH",21-22,11,33,2398
"Hinds County, MS",11-12,49,28,497
"Hinds County, MS",13-14,49,28,413
"Hinds County, MS",15-16,49,28,50
"Hinds County, MS",17-18,49,28,284
"Hinds County, MS",21-22,49,28,238
"Hocking County, OH",11-12,73,39,85
"Hocking County, OH",13-14,73,39,88
"Hocking County, OH",17-18,73,39,75
"Hocking County, OH",19-20,73,39,76
"Hocking County, OH",21-22,73,39,63
"Holt County, NE",11-12,89,31,307
"Holt County, NE",13-14,89,31,288
"Holt County, NE",17-18,89,31,254
"Holt County, NE",19-20,89,31,193
"Holt County, NE",21-22,89,31,178
"Honolulu County, HI",11-12,3,15,7503
"Honolulu County, HI",13-14,3,15,7534
"Honolulu County, HI",15-16,3,15,4676
"Honolulu County, HI",17-18,3,15,6681
"Honolulu County, HI",19-20,3,15,5180
"Honolulu County, HI",21-22,3,15,5012
"Hopkins County, KY",11-12,107,21,101
"Hopkins County, KY",13-14,107,21,108
"Hopkins County, KY",15-16,107,21,116
"Hopkins County, KY",17-18,107,21,86
"Hopkins County, KY",19-20,107,21,64
"Horry County, SC",11-12,51,45,428
"Horry County, SC",13-14,51,45,405
"Horry County, SC",15-16,51,45,442
"Horry County, SC",17-18,51,45,434
"Horry County, SC",19-20,51,45,255
"Horry County, SC",21-22,51,45,176
"Houston County, AL",11-12,69,1,37
"Houston County, GA",11-12,153,13,191
"Houston County, GA",13-14,153,13,158
"Houston County, GA",15-16,153,13,171
"Houston County, GA",17-18,153,13,158
"Houston County, GA",19-20,153,13,265
"Houston County, GA",21-22,153,13,252
"Houston County, MN",11-12,55,27,335
"Houston County, MN",13-14,55,27,217
"Houston County, MN",15-16,55,27,229
"Houston County, MN",17-18,55,27,191
"Houston County, MN",19-20,55,27,256
"Houston County, MN",21-22,55,27,310
"Howard County, IA",11-12,89,19,250
"Howard County, IA",13-14,89,19,231
"Howard County, IA",15-16,89,19,278
"Howard County, IA",17-18,89,19,267
"Howard County, IA",19-20,89,19,257
"Howard County, IA",21-22,89,19,222
"Howard County, IN",11-12,67,18,312
"Howard County, IN",13-14,67,18,296
"Howard County, MD",11-12,27,24,1434
"Howard County, MD",13-14,27,24,982
"Howard County, MD",15-16,27,24,1308
"Howard County, MD",17-18,27,24,1769
"Howard County, MD",19-20,27,24,1733
"Howard County, MD",21-22,27,24,1542
"Howard County, MO",13-14,89,29,103
"Howard County, MO",15-16,89,29,109
"Howard County, MO",17-18,89,29,105
"Howard County, MO",19-20,89,29,107
"Hudson County, NJ",11-12,17,34,6495
"Hudson County, NJ",13-14,17,34,5654
"Hudson County, NJ",15-16,17,34,5136
"Hudson County, NJ",17-18,17,34,4252
"Hudson County, NJ",19-20,17,34,4362
"Hudson County, NJ",21-22,17,34,3545
"Hughes County, SD",11-12,65,46,189
"Hughes County, SD",13-14,65,46,173
"Hughes County, SD",15-16,65,46,179
"Hughes County, SD",17-18,65,46,186
"Humboldt County, CA",11-12,23,6,348
"Humboldt County, CA",13-14,23,6,296
"Humboldt County, CA",15-16,23,6,234
"Humboldt County, CA",17-18,23,6,243
"Humboldt County, CA",19-20,23,6,199
"Humboldt County, CA",21-22,23,6,246
"Humboldt County, IA",11-12,91,19,188
"Humboldt County, IA",15-16,91,19,254
"Humboldt County, IA",21-22,91,19,117
"Humphreys County, TN",11-12,85,47,96
"Humphreys County, TN",13-14,85,47,103
"Humphreys County, TN",15-16,85,47,89
"Humphreys County, TN",17-18,85,47,109
"Humphreys County, TN",19-20,85,47,108
"Humphreys County, TN",21-22,85,47,149
"Hunterdon County, NJ",11-12,19,34,590
"Hunterdon County, NJ",13-14,19,34,488
"Hunterdon County, NJ",15-16,19,34,434
"Hunterdon County, NJ",17-18,19,34,434
"Hunterdon County, NJ",19-20,19,34,320
"Hunterdon County, NJ",21-22,19,34,344
"Huntington County, IN",11-12,69,18,185
"Huntington County, IN",13-14,69,18,169
"Huntington County, IN",15-16,69,18,136
"Huntington County, IN",17-18,69,18,148
"Huntington County, IN",21-22,69,18,151
"Huron County, MI",11-12,63,26,136
"Huron County, MI",13-14,63,26,112
"Huron County, MI",15-16,63,26,109
"Huron County, MI",17-18,63,26,96
"Huron County, MI",19-20,63,26,94
"Huron County, MI",21-22,63,26,106
"Huron County, OH",11-12,77,39,1174
