County & State,School Year,County Code,State ANSI Code,Enrollment
"Sangamon County, IL",11-12,167,17,2571
"Sangamon County, IL",13-14,167,17,1992
"Sangamon County, IL",15-16,167,17,2316
"Sangamon County, IL",17-18,167,17,2363
"Sangamon County, IL",19-20,167,17,2183
"Sangamon County, IL",21-22,167,17,2167
"Santa Barbara County, CA",11-12,83,6,2081
"Santa Barbara County, CA",13-14,83,6,1123
"Santa Barbara County, CA",15-16,83,6,1687
"Santa Barbara County, CA",17-18,83,6,1435
"Santa Barbara County, CA",19-20,83,6,845
"Santa Barbara County, CA",21-22,83,6,1338
"Santa Clara County, CA",11-12,85,6,14848
"Santa Clara County, CA",13-14,85,6,14027
"Santa Clara County, CA",15-16,85,6,11201
"Santa Clara County, CA",17-18,85,6,13057
"Santa Clara County, CA",19-20,85,6,14376
"Santa Clara County, CA",21-22,85,6,14217
"Santa Cruz County, AZ",11-12,23,4,522
"Santa Cruz County, AZ",13-14,23,4,501
"Santa Cruz County, AZ",15-16,23,4,324
"Santa Cruz County, AZ",17-18,23,4,331
"Santa Cruz County, AZ",19-20,23,4,463
"Santa Cruz County, AZ",21-22,23,4,625
"Santa Cruz County, CA",11-12,87,6,1024
"Santa Cruz County, CA",13-14,87,6,987
"Santa Cruz County, CA",15-16,87,6,1024
"Santa Cruz County, CA",17-18,87,6,942
"Santa Cruz County, CA",19-20,87,6,940
"Santa Cruz County, CA",21-22,87,6,1013
"Santa Fe County, NM",11-12,49,35,1498
"Santa Fe County, NM",13-14,49,35,440
"Santa Fe County, NM",15-16,49,35,307
"Santa Fe County, NM",17-18,49,35,260
"Santa Fe County, NM",19-20,49,35,712
"Santa Fe County, NM",21-22,49,35,711
"Sarasota County, FL",11-12,115,12,1334
"Sarasota County, FL",13-14,115,12,1122
"Sarasota County, FL",15-16,115,12,710
"Sarasota County, FL",17-18,115,12,1287
"Sarasota County, FL",19-20,115,12,1290
"Sarasota County, FL",21-22,115,12,1390
"Saratoga County, NY",11-12,91,36,1110
"Saratoga County, NY",13-14,91,36,988
"Saratoga County, NY",15-16,91,36,816
"Saratoga County, NY",17-18,91,36,773
"Saratoga County, NY",19-20,91,36,828
"Saratoga County, NY",21-22,91,36,918
"Sarpy County, NE",11-12,153,31,1061
"Sarpy County, NE",13-14,153,31,1543
"Sarpy County, NE",15-16,153,31,891
"Sarpy County, NE",17-18,153,31,1115
"Sarpy County, NE",19-20,153,31,772
"Sarpy County, NE",21-22,153,31,892
"Sauk County, WI",11-12,111,55,546
"Sauk County, WI",13-14,111,55,437
"Sauk County, WI",15-16,111,55,554
"Sauk County, WI",17-18,111,55,381
"Sauk County, WI",19-20,111,55,382
"Sauk County, WI",21-22,111,55,514
"Saunders County, NE",11-12,155,31,701
"Saunders County, NE",13-14,155,31,670
"Saunders County, NE",15-16,155,31,626
"Saunders County, NE",17-18,155,31,572
"Saunders County, NE",19-20,155,31,560
"Saunders County, NE",21-22,155,31,527
"Sawyer County, WI",11-12,113,55,30
"Sawyer County, WI",13-14,113,55,37
"Sawyer County, WI",15-16,113,55,22
"Sawyer County, WI",17-18,113,55,22
"Sawyer County, WI",19-20,113,55,13
"Sawyer County, WI",21-22,113,55,21
"Schenectady County, NY",11-12,93,36,862
"Schenectady County, NY",13-14,93,36,556
"Schenectady County, NY",15-16,93,36,310
"Schenectady County, NY",17-18,93,36,226
"Schenectady County, NY",19-20,93,36,419
"Schenectady County, NY",21-22,93,36,395
"Schoolcraft County, MI",11-12,153,26,223
"Schoolcraft County, MI",13-14,153,26,212
"Schoolcraft County, MI",15-16,153,26,115
"Schoolcraft County, MI",17-18,153,26,133
"Schoolcraft County, MI",19-20,153,26,133
"Schoolcraft County, MI",21-22,153,26,160
"Schuylkill County, PA",11-12,107,42,943
"Schuylkill County, PA",13-14,107,42,514
"Schuylkill County, PA",15-16,107,42,834
"Schuylkill County, PA",17-18,107,42,1070
"Schuylkill County, PA",19-20,107,42,1156
"Schuylkill County, PA",21-22,107,42,954
"Scioto County, OH",11-12,145,39,414
"Scioto County, OH",13-14,145,39,668
"Scioto County, OH",15-16,145,39,429
"Scioto County, OH",17-18,145,39,151
"Scioto County, OH",19-20,145,39,148
"Scioto County, OH",21-22,145,39,435
"Scott County, IA",11-12,163,19,2129
"Scott County, IA",13-14,163,19,1713
"Scott County, IA",15-16,163,19,1283
"Scott County, IA",17-18,163,19,1776
"Scott County, IA",19-20,163,19,1642
"Scott County, IA",21-22,163,19,1496
"Scott County, KY",11-12,209,21,181
"Scott County, KY",13-14,209,21,185
"Scott County, KY",15-16,209,21,173
"Scott County, KY",17-18,209,21,159
"Scott County, KY",19-20,209,21,133
"Scott County, KY",21-22,209,21,140
"Scott County, MN",11-12,139,27,2489
"Scott County, MN",13-14,139,27,2302
"Scott County, MN",15-16,139,27,1906
"Scott County, MN",17-18,139,27,1435
"Scott County, MN",19-20,139,27,851
"Scott County, MN",21-22,139,27,1411
"Scott County, MO",11-12,201,29,633
"Scott County, MO",13-14,201,29,565
"Scott County, MO",15-16,201,29,557
"Scott County, MO",17-18,201,29,369
"Scott County, MO",19-20,201,29,497
"Scott County, MO",21-22,201,29,475
"Scotts Bluff County, NE",11-12,157,31,112
"Scotts Bluff County, NE",13-14,157,31,114
"Scotts Bluff County, NE",15-16,157,31,127
"Scotts Bluff County, NE",17-18,157,31,118
"Scotts Bluff County, NE",19-20,157,31,120
"Scotts Bluff County, NE",21-22,157,31,115
"Sebastian County, AR",11-12,131,5,1030
"Sebastian County, AR",13-14,131,5,683
"Sebastian County, AR",15-16,131,5,914
"Sebastian County, AR",17-18,131,5,625
"Sebastian County, AR",19-20,131,5,506
"Sebastian County, AR",21-22,131,5,788
"Sedgwick County, KS",11-12,173,20,7916
"Sedgwick County, KS",13-14,173,20,5752
"Sedgwick County, KS",15-16,173,20,6362
"Sedgwick County, KS",17-18,173,20,7002
"Sedgwick County, KS",19-20,173,20,7395
"Sedgwick County, KS",21-22,173,20,4901
"Seminole County, FL",11-12,117,12,1377
"Seminole County, FL",13-14,117,12,1369
"Seminole County, FL",15-16,117,12,1396
"Seminole County, FL",17-18,117,12,1341
"Seminole County, FL",19-20,117,12,1299
"Seminole County, FL",21-22,117,12,1327
"Seneca County, OH",11-12,147,39,591
"Seneca County, OH",13-14,147,39,579
"Seneca County, OH",17-18,147,39,547
"Seneca County, OH",19-20,147,39,300
"Seneca County, OH",21-22,147,39,648
"Seward County, NE",11-12,159,31,95
"Seward County, NE",13-14,159,31,75
"Seward County, NE",15-16,159,31,74
"Seward County, NE",17-18,159,31,83
"Seward County, NE",19-20,159,31,63
"Seward County, NE",21-22,159,31,52
"Shasta County, CA",11-12,89,6,161
"Shasta County, CA",13-14,89,6,156
"Shasta County, CA",17-18,89,6,167
"Shasta County, CA",19-20,89,6,154
"Shasta County, CA",21-22,89,6,150
"Shawano County, WI",11-12,115,55,104
"Shawano County, WI",13-14,115,55,66
"Shawano County, WI",15-16,115,55,98
"Shawano County, WI",17-18,115,55,97
"Shawano County, WI",19-20,115,55,114
"Shawano County, WI",21-22,115,55,142
"Shawnee County, KS",11-12,177,20,1985
"Shawnee County, KS",13-14,177,20,1500
"Shawnee County, KS",15-16,177,20,1731
"Shawnee County, KS",17-18,177,20,1650
"Shawnee County, KS",19-20,177,20,1160
"Shawnee County, KS",21-22,177,20,1248
"Sheboygan County, WI",11-12,117,55,820
"Sheboygan County, WI",13-14,117,55,581
"Sheboygan County, WI",15-16,117,55,380
"Sheboygan County, WI",17-18,117,55,524
"Sheboygan County, WI",19-20,117,55,615
"Sheboygan County, WI",21-22,117,55,471
"Shelby County, AL",11-12,117,1,412
"Shelby County, AL",13-14,117,1,384
"Shelby County, AL",19-20,117,1,217
"Shelby County, AL",21-22,117,1,212
"Shelby County, IA",11-12,165,19,158
"Shelby County, IA",13-14,165,19,138
"Shelby County, IA",15-16,165,19,115
"Shelby County, IA",17-18,165,19,102
"Shelby County, IA",19-20,165,19,104
"Shelby County, IA",21-22,165,19,93
"Shelby County, IL",11-12,173,17,117
"Shelby County, IL",13-14,173,17,109
"Shelby County, IL",15-16,173,17,155
"Shelby County, IL",17-18,173,17,162
"Shelby County, IL",19-20,173,17,171
"Shelby County, IN",11-12,145,18,144
"Shelby County, IN",13-14,145,18,131
"Shelby County, IN",15-16,145,18,118
"Shelby County, IN",17-18,145,18,127
"Shelby County, IN",19-20,145,18,121
"Shelby County, IN",21-22,145,18,127
"Shelby County, KY",11-12,211,21,42
"Shelby County, KY",15-16,211,21,33
"Shelby County, KY",17-18,211,21,72
"Shelby County, KY",19-20,211,21,89
"Shelby County, OH",11-12,149,39,448
"Shelby County, OH",13-14,149,39,445
"Shelby County, OH",15-16,149,39,432
"Shelby County, OH",17-18,149,39,216
"Shelby County, OH",19-20,149,39,353
"Shelby County, OH",21-22,149,39,377
"Shelby County, TN",11-12,157,47,4380
"Shelby County, TN",13-14,157,47,3838
"Shelby County, TN",15-16,157,47,3331
"Shelby County, TN",17-18,157,47,4634
"Shelby County, TN",19-20,157,47,2663
"Shelby County, TN",21-22,157,47,2204
"Sherburne County, MN",11-12,141,27,205
"Sherburne County, MN",13-14,141,27,192
"Sherburne County, MN",15-16,141,27,180
"Sherburne County, MN",17-18,141,27,159
"Sherburne County, MN",19-20,141,27,153
"Sherburne County, MN",21-22,141,27,174
"Sheridan County, WY",11-12,33,56,129
"Sheridan County, WY",13-14,33,56,70
"Sheridan County, WY",15-16,33,56,121
"Sheridan County, WY",17-18,33,56,124
"Sheridan County, WY",19-20,33,56,122
"Sheridan County, WY",21-22,33,56,66
"Shiawassee County, MI",11-12,155,26,132
"Shiawassee County, MI",13-14,155,26,111
"Shiawassee County, MI",15-16,155,26,115
"Shiawassee County, MI",17-18,155,26,108
"Shiawassee County, MI",19-20,155,26,51
"Shiawassee County, MI",21-22,155,26,58
"Sibley County, MN",11-12,143,27,34
"Silver Bow County, MT",11-12,93,30,383
"Silver Bow County, MT",13-14,93,30,386
"Silver Bow County, MT",15-16,93,30,661
"Silver Bow County, MT",17-18,93,30,134
"Silver Bow County, MT",19-20,93,30,125
"Silver Bow County, MT",21-22,93,30,375
"Sioux County, IA",11-12,167,19,175
"Sioux County, IA",13-14,167,19,91
"Sioux County, IA",15-16,167,19,202
"Sioux County, IA",17-18,167,19,169
"Sioux County, IA",19-20,167,19,100
"Sioux County, IA",21-22,167,19,91
"Sioux County, ND",11-12,85,38,73
"Sioux County, ND",13-14,85,38,68
"Sioux County, ND",15-16,85,38,48
"Sioux County, ND",17-18,85,38,36
"Sioux County, ND",19-20,85,38,36
"Sioux County, ND",21-22,85,38,34
"Skagit County, WA",13-14,57,53,219
"Skagit County, WA",15-16,57,53,241
"Skagit County, WA",17-18,57,53,219
"Skagit County, WA",19-20,57,53,191
"Skagit County, WA",21-22,57,53,200
"Smith County, TX",11-12,423,48,713
"Smith County, TX",13-14,423,48,268
"Smith County, TX",15-16,423,48,599
"Smith County, TX",17-18,423,48,210
"Smith County, TX",21-22,423,48,219
"Snohomish County, WA",11-12,61,53,1757
"Snohomish County, WA",13-14,61,53,1501
"Snohomish County, WA",15-16,61,53,1296
"Snohomish County, WA",17-18,61,53,1528
"Snohomish County, WA",19-20,61,53,1447
"Snohomish County, WA",21-22,61,53,1548
"Solano County, CA",11-12,95,6,2578
"Solano County, CA",13-14,95,6,2368
"Solano County, CA",15-16,95,6,1875
"Solano County, CA",17-18,95,6,2019
"Solano County, CA",19-20,95,6,1968
"Solano County, CA",21-22,95,6,1932
"Somerset County, NJ",11-12,35,34,2808
"Somerset County, NJ",13-14,35,34,2496
"Somerset County, NJ",15-16,35,34,2450
"Somerset County, NJ",17-18,35,34,1973
"Somerset County, NJ",19-20,35,34,1872
"Somerset County, NJ",21-22,35,34,1721
"Somerset County, PA",11-12,111,42,120
"Somerset County, PA",13-14,111,42,108
"Somerset County, PA",15-16,111,42,112
"Sonoma County, CA",11-12,97,6,2564
"Sonoma County, CA",13-14,97,6,2605
"Sonoma County, CA",15-16,97,6,2472
"Sonoma County, CA",17-18,97,6,2229
"Sonoma County, CA",19-20,97,6,1911
"Sonoma County, CA",21-22,97,6,2044
"Spartanburg County, SC",11-12,83,45,130
"Spartanburg County, SC",13-14,83,45,111
"Spartanburg County, SC",15-16,83,45,103
"Spartanburg County, SC",17-18,83,45,93
"Spartanburg County, SC",19-20,83,45,67
"Spartanburg County, SC",21-22,83,45,40
"Spencer County, IN",11-12,147,18,171
"Spencer County, IN",13-14,147,18,154
"Spencer County, IN",15-16,147,18,154
"Spencer County, IN",17-18,147,18,131
"Spencer County, IN",19-20,147,18,111
"Spencer County, IN",21-22,147,18,144
"Spokane County, WA",11-12,63,53,3653
"Spokane County, WA",13-14,63,53,3258
"Spokane County, WA",15-16,63,53,2592
"Spokane County, WA",17-18,63,53,3634
"Spokane County, WA",19-20,63,53,2597
"Spokane County, WA",21-22,63,53,3692
"Spotsylvania County, VA",11-12,177,51,282
"Spotsylvania County, VA",13-14,177,51,297
"Spotsylvania County, VA",15-16,177,51,313
"Spotsylvania County, VA",17-18,177,51,300
"Spotsylvania County, VA",19-20,177,51,248
"Spotsylvania County, VA",21-22,177,51,249
"St. Bernard Parish, LA",11-12,87,22,380
"St. Bernard Parish, LA",13-14,87,22,362
"St. Bernard Parish, LA",15-16,87,22,361
"St. Bernard Parish, LA",17-18,87,22,403
"St. Bernard Parish, LA",19-20,87,22,407
"St. Bernard Parish, LA",21-22,87,22,375
"St. Charles County, MO",11-12,183,29,6287
"St. Charles County, MO",13-14,183,29,5311
"St. Charles County, MO",15-16,183,29,4775
"St. Charles County, MO",17-18,183,29,5457
"St. Charles County, MO",19-20,183,29,5712
"St. Charles County, MO",21-22,183,29,6352
"St. Charles Parish, LA",11-12,89,22,516
"St. Charles Parish, LA",13-14,89,22,549
"St. Charles Parish, LA",15-16,89,22,541
"St. Charles Parish, LA",17-18,89,22,434
"St. Charles Parish, LA",19-20,89,22,443
"St. Charles Parish, LA",21-22,89,22,420
"St. Clair County, IL",11-12,163,17,2654
"St. Clair County, IL",13-14,163,17,2719
"St. Clair County, IL",15-16,163,17,2771
"St. Clair County, IL",17-18,163,17,1850
"St. Clair County, IL",19-20,163,17,2439
"St. Clair County, IL",21-22,163,17,2243
"St. Clair County, MI",11-12,147,26,839
"St. Clair County, MI",13-14,147,26,728
"St. Clair County, MI",15-16,147,26,674
"St. Clair County, MI",17-18,147,26,687
"St. Clair County, MI",19-20,147,26,578
"St. Clair County, MI",21-22,147,26,532
"St. Croix County, WI",11-12,109,55,603
"St. Croix County, WI",13-14,109,55,716
"St. Croix County, WI",15-16,109,55,673
"St. Croix County, WI",17-18,109,55,689
"St. Croix County, WI",19-20,109,55,538
"St. Croix County, WI",21-22,109,55,528
"St. Francois County, MO",11-12,187,29,169
"St. Francois County, MO",13-14,187,29,158
"St. Francois County, MO",15-16,187,29,159
"St. Francois County, MO",17-18,187,29,152
"St. Francois County, MO",19-20,187,29,140
"St. Francois County, MO",21-22,187,29,149
"St. James Parish, LA",11-12,93,22,245
"St. James Parish, LA",13-14,93,22,243
"St. James Parish, LA",15-16,93,22,261
"St. James Parish, LA",17-18,93,22,318
"St. James Parish, LA",19-20,93,22,312
"St. James Parish, LA",21-22,93,22,314
"St. John The Baptist Parish, LA",11-12,95,22,1484
"St. John The Baptist Parish, LA",13-14,95,22,1423
"St. John The Baptist Parish, LA",15-16,95,22,1340
"St. John The Baptist Parish, LA",17-18,95,22,1198
"St. John The Baptist Parish, LA",19-20,95,22,1072
"St. John The Baptist Parish, LA",21-22,95,22,521
"St. Johns County, FL",11-12,109,12,1424
"St. Johns County, FL",13-14,109,12,1469
"St. Johns County, FL",15-16,109,12,1474
"St. Johns County, FL",17-18,109,12,1201
"St. Johns County, FL",19-20,109,12,701
"St. Johns County, FL",21-22,109,12,1045
"St. Joseph County, IN",11-12,141,18,5863
"St. Joseph County, IN",13-14,141,18,4987
"St. Joseph County, IN",15-16,141,18,5737
"St. Joseph County, IN",17-18,141,18,6213
"St. Joseph County, IN",19-20,141,18,5443
"St. Joseph County, IN",21-22,141,18,5313
"St. Joseph County, MI",11-12,149,26,17
"St. Joseph County, MI",13-14,149,26,32
"St. Joseph County, MI",15-16,149,26,40
"St. Joseph County, MI",17-18,149,26,31
"St. Joseph County, MI",19-20,149,26,23
"St. Joseph County, MI",21-22,149,26,34
"St. Landry Parish, LA",11-12,97,22,2120
"St. Landry Parish, LA",13-14,97,22,2142
"St. Landry Parish, LA",15-16,97,22,2025
"St. Landry Parish, LA",17-18,97,22,989
"St. Landry Parish, LA",19-20,97,22,1305
"St. Landry Parish, LA",21-22,97,22,1361
"St. Lawrence County, NY",11-12,89,36,601
"St. Lawrence County, NY",13-14,89,36,634
"St. Lawrence County, NY",15-16,89,36,519
"St. Lawrence County, NY",17-18,89,36,516
"St. Lawrence County, NY",19-20,89,36,248
"St. Lawrence County, NY",21-22,89,36,255
"St. Louis City, MO",11-12,510,29,6771
"St. Louis City, MO",13-14,510,29,5733
"St. Louis City, MO",15-16,510,29,4891
"St. Louis City, MO",17-18,510,29,4497
"St. Louis City, MO",19-20,510,29,3751
"St. Louis City, MO",21-22,510,29,4157
"St. Louis County, MN",11-12,137,27,872
"St. Louis County, MN",13-14,137,27,798
"St. Louis County, MN",15-16,137,27,608
"St. Louis County, MN",17-18,137,27,495
"St. Louis County, MN",19-20,137,27,576
"St. Louis County, MN",21-22,137,27,827
"St. Louis County, MO",11-12,189,29,22990
"St. Louis County, MO",13-14,189,29,21156
"St. Louis County, MO",15-16,189,29,15781
"St. Louis County, MO",17-18,189,29,17844
"St. Louis County, MO",19-20,189,29,14887
"St. Louis County, MO",21-22,189,29,14862
"St. Lucie County, FL",11-12,111,12,915
"St. Lucie County, FL",13-14,111,12,863
"St. Lucie County, FL",15-16,111,12,913
"St. Lucie County, FL",17-18,111,12,926
"St. Lucie County, FL",19-20,111,12,864
"St. Martin Parish, LA",11-12,99,22,729
"St. Martin Parish, LA",13-14,99,22,710
"St. Martin Parish, LA",15-16,99,22,504
"St. Martin Parish, LA",17-18,99,22,504
"St. Martin Parish, LA",21-22,99,22,384
"St. Mary Parish, LA",11-12,101,22,959
"St. Mary Parish, LA",13-14,101,22,813
"St. Mary Parish, LA",15-16,101,22,595
"St. Mary Parish, LA",17-18,101,22,764
"St. Mary Parish, LA",19-20,101,22,753
"St. Mary Parish, LA",21-22,101,22,353
"St. Mary'S County, MD",11-12,37,24,1422
"St. Mary'S County, MD",13-14,37,24,760
"St. Mary'S County, MD",15-16,37,24,931
"St. Mary'S County, MD",17-18,37,24,1670
"St. Mary'S County, MD",19-20,37,24,915
"St. Mary'S County, MD",21-22,37,24,1464
"St. Tammany Parish, LA",11-12,103,22,5378
"St. Tammany Parish, LA",13-14,103,22,5426
"St. Tammany Parish, LA",15-16,103,22,3999
"St. Tammany Parish, LA",17-18,103,22,5114
"St. Tammany Parish, LA",19-20,103,22,2651
"St. Tammany Parish, LA",21-22,103,22,4041
"Stafford County, VA",11-12,179,51,568
"Stafford County, VA",13-14,179,51,583
"Stafford County, VA",15-16,179,51,545
"Stafford County, VA",17-18,179,51,719
"Stafford County, VA",19-20,179,51,637
"Stafford County, VA",21-22,179,51,655
"Stanislaus County, CA",11-12,99,6,1399
"Stanislaus County, CA",13-14,99,6,1346
"Stanislaus County, CA",15-16,99,6,1225
"Stanislaus County, CA",17-18,99,6,1162
"Stanislaus County, CA",19-20,99,6,746
"Stanislaus County, CA",21-22,99,6,1171
"Stark County, ND",11-12,89,38,891
"Stark County, ND",13-14,89,38,623
"Stark County, ND",15-16,89,38,589
"Stark County, ND",17-18,89,38,1093
"Stark County, ND",19-20,89,38,1040
"Stark County, ND",21-22,89,38,1656
"Stark County, OH",11-12,151,39,2633
"Stark County, OH",13-14,151,39,2826
"Stark County, OH",15-16,151,39,2681
"Stark County, OH",17-18,151,39,2575
"Stark County, OH",19-20,151,39,2590
"Stark County, OH",21-22,151,39,2672
"Starr County, TX",11-12,427,48,248
"Starr County, TX",13-14,427,48,243
"Ste. Genevieve County, MO",11-12,186,29,603
"Ste. Genevieve County, MO",13-14,186,29,679
"Ste. Genevieve County, MO",15-16,186,29,320
"Ste. Genevieve County, MO",17-18,186,29,948
"Ste. Genevieve County, MO",19-20,186,29,580
"Ste. Genevieve County, MO",21-22,186,29,481
"Stearns County, MN",11-12,145,27,3176
"Stearns County, MN",13-14,145,27,3322
"Stearns County, MN",15-16,145,27,2419
"Stearns County, MN",17-18,145,27,2560
"Stearns County, MN",19-20,145,27,2819
"Stearns County, MN",21-22,145,27,2765
"Steele County, MN",11-12,147,27,853
"Steele County, MN",13-14,147,27,467
"Steele County, MN",15-16,147,27,396
"Steele County, MN",17-18,147,27,385
"Steele County, MN",19-20,147,27,372
"Steele County, MN",21-22,147,27,341
"Stephenson County, IL",11-12,177,17,332
"Stephenson County, IL",13-14,177,17,304
"Stephenson County, IL",15-16,177,17,388
"Stephenson County, IL",17-18,177,17,345
"Stephenson County, IL",19-20,177,17,76
"Steuben County, NY",11-12,101,36,199
"Steuben County, NY",13-14,101,36,99
"Steuben County, NY",15-16,101,36,176
"Steuben County, NY",17-18,101,36,116
"Steuben County, NY",19-20,101,36,141
"Steuben County, NY",21-22,101,36,161
"Stevens County, MN",11-12,149,27,68
"Stevens County, MN",13-14,149,27,80
"Stevens County, MN",15-16,149,27,95
"Stevens County, MN",17-18,149,27,105
"Stevens County, MN",19-20,149,27,98
"Stevens County, MN",21-22,149,27,100
"Story County, IA",11-12,169,19,293
"Story County, IA",13-14,169,19,215
"Story County, IA",19-20,169,19,174
"Story County, IA",21-22,169,19,162
"Strafford County, NH",11-12,17,33,1148
"Strafford County, NH",13-14,17,33,983
"Strafford County, NH",15-16,17,33,786
"Strafford County, NH",17-18,17,33,824
"Strafford County, NH",19-20,17,33,707
"Strafford County, NH",21-22,17,33,687
"Stutsman County, ND",11-12,93,38,249
"Stutsman County, ND",13-14,93,38,209
"Stutsman County, ND",15-16,93,38,253
"Stutsman County, ND",17-18,93,38,195
"Stutsman County, ND",19-20,93,38,224
"Stutsman County, ND",21-22,93,38,248
"Suffolk County, MA",11-12,25,25,8062
"Suffolk County, MA",13-14,25,25,7322
"Suffolk County, MA",15-16,25,25,6499
"Suffolk County, MA",17-18,25,25,6642
"Suffolk County, MA",19-20,25,25,7274
"Suffolk County, MA",21-22,25,25,6430
"Suffolk County, NY",11-12,103,36,11359
"Suffolk County, NY",13-14,103,36,10655
"Suffolk County, NY",15-16,103,36,9392
"Suffolk County, NY",17-18,103,36,8365
"Suffolk County, NY",19-20,103,36,7098
"Suffolk County, NY",21-22,103,36,6644
"Sullivan County, NH",11-12,19,33,114
"Sullivan County, NH",13-14,19,33,194
"Sullivan County, NH",15-16,19,33,211
"Sullivan County, NH",17-18,19,33,280
"Sullivan County, NH",19-20,19,33,235
"Sullivan County, NH",21-22,19,33,224
"Sullivan County, NY",11-12,105,36,94
"Sullivan County, NY",13-14,105,36,82
"Sullivan County, NY",15-16,105,36,74
"Sullivan County, NY",17-18,105,36,33
"Sullivan County, TN",11-12,163,47,102
"Sullivan County, TN",13-14,163,47,94
"Sullivan County, TN",15-16,163,47,121
"Sullivan County, TN",17-18,163,47,114
"Sullivan County, TN",19-20,163,47,99
"Sullivan County, TN",21-22,163,47,116
"Summit County, OH",11-12,153,39,6969
"Summit County, OH",13-14,153,39,6730
"Summit County, OH",15-16,153,39,7565
"Summit County, OH",17-18,153,39,6505
"Summit County, OH",19-20,153,39,5127
"Summit County, OH",21-22,153,39,6337
"Sumner County, KS",11-12,191,20,125
"Sumner County, KS",13-14,191,20,117
"Sumner County, KS",15-16,191,20,97
"Sumner County, KS",17-18,191,20,96
"Sumner County, KS",19-20,191,20,105
"Sumner County, KS",21-22,191,20,95
"Sumner County, TN",11-12,165,47,696
"Sumner County, TN",13-14,165,47,596
"Sumner County, TN",15-16,165,47,578
"Sumner County, TN",17-18,165,47,676
"Sumner County, TN",19-20,165,47,652
"Sumner County, TN",21-22,165,47,860
"Sumter County, SC",11-12,85,45,166
"Sumter County, SC",13-14,85,45,146
"Sumter County, SC",15-16,85,45,107
"Sumter County, SC",17-18,85,45,95
"Sumter County, SC",19-20,85,45,85
"Sumter County, SC",21-22,85,45,53
"Sussex County, DE",11-12,5,10,6
"Sussex County, NJ",11-12,37,34,1941
"Sussex County, NJ",13-14,37,34,1785
"Sussex County, NJ",15-16,37,34,738
"Sussex County, NJ",17-18,37,34,347
"Sussex County, NJ",19-20,37,34,1656
"Sussex County, NJ",21-22,37,34,1319
"Sutter County, CA",11-12,101,6,225
"Sutter County, CA",13-14,101,6,199
"Sutter County, CA",17-18,101,6,240
"Sutter County, CA",21-22,101,6,121
"Sweetwater County, WY",11-12,37,56,72
"Sweetwater County, WY",13-14,37,56,63
"Sweetwater County, WY",15-16,37,56,63
"Sweetwater County, WY",17-18,37,56,67
"Sweetwater County, WY",19-20,37,56,67
"Sweetwater County, WY",21-22,37,56,79
"Talbot County, MD",11-12,41,24,620
"Talbot County, MD",13-14,41,24,516
"Talbot County, MD",15-16,41,24,527
"Talbot County, MD",17-18,41,24,562
"Talbot County, MD",19-20,41,24,537
"Talbot County, MD",21-22,41,24,548
"Tangipahoa Parish, LA",11-12,105,22,1745
"Tangipahoa Parish, LA",13-14,105,22,1722
"Tangipahoa Parish, LA",15-16,105,22,485
"Tangipahoa Parish, LA",17-18,105,22,1114
"Tangipahoa Parish, LA",19-20,105,22,1064
"Tangipahoa Parish, LA",21-22,105,22,1056
"Tarrant County, TX",11-12,439,48,4940
"Tarrant County, TX",13-14,439,48,4752
"Tarrant County, TX",15-16,439,48,4271
"Tarrant County, TX",17-18,439,48,3536
"Tarrant County, TX",19-20,439,48,2789
"Tarrant County, TX",21-22,439,48,2981
"Taylor County, WI",11-12,119,55,151
"Taylor County, WI",13-14,119,55,165
"Taylor County, WI",15-16,119,55,123
"Taylor County, WI",19-20,119,55,110
"Taylor County, WI",21-22,119,55,103
"Tazewell County, IL",11-12,179,17,840
"Tazewell County, IL",13-14,179,17,824
"Tazewell County, IL",15-16,179,17,750
"Tazewell County, IL",17-18,179,17,671
"Tazewell County, IL",19-20,179,17,625
"Tazewell County, IL",21-22,179,17,418
"Tehama County, CA",11-12,103,6,227
"Tehama County, CA",13-14,103,6,225
"Tehama County, CA",15-16,103,6,113
"Tehama County, CA",17-18,103,6,100
"Tehama County, CA",19-20,103,6,87
"Terrebonne Parish, LA",11-12,109,22,2458
"Terrebonne Parish, LA",13-14,109,22,1685
"Terrebonne Parish, LA",15-16,109,22,2115
"Terrebonne Parish, LA",17-18,109,22,2077
"Terrebonne Parish, LA",19-20,109,22,1044
"Terrebonne Parish, LA",21-22,109,22,2081
"Thomas County, KS",11-12,193,20,129
"Thomas County, KS",13-14,193,20,97
"Thomas County, KS",15-16,193,20,121
"Thomas County, KS",17-18,193,20,110
"Thomas County, KS",19-20,193,20,100
"Thomas County, KS",21-22,193,20,103
"Thurston County, NE",11-12,173,31,116
"Thurston County, NE",13-14,173,31,108
"Thurston County, NE",17-18,173,31,94
"Thurston County, NE",21-22,173,31,102
"Thurston County, WA",11-12,67,53,367
"Thurston County, WA",13-14,67,53,430
"Thurston County, WA",15-16,67,53,400
"Thurston County, WA",17-18,67,53,429
"Thurston County, WA",19-20,67,53,343
"Thurston County, WA",21-22,67,53,505
"Tioga County, NY",11-12,107,36,75
"Tioga County, NY",13-14,107,36,90
"Tippecanoe County, IN",11-12,157,18,1016
"Tippecanoe County, IN",13-14,157,18,1024
"Tippecanoe County, IN",15-16,157,18,999
"Tippecanoe County, IN",17-18,157,18,1073
"Tippecanoe County, IN",19-20,157,18,1039
"Tippecanoe County, IN",21-22,157,18,881
