County & State,School Year,County Code,State ANSI Code,21-22 Enrollment,19-20 Enrollment,21-22 Enrollment as Proportion of 19-20 Enrollment,19-20 to 21-22 Enrollment Change,19-20 to 21-22 Enrollment Change Rank,19-20 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 19-20 Enrollment Rank,21-22 Enrollment as Proportion of 19-20 Enrollment Percentile,17-18 Enrollment,21-22 Enrollment as Proportion of 17-18 Enrollment,17-18 to 21-22 Enrollment Change,17-18 to 21-22 Enrollment Change Rank,17-18 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 17-18 Enrollment Rank,21-22 Enrollment as Proportion of 17-18 Enrollment Percentile,11-12 Enrollment,21-22 Enrollment as Proportion of 11-12 Enrollment,11-12 to 21-22 Enrollment Change,11-12 to 21-22 Enrollment Change Rank,11-12 to 21-22 Enrollment Change Percentile,21-22 Enrollment as Proportion of 11-12 Enrollment Rank,21-22 Enrollment as Proportion of 11-12 Enrollment Percentile
"Berkshire County, MA",21-22,3,25,393,305.0,1.2885245901639344,88.0,245.0,76.91579943235573,186.0,82.49763481551561,382.0,1.0287958115183247,11.0,376.0,65.14869888475836,408.0,62.174721189591075,697.0,0.563845050215208,-304.0,838.0,24.184782608695652,936.0,15.307971014492756
"Bernalillo County, NM",21-22,1,35,2064,1850.0,1.1156756756756756,214.0,152.0,85.71428571428571,346.0,67.36045411542099,2003.0,1.0304543185222166,61.0,225.0,79.182156133829,405.0,62.45353159851301,3223.0,0.6403971455165994,-1159.0,996.0,9.873188405797102,845.0,23.55072463768116
"Berrien County, MI",21-22,21,26,442,233.0,1.8969957081545064,209.0,155.0,85.43046357615894,48.0,95.55345316934721,540.0,0.8185185185185185,-98.0,793.0,26.394052044609666,780.0,27.602230483271374,773.0,0.5717981888745148,-331.0,851.0,23.007246376811594,931.0,15.760869565217392
"Bexar County, TX",21-22,29,48,6825,6063.0,1.1256803562592776,762.0,50.0,95.36423841059603,330.0,68.87417218543047,6205.0,1.0999194198227236,620.0,41.0,96.28252788104089,320.0,70.35315985130111,11063.0,0.6169212690951822,-4238.0,1082.0,2.083333333333333,874.0,20.92391304347826
"Bibb County, GA",21-22,21,13,838,903.0,0.9280177187153932,-65.0,851.0,19.5837275307474,712.0,32.73415326395459,1019.0,0.8223748773307163,-181.0,846.0,21.468401486988846,776.0,27.973977695167285,475.0,1.7642105263157895,363.0,29.0,97.46376811594203,40.0,96.46739130434783
"Big Horn County, MT",21-22,3,30,235,113.0,2.079646017699115,122.0,208.0,80.4162724692526,35.0,96.7833491012299,126.0,1.8650793650793651,109.0,173.0,84.01486988847584,57.0,94.79553903345726,256.0,0.91796875,-21.0,448.0,59.5108695652174,456.0,58.78623188405797
"Black Hawk County, IA",21-22,13,19,889,2031.0,0.4377154111275234,-1142.0,1040.0,1.7029328287606436,1042.0,1.5137180700094608,2293.0,0.38770170082860883,-1404.0,1033.0,4.089219330855019,1053.0,2.2304832713754648,1691.0,0.5257244234180958,-802.0,965.0,12.681159420289855,965.0,12.681159420289855
"Blaine County, MT",21-22,5,30,7,53.0,0.1320754716981132,-46.0,812.0,23.273415326395458,1057.0,0.0946073793755913,83.0,0.08433734939759036,-76.0,764.0,29.08921933085502,1075.0,0.18587360594795538,99.0,0.0707070707070707,-92.0,679.0,38.58695652173913,1103.0,0.18115942028985507
"Blair County, PA",21-22,13,42,857,965.0,0.8880829015544042,-108.0,874.0,17.407757805108798,787.0,25.63859981078524,891.0,0.9618406285072951,-34.0,668.0,38.01115241635687,546.0,49.34944237918216,1251.0,0.6850519584332534,-394.0,874.0,20.92391304347826,800.0,27.6268115942029
"Blue Earth County, MN",21-22,13,27,541,969.0,0.5583075335397317,-428.0,981.0,7.28476821192053,1020.0,3.595080416272469,818.0,0.6613691931540342,-277.0,900.0,16.449814126394052,934.0,13.289962825278812,860.0,0.6290697674418605,-319.0,841.0,23.91304347826087,862.0,22.01086956521739
"Bonneville County, ID",21-22,19,16,163,180.0,0.9055555555555556,-17.0,696.0,34.24787133396405,756.0,28.57142857142857,160.0,1.01875,3.0,432.0,59.94423791821561,426.0,60.501858736059475,124.0,1.314516129032258,39.0,190.0,82.88043478260869,132.0,88.13405797101449
"Boone County, IA",21-22,15,19,89,145.0,0.6137931034482759,-56.0,833.0,21.28666035950804,1001.0,5.392620624408704,176.0,0.5056818181818182,-87.0,784.0,27.230483271375466,1019.0,5.390334572490707,173.0,0.5144508670520231,-84.0,658.0,40.48913043478261,979.0,11.41304347826087
"Boone County, KY",21-22,15,21,1222,1333.0,0.9167291822955739,-111.0,877.0,17.123935666982025,729.0,31.125827814569533,1295.0,0.9436293436293436,-73.0,761.0,29.36802973977695,578.0,46.37546468401487,2059.0,0.5934919864011656,-837.0,971.0,12.13768115942029,906.0,18.02536231884058
"Boone County, MO",21-22,19,29,625,870.0,0.7183908045977011,-245.0,937.0,11.447492904446547,950.0,10.21759697256386,928.0,0.6734913793103449,-303.0,906.0,15.892193308550187,923.0,14.312267657992564,588.0,1.0629251700680271,37.0,195.0,82.42753623188406,279.0,74.81884057971014
"Boone County, NE",21-22,11,31,116,,,,,,,,115.0,1.008695652173913,1.0,454.0,57.899628252788105,449.0,58.36431226765799,97.0,1.1958762886597938,19.0,250.0,77.44565217391305,179.0,83.87681159420289
"Boulder County, CO",21-22,13,8,581,654.0,0.8883792048929664,-73.0,859.0,18.82686849574267,786.0,25.733207190160833,647.0,0.8979907264296755,-66.0,746.0,30.76208178438662,671.0,37.732342007434944,935.0,0.6213903743315508,-354.0,859.0,22.282608695652172,869.0,21.3768115942029
"Bourbon County, KS",21-22,11,20,59,67.0,0.8805970149253731,-8.0,627.0,40.77578051087985,798.0,24.597918637653738,55.0,1.0727272727272728,4.0,422.0,60.87360594795539,358.0,66.82156133828995,,,,,,,
"Bourbon County, KY",21-22,17,21,67,52.0,1.2884615384615385,15.0,418.0,60.54872280037843,187.0,82.40302743614002,67.0,1.0,0.0,463.0,57.06319702602231,463.0,57.06319702602231,76.0,0.881578947368421,-9.0,385.0,65.21739130434783,511.0,53.80434782608695
"Box Butte County, NE",21-22,13,31,131,146.0,0.8972602739726028,-15.0,685.0,35.28855250709555,769.0,27.341532639545886,148.0,0.8851351351351351,-17.0,594.0,44.888475836431226,685.0,36.43122676579926,147.0,0.891156462585034,-16.0,425.0,61.59420289855072,496.0,55.16304347826087
"Boyd County, KY",21-22,19,21,160,130.0,1.2307692307692308,30.0,344.0,67.54966887417218,221.0,79.18637653736992,150.0,1.0666666666666667,10.0,385.0,64.31226765799256,363.0,66.35687732342006,146.0,1.095890410958904,14.0,271.0,75.54347826086956,247.0,77.71739130434783
"Bradford County, PA",21-22,15,42,198,102.0,1.9411764705882353,96.0,238.0,77.57805108798486,44.0,95.93188268684958,,,,,,,,117.0,1.6923076923076923,81.0,117.0,89.4927536231884,47.0,95.83333333333334
"Branch County, MI",21-22,23,26,363,268.0,1.3544776119402986,95.0,240.0,77.38883632923368,149.0,85.99810785241249,222.0,1.635135135135135,141.0,155.0,85.68773234200744,85.0,92.19330855018588,155.0,2.3419354838709676,208.0,59.0,94.7463768115942,14.0,98.82246376811594
"Brazoria County, TX",21-22,39,48,534,525.0,1.0171428571428571,9.0,460.0,56.5752128666036,521.0,50.804162724692524,593.0,0.9005059021922428,-59.0,731.0,32.15613382899628,664.0,38.38289962825279,480.0,1.1125,54.0,157.0,85.86956521739131,227.0,79.52898550724638
"Brazos County, TX",21-22,41,48,507,659.0,0.7693474962063733,-152.0,911.0,13.90728476821192,917.0,13.339640491958374,755.0,0.671523178807947,-248.0,887.0,17.657992565055764,926.0,14.033457249070633,384.0,1.3203125,123.0,93.0,91.66666666666666,129.0,88.40579710144928
"Breckinridge County, KY",21-22,27,21,228,250.0,0.912,-22.0,719.0,32.07190160832545,741.0,29.990539262062445,237.0,0.9620253164556962,-9.0,543.0,49.628252788104085,545.0,49.44237918215613,290.0,0.7862068965517242,-62.0,598.0,45.92391304347826,660.0,40.30797101449276
"Brevard County, FL",21-22,9,12,1655,1516.0,1.091688654353562,139.0,198.0,81.3623462630085,378.0,64.33301797540209,2832.0,0.5843926553672316,-1177.0,1022.0,5.111524163568773,984.0,8.643122676579926,2614.0,0.6331293037490436,-959.0,983.0,11.05072463768116,853.0,22.82608695652174
"Bristol City, VA",21-22,520,51,135,131.0,1.0305343511450382,4.0,519.0,50.993377483443716,488.0,53.92620624408704,154.0,0.8766233766233766,-19.0,610.0,43.40148698884758,703.0,34.75836431226766,156.0,0.8653846153846154,-21.0,448.0,59.5108695652174,548.0,50.45289855072463
"Bristol County, MA",21-22,5,25,4256,4224.0,1.0075757575757576,32.0,338.0,68.11731315042573,541.0,48.912015137180695,4542.0,0.9370321444297667,-286.0,904.0,16.07806691449814,593.0,44.98141263940521,5631.0,0.7558160184691884,-1375.0,1013.0,8.333333333333332,704.0,36.322463768115945
"Bristol County, RI",21-22,1,44,168,300.0,0.56,-132.0,889.0,15.98864711447493,1018.0,3.7842951750236518,556.0,0.302158273381295,-388.0,929.0,13.754646840148698,1067.0,0.929368029739777,454.0,0.3700440528634361,-286.0,823.0,25.543478260869566,1068.0,3.3514492753623193
"Bronx County, NY",21-22,5,36,13280,14553.0,0.9125266268123411,-1273.0,1044.0,1.3245033112582782,738.0,30.274361400189214,17080.0,0.7775175644028103,-3800.0,1070.0,0.6505576208178439,834.0,22.58364312267658,21986.0,0.6040207404712089,-8706.0,1100.0,0.4528985507246377,895.0,19.021739130434785
"Broome County, NY",21-22,7,36,527,708.0,0.7443502824858758,-181.0,922.0,12.866603595080417,934.0,11.731315042573321,916.0,0.5753275109170306,-389.0,932.0,13.475836431226766,994.0,7.713754646840148,816.0,0.6458333333333334,-289.0,826.0,25.271739130434785,840.0,24.003623188405797
"Broomfield County, CO",21-22,14,8,348,351.0,0.9914529914529915,-3.0,590.0,44.276253547776726,586.0,44.654683065279094,1064.0,0.32706766917293234,-716.0,979.0,9.107806691449815,1061.0,1.486988847583643,1034.0,0.3365570599613153,-686.0,951.0,13.949275362318842,1082.0,2.083333333333333
"Broward County, FL",21-22,11,12,10023,11162.0,0.897957355312668,-1139.0,1039.0,1.7975402081362346,768.0,27.436140018921474,12314.0,0.8139515998050999,-2291.0,1057.0,1.858736059479554,789.0,26.765799256505574,12653.0,0.7921441555362365,-2630.0,1052.0,4.800724637681159,653.0,40.94202898550724
"Brown County, IL",21-22,9,17,124,79.0,1.5696202531645569,45.0,302.0,71.52317880794702,98.0,90.82308420056765,75.0,1.6533333333333333,49.0,253.0,76.57992565055763,82.0,92.4721189591078,72.0,1.7222222222222223,52.0,163.0,85.32608695652173,46.0,95.92391304347827
"Brown County, MN",21-22,15,27,781,1160.0,0.6732758620689655,-379.0,973.0,8.04162724692526,971.0,8.230842005676443,1169.0,0.6680923866552609,-388.0,929.0,13.754646840148698,931.0,13.568773234200743,921.0,0.8479913137893594,-140.0,740.0,33.061594202898554,572.0,48.278985507246375
"Brown County, OH",21-22,15,39,93,115.0,0.808695652173913,-22.0,719.0,32.07190160832545,884.0,16.461684011352887,84.0,1.1071428571428572,9.0,391.0,63.7546468401487,313.0,71.00371747211895,60.0,1.55,33.0,202.0,81.79347826086956,75.0,93.29710144927536
"Brown County, SD",21-22,13,46,1000,1398.0,0.7153075822603719,-398.0,975.0,7.852412488174078,951.0,10.122989593188269,1036.0,0.9652509652509652,-36.0,675.0,37.36059479553903,540.0,49.90706319702603,643.0,1.5552099533437014,357.0,31.0,97.28260869565217,72.0,93.56884057971014
"Brown County, WI",21-22,9,55,10045,6443.0,1.559056340214186,3602.0,3.0,99.81078524124882,101.0,90.53926206244087,4429.0,2.2680063219688416,5616.0,1.0,100.0,34.0,96.93308550185874,3576.0,2.8090044742729305,6469.0,1.0,100.0,7.0,99.45652173913044
"Brule County, SD",21-22,15,46,124,182.0,0.6813186813186813,-58.0,838.0,20.813623462630083,968.0,8.514664143803216,167.0,0.7425149700598802,-43.0,691.0,35.87360594795539,870.0,19.237918215613384,156.0,0.7948717948717948,-32.0,496.0,55.16304347826087,649.0,41.30434782608695
"Buchanan County, IA",21-22,19,19,278,324.0,0.8580246913580247,-46.0,812.0,23.273415326395458,835.0,21.09744560075686,328.0,0.8475609756097561,-50.0,707.0,34.386617100371744,735.0,31.784386617100374,257.0,1.0817120622568093,21.0,244.0,77.98913043478261,265.0,76.08695652173914
"Buchanan County, MO",21-22,21,29,828,282.0,2.9361702127659575,546.0,75.0,92.99905392620624,13.0,98.86471144749291,618.0,1.3398058252427185,210.0,117.0,89.21933085501858,153.0,85.87360594795538,988.0,0.8380566801619433,-160.0,755.0,31.70289855072464,591.0,46.55797101449276
"Bucks County, PA",21-22,17,42,5501,5763.0,0.9545375672392851,-262.0,944.0,10.785241248817409,660.0,37.65373699148534,6253.0,0.8797377258915721,-752.0,983.0,8.736059479553903,695.0,35.501858736059475,7593.0,0.7244830765178454,-2092.0,1039.0,5.978260869565218,753.0,31.88405797101449
"Buffalo County, NE",21-22,19,31,363,357.0,1.0168067226890756,6.0,494.0,53.358561967833495,523.0,50.61494796594135,343.0,1.0583090379008746,20.0,330.0,69.42379182156134,375.0,65.24163568773234,327.0,1.110091743119266,36.0,196.0,82.33695652173914,231.0,79.16666666666666
"Buffalo County, WI",21-22,11,55,23,24.0,0.9583333333333334,-1.0,570.0,46.16840113528855,648.0,38.78902554399243,19.0,1.2105263157894737,4.0,422.0,60.87360594795539,215.0,80.11152416356877,30.0,0.7666666666666667,-7.0,378.0,65.85144927536231,681.0,38.405797101449274
"Buncombe County, NC",21-22,21,37,180,,,,,,,,192.0,0.9375,-12.0,558.0,48.234200743494426,592.0,45.07434944237918,200.0,0.9,-20.0,439.0,60.32608695652174,489.0,55.79710144927537
"Bureau County, IL",21-22,11,17,282,287.0,0.9825783972125436,-5.0,606.0,42.762535477767265,600.0,43.33017975402081,,,,,,,,99.0,2.8484848484848486,183.0,65.0,94.20289855072464,6.0,99.54710144927536
"Burleigh County, ND",21-22,15,38,2270,1012.0,2.2430830039525693,1258.0,24.0,97.82403027436139,26.0,97.63481551561021,1116.0,2.0340501792114694,1154.0,13.0,98.88475836431226,42.0,96.18959107806691,829.0,2.738238841978287,1441.0,2.0,99.90942028985508,9.0,99.27536231884058
"Burlington County, NJ",21-22,5,34,2003,1720.0,1.1645348837209302,283.0,130.0,87.79564806054873,283.0,73.32071901608326,2179.0,0.919229004130335,-176.0,845.0,21.561338289962826,626.0,41.91449814126394,3249.0,0.6164973838104032,-1246.0,1006.0,8.967391304347826,876.0,20.742753623188406
"Butler County, KS",21-22,15,20,101,129.0,0.7829457364341085,-28.0,747.0,29.422894985808895,909.0,14.096499526963102,109.0,0.926605504587156,-8.0,534.0,50.46468401486989,612.0,43.215613382899626,117.0,0.8632478632478633,-16.0,425.0,61.59420289855072,553.0,50.0
"Butler County, MO",21-22,23,29,93,128.0,0.7265625,-35.0,780.0,26.300851466414382,946.0,10.596026490066226,153.0,0.6078431372549019,-60.0,735.0,31.784386617100374,972.0,9.758364312267657,135.0,0.6888888888888889,-42.0,540.0,51.177536231884055,796.0,27.98913043478261
"Butler County, NE",21-22,23,31,711,246.0,2.8902439024390243,465.0,88.0,91.76915799432356,16.0,98.58088930936613,518.0,1.3725868725868726,193.0,122.0,88.7546468401487,135.0,87.54646840148699,771.0,0.9221789883268483,-60.0,590.0,46.64855072463768,449.0,59.42028985507246
"Butler County, OH",21-22,17,39,2705,2841.0,0.9521295318549806,-136.0,892.0,15.704824976348156,665.0,37.180700094607374,2746.0,0.9850691915513474,-41.0,685.0,36.43122676579926,496.0,53.99628252788104,2557.0,1.0578803285099727,148.0,80.0,92.84420289855072,281.0,74.63768115942028
"Butler County, PA",21-22,19,42,1430,2016.0,0.7093253968253969,-586.0,1007.0,4.824976348155157,956.0,9.649952696310313,1455.0,0.9828178694158075,-25.0,643.0,40.33457249070632,501.0,53.53159851301115,1203.0,1.1886949293433084,227.0,55.0,95.1086956521739,183.0,83.51449275362319
"Butte County, CA",21-22,7,6,370,344.0,1.0755813953488371,26.0,358.0,66.22516556291392,402.0,62.06244087038789,328.0,1.1280487804878048,42.0,260.0,75.92936802973978,290.0,73.14126394052045,295.0,1.2542372881355932,75.0,122.0,89.03985507246377,152.0,86.32246376811594
"Cabarrus County, NC",21-22,25,37,363,321.0,1.1308411214953271,42.0,305.0,71.23935666982024,322.0,69.63103122043519,288.0,1.2604166666666667,75.0,206.0,80.94795539033457,183.0,83.08550185873605,,,,,,,
"Cabell County, WV",21-22,11,54,635,517.0,1.2282398452611218,118.0,213.0,79.94323557237465,223.0,78.99716177861873,556.0,1.1420863309352518,79.0,200.0,81.50557620817844,273.0,74.72118959107806,729.0,0.8710562414266118,-94.0,681.0,38.405797101449274,538.0,51.358695652173914
"Caddo Parish, LA",21-22,17,22,863,886.0,0.9740406320541761,-23.0,723.0,31.693472090823082,620.0,41.43803216650899,997.0,0.8655967903711134,-134.0,823.0,23.605947955390334,713.0,33.82899628252788,1211.0,0.7126341866226259,-348.0,855.0,22.644927536231883,766.0,30.706521739130434
"Calcasieu Parish, LA",21-22,19,22,1844,2276.0,0.8101933216168717,-432.0,983.0,7.095553453169347,883.0,16.55629139072848,2474.0,0.7453516572352465,-630.0,971.0,9.851301115241636,867.0,19.516728624535315,1961.0,0.9403365629780724,-117.0,715.0,35.32608695652174,422.0,61.86594202898551
"Caledonia County, VT",21-22,5,50,150,68.0,2.2058823529411766,82.0,254.0,76.0643330179754,28.0,97.44560075685904,89.0,1.6853932584269662,61.0,225.0,79.182156133829,76.0,93.02973977695167,174.0,0.8620689655172413,-24.0,461.0,58.333333333333336,556.0,49.72826086956522
"Calhoun County, AL",21-22,15,1,131,184.0,0.7119565217391305,-53.0,827.0,21.85430463576159,955.0,9.744560075685904,268.0,0.48880597014925375,-137.0,825.0,23.42007434944238,1029.0,4.4609665427509295,246.0,0.532520325203252,-115.0,711.0,35.688405797101446,955.0,13.586956521739129
"Calhoun County, IL",21-22,13,17,129,125.0,1.032,4.0,519.0,50.993377483443716,482.0,54.493850520340594,159.0,0.8113207547169812,-30.0,658.0,38.940520446096656,792.0,26.486988847583643,147.0,0.8775510204081632,-18.0,433.0,60.86956521739131,525.0,52.53623188405797
"Calhoun County, MI",21-22,25,26,429,327.0,1.311926605504587,102.0,231.0,78.240302743614,171.0,83.91674550614948,419.0,1.0238663484486874,10.0,385.0,64.31226765799256,416.0,61.43122676579925,1050.0,0.4085714285714286,-621.0,934.0,15.489130434782608,1050.0,4.981884057971015
"Calhoun County, TX",21-22,57,48,118,,,,,,,,,,,,,,,96.0,1.2291666666666667,22.0,235.0,78.80434782608695,164.0,85.23550724637681
"Callaway County, MO",21-22,27,29,106,98.0,1.0816326530612246,8.0,469.0,55.723746452223274,390.0,63.19772942289499,88.0,1.2045454545454546,18.0,341.0,68.40148698884758,223.0,79.36802973977694,84.0,1.2619047619047619,22.0,235.0,78.80434782608695,149.0,86.59420289855072
"Calumet County, WI",21-22,15,55,252,285.0,0.8842105263157894,-33.0,772.0,27.057710501419113,793.0,25.07095553453169,185.0,1.3621621621621622,67.0,217.0,79.92565055762083,143.0,86.80297397769516,600.0,0.42,-348.0,855.0,22.644927536231883,1046.0,5.344202898550725
"Calvert County, MD",21-22,9,24,349,251.0,1.3904382470119523,98.0,236.0,77.76726584673604,138.0,87.03878902554399,197.0,1.7715736040609138,152.0,149.0,86.2453531598513,67.0,93.86617100371747,358.0,0.9748603351955307,-9.0,385.0,65.21739130434783,379.0,65.76086956521739
"Cambria County, PA",21-22,21,42,1696,1001.0,1.6943056943056942,695.0,58.0,94.6073793755913,78.0,92.71523178807946,1673.0,1.013747758517633,23.0,318.0,70.53903345724906,436.0,59.572490706319705,2400.0,0.7066666666666667,-704.0,955.0,13.586956521739129,775.0,29.891304347826086
"Camden County, NJ",21-22,7,34,3884,4427.0,0.8773435735260899,-543.0,1000.0,5.4872280037842955,804.0,24.03027436140019,4762.0,0.8156236875262495,-878.0,994.0,7.713754646840148,786.0,27.04460966542751,7672.0,0.5062565172054223,-3788.0,1078.0,2.4456521739130435,985.0,10.869565217391305
"Cameron County, TX",21-22,61,48,936,1142.0,0.819614711033275,-206.0,933.0,11.825922421948912,871.0,17.69157994323557,927.0,1.0097087378640777,9.0,391.0,63.7546468401487,447.0,58.550185873605955,2102.0,0.445290199809705,-1166.0,997.0,9.782608695652174,1032.0,6.61231884057971
"Campbell County, KY",21-22,37,21,2327,2129.0,1.0930014091122593,198.0,162.0,84.76821192052981,376.0,64.52223273415326,2799.0,0.8313683458377992,-472.0,950.0,11.802973977695167,766.0,28.903345724907066,2607.0,0.8925968546221711,-280.0,822.0,25.63405797101449,494.0,55.34420289855072
"Campbell County, WY",21-22,5,56,166,168.0,0.9880952380952381,-2.0,581.0,45.127719962157045,594.0,43.897824030274364,237.0,0.70042194092827,-71.0,757.0,29.739776951672862,903.0,16.171003717472118,161.0,1.031055900621118,5.0,310.0,72.01086956521739,300.0,72.91666666666666
"Canadian County, OK",21-22,17,40,287,296.0,0.9695945945945946,-9.0,636.0,39.92431409649952,634.0,40.113528855250706,346.0,0.8294797687861272,-59.0,731.0,32.15613382899628,768.0,28.71747211895911,310.0,0.9258064516129032,-23.0,455.0,58.87681159420289,439.0,60.32608695652174
"Canyon County, ID",21-22,27,16,136,128.0,1.0625,8.0,469.0,55.723746452223274,431.0,59.31882686849575,160.0,0.85,-24.0,638.0,40.79925650557621,731.0,32.15613382899628,167.0,0.8143712574850299,-31.0,491.0,55.61594202898551,620.0,43.93115942028986
"Cape Girardeau County, MO",21-22,31,29,1132,1260.0,0.8984126984126984,-128.0,887.0,16.177861873226114,766.0,27.625354777672655,1317.0,0.8595292331055429,-185.0,849.0,21.189591078066915,721.0,33.08550185873606,1507.0,0.7511612475116125,-375.0,867.0,21.557971014492754,712.0,35.59782608695652
"Cape May County, NJ",21-22,9,34,862,524.0,1.6450381679389312,338.0,117.0,89.02554399243141,83.0,92.2421948912015,602.0,1.4318936877076411,260.0,105.0,90.33457249070632,120.0,88.94052044609666,590.0,1.4610169491525424,272.0,45.0,96.01449275362319,89.0,92.02898550724638
"Carbon County, PA",21-22,25,42,112,65.0,1.7230769230769232,47.0,299.0,71.8070009460738,71.0,93.37748344370861,194.0,0.5773195876288659,-82.0,776.0,27.973977695167285,990.0,8.085501858736059,332.0,0.3373493975903614,-220.0,793.0,28.26086956521739,1081.0,2.1739130434782608
"Carlton County, MN",21-22,17,27,91,75.0,1.2133333333333334,16.0,412.0,61.116367076631974,238.0,77.57805108798486,88.0,1.0340909090909092,3.0,432.0,59.94423791821561,399.0,63.01115241635687,101.0,0.900990099009901,-10.0,390.0,64.76449275362319,487.0,55.97826086956522
"Carroll County, IA",21-22,27,19,1149,1929.0,0.5956454121306376,-780.0,1016.0,3.9735099337748347,1007.0,4.824976348155157,1140.0,1.0078947368421052,9.0,391.0,63.7546468401487,450.0,58.27137546468401,1000.0,1.149,149.0,79.0,92.93478260869566,210.0,81.06884057971014
"Carroll County, MD",21-22,13,24,307,268.0,1.1455223880597014,39.0,314.0,70.38789025543993,306.0,71.14474929044465,233.0,1.3175965665236051,74.0,208.0,80.76208178438662,161.0,85.13011152416357,364.0,0.8434065934065934,-57.0,583.0,47.28260869565217,581.0,47.46376811594203
"Carson City, NV",21-22,510,32,226,227.0,0.9955947136563876,-1.0,570.0,46.16840113528855,579.0,45.31693472090823,188.0,1.202127659574468,38.0,269.0,75.09293680297398,230.0,78.71747211895911,178.0,1.2696629213483146,48.0,167.0,84.96376811594203,145.0,86.95652173913044
"Carteret County, NC",21-22,31,37,130,106.0,1.2264150943396226,24.0,365.0,65.56291390728477,225.0,78.80794701986756,111.0,1.1711711711711712,19.0,335.0,68.95910780669145,254.0,76.48698884758365,110.0,1.1818181818181819,20.0,247.0,77.71739130434783,187.0,83.15217391304348
"Carver County, MN",21-22,19,27,1418,1098.0,1.2914389799635702,320.0,121.0,88.64711447492904,183.0,82.78145695364239,1163.0,1.2192605331040414,255.0,106.0,90.24163568773234,207.0,80.85501858736059,1744.0,0.8130733944954128,-326.0,847.0,23.369565217391305,622.0,43.75
"Cascade County, MT",21-22,13,30,233,277.0,0.8411552346570397,-44.0,809.0,23.55723746452223,849.0,19.77294228949858,546.0,0.4267399267399267,-313.0,910.0,15.520446096654275,1045.0,2.973977695167286,528.0,0.4412878787878788,-295.0,832.0,24.728260869565215,1037.0,6.159420289855073
"Cass County, ND",21-22,17,38,1508,1769.0,0.8524590163934426,-261.0,943.0,10.879848628192999,840.0,20.624408703878903,644.0,2.341614906832298,864.0,25.0,97.76951672862454,30.0,97.30483271375465,892.0,1.6905829596412556,616.0,17.0,98.55072463768117,48.0,95.7427536231884
"Cass County, NE",21-22,25,31,140,168.0,0.8333333333333334,-28.0,747.0,29.422894985808895,853.0,19.394512771996215,,,,,,,,185.0,0.7567567567567568,-45.0,553.0,50.0,703.0,36.41304347826087
"Cattaraugus County, NY",21-22,9,36,298,101.0,2.9504950495049505,197.0,163.0,84.67360454115422,10.0,99.14853358561967,142.0,2.0985915492957745,156.0,146.0,86.52416356877323,38.0,96.56133828996283,217.0,1.3732718894009217,81.0,117.0,89.4927536231884,110.0,90.12681159420289
"Cavalier County, ND",21-22,19,38,80,78.0,1.0256410256410255,2.0,541.0,48.912015137180695,500.0,52.79091769157994,59.0,1.3559322033898304,21.0,325.0,69.88847583643123,145.0,86.61710037174721,80.0,1.0,0.0,341.0,69.20289855072464,341.0,69.20289855072464
"Cayuga County, NY",21-22,11,36,72,158.0,0.45569620253164556,-86.0,868.0,17.975402081362347,1038.0,1.8921475875118259,153.0,0.47058823529411764,-81.0,771.0,28.438661710037177,1031.0,4.275092936802974,338.0,0.21301775147928995,-266.0,817.0,26.08695652173913,1100.0,0.4528985507246377
"Cecil County, MD",21-22,15,24,318,428.0,0.7429906542056075,-110.0,876.0,17.218543046357617,935.0,11.636707663197729,475.0,0.6694736842105263,-157.0,836.0,22.397769516728623,930.0,13.661710037174721,607.0,0.5238879736408567,-289.0,826.0,25.271739130434785,969.0,12.318840579710146
"Cedar County, NE",21-22,27,31,401,419.0,0.9570405727923628,-18.0,703.0,33.58561967833491,652.0,38.41059602649007,240.0,1.6708333333333334,161.0,142.0,86.89591078066915,77.0,92.93680297397769,424.0,0.9457547169811321,-23.0,455.0,58.87681159420289,413.0,62.68115942028986
"Centre County, PA",21-22,27,42,380,128.0,2.96875,252.0,141.0,86.75496688741721,9.0,99.24314096499526,461.0,0.824295010845987,-81.0,771.0,28.438661710037177,774.0,28.15985130111524,307.0,1.237785016286645,73.0,126.0,88.67753623188406,158.0,85.77898550724638
