School Year,State,Diocese,County & State,State ANSI Code,County Code,Enrollment
19-20,SC,"Charleston, SC","Spartanburg County, SC",45,83,67
19-20,SC,"Charleston, SC","Sumter County, SC",45,85,85
19-20,SD,"Rapid City, SD","Oglala Lakota County, SD",46,102,621
19-20,SD,"Rapid City, SD","Pennington County, SD",46,103,394
19-20,SD,"Rapid City, SD","Todd County, SD",46,121,54
19-20,SD,"Sioux Falls, SD","Beadle County, SD",46,5,132
19-20,SD,"Sioux Falls, SD","Brookings County, SD",46,11,95
19-20,SD,"Sioux Falls, SD","Brown County, SD",46,13,1398
19-20,SD,"Sioux Falls, SD","Brule County, SD",46,15,182
19-20,SD,"Sioux Falls, SD","Clay County, SD",46,27,155
19-20,SD,"Sioux Falls, SD","Codington County, SD",46,29,201
19-20,SD,"Sioux Falls, SD","Davison County, SD",46,35,159
19-20,SD,"Sioux Falls, SD","Grant County, SD",46,51,116
19-20,SD,"Sioux Falls, SD","Lake County, SD",46,79,66
19-20,SD,"Sioux Falls, SD","Mccook County, SD",46,87,36
19-20,SD,"Sioux Falls, SD","Minnehaha County, SD",46,99,1388
19-20,SD,"Sioux Falls, SD","Yankton County, SD",46,135,420
19-20,TN,"Knoxville, TN","Anderson County, TN",47,1,179
19-20,TN,"Knoxville, TN","Hamilton County, TN",47,65,952
19-20,TN,"Knoxville, TN","Knox County, TN",47,93,813
19-20,TN,"Knoxville, TN","Sullivan County, TN",47,163,99
19-20,TN,"Memphis, TN","Madison County, TN",47,113,119
19-20,TN,"Memphis, TN","Shelby County, TN",47,157,2663
19-20,TN,"Nashville, TN","Davidson County, TN",47,37,3138
19-20,TN,"Nashville, TN","Humphreys County, TN",47,85,108
19-20,TN,"Nashville, TN","Lawrence County, TN",47,99,148
19-20,TN,"Nashville, TN","Montgomery County, TN",47,125,131
19-20,TN,"Nashville, TN","Rutherford County, TN",47,149,365
19-20,TN,"Nashville, TN","Sumner County, TN",47,165,652
19-20,TN,"Nashville, TN","Williamson County, TN",47,187,454
19-20,TX,"Amarillo, TX","Deaf Smith County, TX",48,117,101
19-20,TX,"Amarillo, TX","Hartley County, TX",48,205,112
19-20,TX,"Amarillo, TX","Potter County, TX",48,375,180
19-20,TX,"Amarillo, TX","Randall County, TX",48,381,402
19-20,TX,"Austin, TX","Bell County, TX",48,27,111
19-20,TX,"Austin, TX","Brazos County, TX",48,41,659
19-20,TX,"Austin, TX","Fayette County, TX",48,149,125
19-20,TX,"Austin, TX","Mclennan County, TX",48,309,503
19-20,TX,"Austin, TX","Travis County, TX",48,453,2230
19-20,TX,"Austin, TX","Williamson County, TX",48,491,1371
19-20,TX,"Beaumont, TX","Jefferson County, TX",48,245,1292
19-20,TX,"Beaumont, TX","Orange County, TX",48,361,91
19-20,TX,"Brownsville, TX","Cameron County, TX",48,61,1142
19-20,TX,"Brownsville, TX","Hidalgo County, TX",48,215,943
19-20,TX,"Corpus Christi, TX","Jim Wells County, TX",48,249,287
19-20,TX,"Corpus Christi, TX","Nueces County, TX",48,355,1879
19-20,TX,"Dallas, TX","Collin County, TX",48,85,1647
19-20,TX,"Dallas, TX","Dallas County, TX",48,113,8892
19-20,TX,"Dallas, TX","Ellis County, TX",48,139,212
19-20,TX,"Dallas, TX","Grayson County, TX",48,181,149
19-20,TX,"Dallas, TX","Navarro County, TX",48,349,138
19-20,TX,"El Paso, TX","El Paso County, TX",48,141,2283
19-20,TX,"Ft. Worth, TX","Cooke County, TX",48,97,361
19-20,TX,"Ft. Worth, TX","Denton County, TX",48,121,417
19-20,TX,"Ft. Worth, TX","Tarrant County, TX",48,439,2789
19-20,TX,"Ft. Worth, TX","Wichita County, TX",48,485,210
19-20,TX,"Galveston-Houston, TX","Brazoria County, TX",48,39,525
19-20,TX,"Galveston-Houston, TX","Fort Bend County, TX",48,157,910
19-20,TX,"Galveston-Houston, TX","Galveston County, TX",48,167,672
19-20,TX,"Galveston-Houston, TX","Harris County, TX",48,201,13746
19-20,TX,"Galveston-Houston, TX","Montgomery County, TX",48,339,729
19-20,TX,"Laredo, TX","Maverick County, TX",48,323,198
19-20,TX,"Laredo, TX","Webb County, TX",48,479,750
19-20,TX,"Lubbock, TX","Lubbock County, TX",48,303,247
19-20,TX,"San Angelo, TX","Ector County, TX",48,135,277
19-20,TX,"San Angelo, TX","Midland County, TX",48,329,485
19-20,TX,"San Angelo, TX","Tom Green County, TX",48,451,124
19-20,TX,"San Antonio, TX","Atascosa County, TX",48,13,77
19-20,TX,"San Antonio, TX","Bexar County, TX",48,29,6063
19-20,TX,"San Antonio, TX","Comal County, TX",48,91,589
19-20,TX,"San Antonio, TX","Guadalupe County, TX",48,187,160
19-20,TX,"San Antonio, TX","Kerr County, TX",48,265,249
19-20,TX,"San Antonio, TX","Medina County, TX",48,325,165
19-20,TX,"San Antonio, TX","Wilson County, TX",48,493,125
19-20,TX,"Tyler, TX","Angelina County, TX",48,5,62
19-20,TX,"Tyler, TX","Gregg County, TX",48,183,205
19-20,TX,"Victoria, TX","Colorado County, TX",48,89,305
19-20,TX,"Victoria, TX","Dewitt County, TX",48,123,83
19-20,TX,"Victoria, TX","Fayette County, TX",48,149,166
19-20,TX,"Victoria, TX","Lavaca County, TX",48,285,354
19-20,TX,"Victoria, TX","Matagorda County, TX",48,321,50
19-20,TX,"Victoria, TX","Victoria County, TX",48,469,1095
19-20,TX,"Victoria, TX","Wharton County, TX",48,481,266
19-20,UT,"Salt Lake, UT","Davis County, UT",49,11,116
19-20,UT,"Salt Lake, UT","Salt Lake County, UT",49,35,3394
19-20,UT,"Salt Lake, UT","Tooele County, UT",49,45,119
19-20,UT,"Salt Lake, UT","Weber County, UT",49,57,371
19-20,VA,"Arlington, VA","Alexandria City, VA",51,510,2055
19-20,VA,"Arlington, VA","Arlington County, VA",51,13,1778
19-20,VA,"Arlington, VA","Culpeper County, VA",51,47,173
19-20,VA,"Arlington, VA","Fairfax City, VA",51,600,1239
19-20,VA,"Arlington, VA","Fairfax County, VA",51,59,4710
19-20,VA,"Arlington, VA","Falls Church City, VA",51,610,419
19-20,VA,"Arlington, VA","Loudoun County, VA",51,107,630
19-20,VA,"Arlington, VA","Manassas City, VA",51,683,487
19-20,VA,"Arlington, VA","Prince William County, VA",51,153,1265
19-20,VA,"Arlington, VA","Spotsylvania County, VA",51,177,248
19-20,VA,"Arlington, VA","Stafford County, VA",51,179,637
19-20,VA,"Arlington, VA","Warren County, VA",51,187,145
19-20,VA,"Richmond, VA","Albemarle County, VA",51,3,319
19-20,VA,"Richmond, VA","Bristol City, VA",51,520,131
19-20,VA,"Richmond, VA","Chesterfield County, VA",51,41,502
19-20,VA,"Richmond, VA","Danville City, VA",51,590,174
19-20,VA,"Richmond, VA","Goochland County, VA",51,75,258
19-20,VA,"Richmond, VA","Hampton City, VA",51,650,171
19-20,VA,"Richmond, VA","Henrico County, VA",51,87,730
19-20,VA,"Richmond, VA","Montgomery County, VA",51,121,126
19-20,VA,"Richmond, VA","Newport News City, VA",51,700,526
19-20,VA,"Richmond, VA","Norfolk City, VA",51,710,255
19-20,VA,"Richmond, VA","Petersburg City, VA",51,730,130
19-20,VA,"Richmond, VA","Portsmouth City, VA",51,740,163
19-20,VA,"Richmond, VA","Powhatan County, VA",51,145,268
19-20,VA,"Richmond, VA","Richmond City, VA",51,760,623
19-20,VA,"Richmond, VA","Roanoke City, VA",51,770,461
19-20,VA,"Richmond, VA","Virginia Beach City, VA",51,810,2112
19-20,VA,"Richmond, VA","Williamsburg City, VA",51,830,435
19-20,VT,"Burlington, VT","Bennington County, VT",50,3,205
19-20,VT,"Burlington, VT","Caledonia County, VT",50,5,68
19-20,VT,"Burlington, VT","Chittenden County, VT",50,7,984
19-20,VT,"Burlington, VT","Orleans County, VT",50,19,52
19-20,VT,"Burlington, VT","Rutland County, VT",50,21,284
19-20,VT,"Burlington, VT","Washington County, VT",50,23,102
19-20,VT,"Burlington, VT","Windham County, VT",50,25,100
19-20,WA,"Seattle, WA","Clallam County, WA",53,9,137
19-20,WA,"Seattle, WA","Grays Harbor County, WA",53,27,160
19-20,WA,"Seattle, WA","King County, WA",53,33,9616
19-20,WA,"Seattle, WA","Kitsap County, WA",53,35,287
19-20,WA,"Seattle, WA","Lewis County, WA",53,41,131
19-20,WA,"Seattle, WA","Pierce County, WA",53,53,2172
19-20,WA,"Seattle, WA","Skagit County, WA",53,57,191
19-20,WA,"Seattle, WA","Snohomish County, WA",53,61,1447
19-20,WA,"Seattle, WA","Thurston County, WA",53,67,343
19-20,WA,"Seattle, WA","Whatcom County, WA",53,73,195
19-20,WA,"Spokane, WA","Asotin County, WA",53,3,122
19-20,WA,"Spokane, WA","Franklin County, WA",53,21,512
19-20,WA,"Spokane, WA","Spokane County, WA",53,63,2597
19-20,WA,"Spokane, WA","Walla Walla County, WA",53,71,283
19-20,WA,"Spokane, WA","Whitman County, WA",53,75,13
19-20,WA,"Yakima, WA","Benton County, WA",53,5,731
19-20,WA,"Yakima, WA","Chelan County, WA",53,7,136
19-20,WA,"Yakima, WA","Grant County, WA",53,25,116
19-20,WA,"Yakima, WA","Yakima County, WA",53,77,751
19-20,WI,"Green Bay, WI","Brown County, WI",55,9,6443
19-20,WI,"Green Bay, WI","Calumet County, WI",55,15,285
19-20,WI,"Green Bay, WI","Door County, WI",55,29,129
19-20,WI,"Green Bay, WI","Kewaunee County, WI",55,61,182
19-20,WI,"Green Bay, WI","Langlade County, WI",55,67,228
19-20,WI,"Green Bay, WI","Manitowoc County, WI",55,71,858
19-20,WI,"Green Bay, WI","Marinette County, WI",55,75,208
19-20,WI,"Green Bay, WI","Oconto County, WI",55,83,93
19-20,WI,"Green Bay, WI","Outagamie County, WI",55,87,3163
19-20,WI,"Green Bay, WI","Shawano County, WI",55,115,114
19-20,WI,"Green Bay, WI","Waupaca County, WI",55,135,41
19-20,WI,"Green Bay, WI","Winnebago County, WI",55,139,960
19-20,WI,"La Crosse, WI","Buffalo County, WI",55,11,24
19-20,WI,"La Crosse, WI","Chippewa County, WI",55,17,707
19-20,WI,"La Crosse, WI","Clark County, WI",55,19,199
19-20,WI,"La Crosse, WI","Crawford County, WI",55,23,89
19-20,WI,"La Crosse, WI","Dunn County, WI",55,33,133
19-20,WI,"La Crosse, WI","Eau Claire County, WI",55,35,1644
19-20,WI,"La Crosse, WI","Juneau County, WI",55,57,158
19-20,WI,"La Crosse, WI","La Crosse County, WI",55,63,1825
19-20,WI,"La Crosse, WI","Marathon County, WI",55,73,880
19-20,WI,"La Crosse, WI","Monroe County, WI",55,81,290
19-20,WI,"La Crosse, WI","Pepin County, WI",55,91,124
19-20,WI,"La Crosse, WI","Pierce County, WI",55,93,223
19-20,WI,"La Crosse, WI","Portage County, WI",55,97,838
19-20,WI,"La Crosse, WI","Trempealeau County, WI",55,121,243
19-20,WI,"La Crosse, WI","Vernon County, WI",55,123,22
19-20,WI,"La Crosse, WI","Wood County, WI",55,141,1230
19-20,WI,"Madison, WI","Columbia County, WI",55,21,270
19-20,WI,"Madison, WI","Dane County, WI",55,25,2681
19-20,WI,"Madison, WI","Grant County, WI",55,43,667
19-20,WI,"Madison, WI","Green County, WI",55,45,102
19-20,WI,"Madison, WI","Green Lake County, WI",55,47,115
19-20,WI,"Madison, WI","Jefferson County, WI",55,55,497
19-20,WI,"Madison, WI","Lafayette County, WI",55,65,44
19-20,WI,"Madison, WI","Rock County, WI",55,105,505
19-20,WI,"Madison, WI","Sauk County, WI",55,111,382
19-20,WI,"Milwaukee, WI","Dodge County, WI",55,27,168
19-20,WI,"Milwaukee, WI","Fond Du Lac County, WI",55,39,1126
19-20,WI,"Milwaukee, WI","Kenosha County, WI",55,59,1205
19-20,WI,"Milwaukee, WI","Milwaukee County, WI",55,79,16524
19-20,WI,"Milwaukee, WI","Ozaukee County, WI",55,89,1142
19-20,WI,"Milwaukee, WI","Racine County, WI",55,101,1811
19-20,WI,"Milwaukee, WI","Sheboygan County, WI",55,117,615
19-20,WI,"Milwaukee, WI","Walworth County, WI",55,127,376
19-20,WI,"Milwaukee, WI","Washington County, WI",55,131,946
19-20,WI,"Milwaukee, WI","Waukesha County, WI",55,133,3455
19-20,WI,"Superior, WI","Ashland County, WI",55,3,127
19-20,WI,"Superior, WI","Barron County, WI",55,5,162
19-20,WI,"Superior, WI","Douglas County, WI",55,31,177
19-20,WI,"Superior, WI","Lincoln County, WI",55,69,89
19-20,WI,"Superior, WI","Oneida County, WI",55,85,205
19-20,WI,"Superior, WI","Rusk County, WI",55,107,68
19-20,WI,"Superior, WI","Sawyer County, WI",55,113,13
19-20,WI,"Superior, WI","St. Croix County, WI",55,109,538
19-20,WI,"Superior, WI","Taylor County, WI",55,119,110
19-20,WI,"Superior, WI","Washburn County, WI",55,129,116
19-20,WV,"Wheeling-Charleston, WV","Berkeley County, WV",54,3,220
19-20,WV,"Wheeling-Charleston, WV","Cabell County, WV",54,11,517
19-20,WV,"Wheeling-Charleston, WV","Hancock County, WV",54,29,394
19-20,WV,"Wheeling-Charleston, WV","Harrison County, WV",54,33,299
19-20,WV,"Wheeling-Charleston, WV","Kanawha County, WV",54,39,969
19-20,WV,"Wheeling-Charleston, WV","Lewis County, WV",54,41,93
19-20,WV,"Wheeling-Charleston, WV","Marion County, WV",54,49,142
19-20,WV,"Wheeling-Charleston, WV","Marshall County, WV",54,51,192
19-20,WV,"Wheeling-Charleston, WV","Monongalia County, WV",54,61,394
19-20,WV,"Wheeling-Charleston, WV","Ohio County, WV",54,69,780
19-20,WV,"Wheeling-Charleston, WV","Raleigh County, WV",54,81,186
19-20,WV,"Wheeling-Charleston, WV","Wood County, WV",54,107,208
19-20,WY,"Cheyenne, WY","Campbell County, WY",56,5,168
19-20,WY,"Cheyenne, WY","Fremont County, WY",56,13,83
19-20,WY,"Cheyenne, WY","Goshen County, WY",56,15,42
19-20,WY,"Cheyenne, WY","Laramie County, WY",56,21,197
19-20,WY,"Cheyenne, WY","Natrona County, WY",56,25,256
19-20,WY,"Cheyenne, WY","Sheridan County, WY",56,33,122
19-20,WY,"Cheyenne, WY","Sweetwater County, WY",56,37,67
21-22,AK,"Anchorage, AK","Anchorage Municipality, AK",2,20,451
21-22,AK,"Fairbanks, AK","Fairbanks North Star Borough, AK",2,90,686
21-22,AL,"Birmingham, AL","Calhoun County, AL",1,15,131
21-22,AL,"Birmingham, AL","Cullman County, AL",1,43,264
21-22,AL,"Birmingham, AL","Etowah County, AL",1,55,124
21-22,AL,"Birmingham, AL","Jefferson County, AL",1,73,1494
21-22,AL,"Birmingham, AL","Lauderdale County, AL",1,77,124
21-22,AL,"Birmingham, AL","Madison County, AL",1,89,1311
21-22,AL,"Birmingham, AL","Morgan County, AL",1,103,203
21-22,AL,"Birmingham, AL","Shelby County, AL",1,117,212
21-22,AL,"Birmingham, AL","Tuscaloosa County, AL",1,125,427
21-22,AL,"Mobile, AL","Baldwin County, AL",1,3,1125
21-22,AL,"Mobile, AL","Mobile County, AL",1,97,2589
21-22,AL,"Mobile, AL","Montgomery County, AL",1,101,1170
21-22,AR,"Little Rock, AR","Arkansas County, AR",5,1,109
21-22,AR,"Little Rock, AR","Benton County, AR",5,7,435
21-22,AR,"Little Rock, AR","Conway County, AR",5,29,259
21-22,AR,"Little Rock, AR","Craighead County, AR",5,31,128
21-22,AR,"Little Rock, AR","Crittenden County, AR",5,35,100
21-22,AR,"Little Rock, AR","Faulkner County, AR",5,45,909
21-22,AR,"Little Rock, AR","Garland County, AR",5,51,106
21-22,AR,"Little Rock, AR","Greene County, AR",5,55,55
21-22,AR,"Little Rock, AR","Logan County, AR",5,83,199
21-22,AR,"Little Rock, AR","Pope County, AR",5,115,104
21-22,AR,"Little Rock, AR","Pulaski County, AR",5,119,2500
21-22,AR,"Little Rock, AR","Randolph County, AR",5,121,139
21-22,AR,"Little Rock, AR","Saline County, AR",5,125,96
21-22,AR,"Little Rock, AR","Sebastian County, AR",5,131,788
21-22,AR,"Little Rock, AR","Washington County, AR",5,143,358
21-22,AZ,"Phoenix, AZ","Maricopa County, AZ",4,13,14056
21-22,AZ,"Phoenix, AZ","Mohave County, AZ",4,15,90
21-22,AZ,"Phoenix, AZ","Navajo County, AZ",4,17,155
21-22,AZ,"Phoenix, AZ","Yavapai County, AZ",4,25,119
21-22,AZ,"Tucson, AZ","Cochise County, AZ",4,3,295
21-22,AZ,"Tucson, AZ","Gila County, AZ",4,7,126
21-22,AZ,"Tucson, AZ","Pima County, AZ",4,19,3528
21-22,AZ,"Tucson, AZ","Pinal County, AZ",4,21,310
21-22,AZ,"Tucson, AZ","Santa Cruz County, AZ",4,23,625
21-22,AZ,"Tucson, AZ","Yuma County, AZ",4,27,957
21-22,CA,"Fresno, CA","Fresno County, CA",6,19,1463
21-22,CA,"Fresno, CA","Kern County, CA",6,29,669
21-22,CA,"Fresno, CA","Kings County, CA",6,31,255
21-22,CA,"Fresno, CA","Madera County, CA",6,39,291
21-22,CA,"Fresno, CA","Merced County, CA",6,47,326
21-22,CA,"Fresno, CA","Tulare County, CA",6,107,373
21-22,CA,"Los Angeles, CA","Los Angeles County, CA",6,37,53365
21-22,CA,"Los Angeles, CA","Santa Barbara County, CA",6,83,1338
21-22,CA,"Los Angeles, CA","Ventura County, CA",6,111,2726
21-22,CA,"Monterey, CA","Monterey County, CA",6,53,1781
21-22,CA,"Monterey, CA","San Benito County, CA",6,69,216
21-22,CA,"Monterey, CA","San Luis Obispo County, CA",6,79,1100
21-22,CA,"Monterey, CA","Santa Cruz County, CA",6,87,1013
21-22,CA,"Oakland, CA","Alameda County, CA",6,1,7132
21-22,CA,"Oakland, CA","Contra Costa County, CA",6,13,7033
21-22,CA,"Orange, CA","Orange County, CA",6,59,13208
21-22,CA,"Sacramento, CA","Butte County, CA",6,7,370
21-22,CA,"Sacramento, CA","El Dorado County, CA",6,17,190
21-22,CA,"Sacramento, CA","Placer County, CA",6,61,473
21-22,CA,"Sacramento, CA","Sacramento County, CA",6,67,7612
21-22,CA,"Sacramento, CA","Shasta County, CA",6,89,150
21-22,CA,"Sacramento, CA","Solano County, CA",6,95,1932
21-22,CA,"Sacramento, CA","Sutter County, CA",6,101,121
21-22,CA,"Sacramento, CA","Yolo County, CA",6,113,751
21-22,CA,"San Bernardino, CA","Riverside County, CA",6,65,2529
21-22,CA,"San Bernardino, CA","San Bernardino County, CA",6,71,2806
21-22,CA,"San Diego, CA","Imperial County, CA",6,25,1001
21-22,CA,"San Diego, CA","San Diego County, CA",6,73,12489
21-22,CA,"San Francisco, CA","Marin County, CA",6,41,1533
21-22,CA,"San Francisco, CA","San Francisco County, CA",6,75,9467
21-22,CA,"San Francisco, CA","San Mateo County, CA",6,81,7296
21-22,CA,"San Jose, CA","Santa Clara County, CA",6,85,14217
21-22,CA,"Santa Rosa, CA","Humboldt County, CA",6,23,246
21-22,CA,"Santa Rosa, CA","Mendocino County, CA",6,45,166
21-22,CA,"Santa Rosa, CA","Napa County, CA",6,55,1075
21-22,CA,"Santa Rosa, CA","Sonoma County, CA",6,97,2044
21-22,CA,"Stockton, CA","San Joaquin County, CA",6,77,2679
21-22,CA,"Stockton, CA","Stanislaus County, CA",6,99,1171
21-22,CO,"Colorado Springs, CO","Arapahoe County, CO",8,5,447
21-22,CO,"Colorado Springs, CO","Douglas County, CO",8,35,499
21-22,CO,"Colorado Springs, CO","El Paso County, CO",8,41,694
21-22,CO,"Denver, CO","Adams County, CO",8,1,626
21-22,CO,"Denver, CO","Arapahoe County, CO",8,5,4067
21-22,CO,"Denver, CO","Boulder County, CO",8,13,581
21-22,CO,"Denver, CO","Broomfield County, CO",8,14,348
21-22,CO,"Denver, CO","Denver County, CO",8,31,4213
21-22,CO,"Denver, CO","Eagle County, CO",8,37,115
21-22,CO,"Denver, CO","Garfield County, CO",8,45,186
21-22,CO,"Denver, CO","Jefferson County, CO",8,59,928
21-22,CO,"Denver, CO","Larimer County, CO",8,69,364
21-22,CO,"Denver, CO","Weld County, CO",8,123,180
21-22,CO,"Pueblo, CO","La Plata County, CO",8,67,265
21-22,CO,"Pueblo, CO","Mesa County, CO",8,77,481
21-22,CO,"Pueblo, CO","Montrose County, CO",8,85,81
21-22,CO,"Pueblo, CO","Pueblo County, CO",8,101,219
21-22,CT,"Bridgeport, CT","Fairfield County, CT",9,1,7394
21-22,CT,"Hartford, CT","Hartford County, CT",9,3,3493
21-22,CT,"Hartford, CT","Litchfield County, CT",9,5,700
21-22,CT,"Hartford, CT","New Haven County, CT",9,9,4150
21-22,CT,"Norwich, CT","Middlesex County, CT",9,7,1319
21-22,CT,"Norwich, CT","New London County, CT",9,11,1335
21-22,CT,"Norwich, CT","Windham County, CT",9,15,538
21-22,DC,"Washington, DC","District Of Columbia, DC",11,1,6125
21-22,DE,"Wilmington, DE","Kent County, DE",10,1,339
21-22,DE,"Wilmington, DE","New Castle County, DE",10,3,4927
21-22,FL,"Miami, FL","Broward County, FL",12,11,10023
21-22,FL,"Miami, FL","Miami-Dade County, FL",12,86,20063
21-22,FL,"Miami, FL","Monroe County, FL",12,87,355
21-22,FL,"Orlando, FL","Brevard County, FL",12,9,1655
21-22,FL,"Orlando, FL","Marion County, FL",12,83,1083
21-22,FL,"Orlando, FL","Orange County, FL",12,95,4473
21-22,FL,"Orlando, FL","Osceola County, FL",12,97,347
21-22,FL,"Orlando, FL","Polk County, FL",12,105,1567
21-22,FL,"Orlando, FL","Seminole County, FL",12,117,1327
21-22,FL,"Orlando, FL","Volusia County, FL",12,127,1461
21-22,FL,"Palm Beach, FL","Indian River County, FL",12,61,271
21-22,FL,"Palm Beach, FL","Martin County, FL",12,85,406
21-22,FL,"Palm Beach, FL","Palm Beach County, FL",12,99,4346
21-22,FL,"Pensacola-Tallahassee, FL","Bay County, FL",12,5,124
21-22,FL,"Pensacola-Tallahassee, FL","Escambia County, FL",12,33,1863
21-22,FL,"Pensacola-Tallahassee, FL","Leon County, FL",12,73,651
21-22,FL,"Pensacola-Tallahassee, FL","Okaloosa County, FL",12,91,408
21-22,FL,"St. Augustine, FL","Alachua County, FL",12,1,668
21-22,FL,"St. Augustine, FL","Clay County, FL",12,19,371
21-22,FL,"St. Augustine, FL","Columbia County, FL",12,23,110
21-22,FL,"St. Augustine, FL","Duval County, FL",12,31,5907
21-22,FL,"St. Augustine, FL","Flagler County, FL",12,35,194
21-22,FL,"St. Augustine, FL","Nassau County, FL",12,89,234
21-22,FL,"St. Augustine, FL","St. Johns County, FL",12,109,1045
21-22,FL,"St. Petersburg, FL","Citrus County, FL",12,17,206
21-22,FL,"St. Petersburg, FL","Hernando County, FL",12,53,454
21-22,FL,"St. Petersburg, FL","Hillsborough County, FL",12,57,6004
21-22,FL,"St. Petersburg, FL","Pasco County, FL",12,101,795
21-22,FL,"St. Petersburg, FL","Pinellas County, FL",12,103,5331
21-22,FL,"Venice, FL","Charlotte County, FL",12,15,284
21-22,FL,"Venice, FL","Collier County, FL",12,21,1235
21-22,FL,"Venice, FL","Highlands County, FL",12,55,167
21-22,FL,"Venice, FL","Lee County, FL",12,71,1174
21-22,FL,"Venice, FL","Sarasota County, FL",12,115,1390
21-22,GA,"Atlanta, GA","Clarke County, GA",13,59,88
21-22,GA,"Atlanta, GA","Cobb County, GA",13,67,418
21-22,GA,"Atlanta, GA","Dekalb County, GA",13,89,3932
21-22,GA,"Atlanta, GA","Fayette County, GA",13,113,283
21-22,GA,"Atlanta, GA","Floyd County, GA",13,115,211
21-22,GA,"Atlanta, GA","Forsyth County, GA",13,117,435
21-22,GA,"Atlanta, GA","Fulton County, GA",13,121,3757
21-22,GA,"Atlanta, GA","Gwinnett County, GA",13,135,313
21-22,GA,"Savannah, GA","Bibb County, GA",13,21,838
