School Year,State,Diocese,County & State,State ANSI Code,County Code,Enrollment
19-20,MI,"Lansing, MI","Livingston County, MI",26,93,538
19-20,MI,"Lansing, MI","Shiawassee County, MI",26,155,51
19-20,MI,"Lansing, MI","Washtenaw County, MI",26,161,1080
19-20,MI,"Marquette, MI","Chippewa County, MI",26,33,122
19-20,MI,"Marquette, MI","Delta County, MI",26,41,329
19-20,MI,"Marquette, MI","Dickinson County, MI",26,43,167
19-20,MI,"Marquette, MI","Gogebic County, MI",26,53,29
19-20,MI,"Marquette, MI","Menominee County, MI",26,109,127
19-20,MI,"Marquette, MI","Schoolcraft County, MI",26,153,133
19-20,MI,"Marquette, MI","Washtenaw County, MI",26,161,186
19-20,MI,"Saginaw, MI","Bay County, MI",26,17,449
19-20,MI,"Saginaw, MI","Gratiot County, MI",26,57,148
19-20,MI,"Saginaw, MI","Huron County, MI",26,63,94
19-20,MI,"Saginaw, MI","Isabella County, MI",26,73,493
19-20,MI,"Saginaw, MI","Midland County, MI",26,111,213
19-20,MI,"Saginaw, MI","Saginaw County, MI",26,145,485
19-20,MN,"Crookston, MN","Becker County, MN",27,5,137
19-20,MN,"Crookston, MN","Beltrami County, MN",27,7,340
19-20,MN,"Crookston, MN","Clay County, MN",27,27,224
19-20,MN,"Crookston, MN","Mahnomen County, MN",27,87,47
19-20,MN,"Crookston, MN","Pennington County, MN",27,113,84
19-20,MN,"Crookston, MN","Polk County, MN",27,119,548
19-20,MN,"Duluth, MN","Carlton County, MN",27,17,75
19-20,MN,"Duluth, MN","Crow Wing County, MN",27,35,220
19-20,MN,"Duluth, MN","Koochiching County, MN",27,71,54
19-20,MN,"Duluth, MN","St. Louis County, MN",27,137,576
19-20,MN,"New Ulm, MN","Brown County, MN",27,15,1160
19-20,MN,"New Ulm, MN","Lyon County, MN",27,83,361
19-20,MN,"New Ulm, MN","Mcleod County, MN",27,85,106
19-20,MN,"New Ulm, MN","Meeker County, MN",27,93,57
19-20,MN,"New Ulm, MN","Nicollet County, MN",27,103,89
19-20,MN,"New Ulm, MN","Redwood County, MN",27,127,132
19-20,MN,"New Ulm, MN","Yellow Medicine County, MN",27,173,72
19-20,MN,"St. Cloud, MN","Benton County, MN",27,9,370
19-20,MN,"St. Cloud, MN","Douglas County, MN",27,41,237
19-20,MN,"St. Cloud, MN","Isanti County, MN",27,59,43
19-20,MN,"St. Cloud, MN","Morrison County, MN",27,97,551
19-20,MN,"St. Cloud, MN","Otter Tail County, MN",27,111,305
19-20,MN,"St. Cloud, MN","Sherburne County, MN",27,141,153
19-20,MN,"St. Cloud, MN","Stearns County, MN",27,145,2819
19-20,MN,"St. Cloud, MN","Stevens County, MN",27,149,98
19-20,MN,"St. Cloud, MN","Todd County, MN",27,153,292
19-20,MN,"St. Paul-Minneapolis, MN","Anoka County, MN",27,3,873
19-20,MN,"St. Paul-Minneapolis, MN","Carver County, MN",27,19,1098
19-20,MN,"St. Paul-Minneapolis, MN","Dakota County, MN",27,37,1131
19-20,MN,"St. Paul-Minneapolis, MN","Hennepin County, MN",27,53,5191
19-20,MN,"St. Paul-Minneapolis, MN","Le Sueur County, MN",27,79,211
19-20,MN,"St. Paul-Minneapolis, MN","Ramsey County, MN",27,123,5036
19-20,MN,"St. Paul-Minneapolis, MN","Rice County, MN",27,131,759
19-20,MN,"St. Paul-Minneapolis, MN","Scott County, MN",27,139,851
19-20,MN,"St. Paul-Minneapolis, MN","Washington County, MN",27,163,1523
19-20,MN,"St. Paul-Minneapolis, MN","Wright County, MN",27,171,785
19-20,MN,"Winona, MN","Blue Earth County, MN",27,13,969
19-20,MN,"Winona, MN","Freeborn County, MN",27,47,62
19-20,MN,"Winona, MN","Houston County, MN",27,55,256
19-20,MN,"Winona, MN","Martin County, MN",27,91,118
19-20,MN,"Winona, MN","Mower County, MN",27,99,117
19-20,MN,"Winona, MN","Nobles County, MN",27,105,104
19-20,MN,"Winona, MN","Olmsted County, MN",27,109,1131
19-20,MN,"Winona, MN","Steele County, MN",27,147,372
19-20,MN,"Winona, MN","Wabasha County, MN",27,157,84
19-20,MN,"Winona, MN","Waseca County, MN",27,161,149
19-20,MN,"Winona, MN","Watonwan County, MN",27,165,52
19-20,MN,"Winona, MN","Winona County, MN",27,169,557
19-20,MO,"Jefferson City, MO","Adair County, MO",29,1,80
19-20,MO,"Jefferson City, MO","Audrain County, MO",29,7,247
19-20,MO,"Jefferson City, MO","Boone County, MO",29,19,870
19-20,MO,"Jefferson City, MO","Callaway County, MO",29,27,98
19-20,MO,"Jefferson City, MO","Chariton County, MO",29,41,121
19-20,MO,"Jefferson City, MO","Cole County, MO",29,51,1877
19-20,MO,"Jefferson City, MO","Cooper County, MO",29,53,261
19-20,MO,"Jefferson City, MO","Gasconade County, MO",29,73,163
19-20,MO,"Jefferson City, MO","Howard County, MO",29,89,107
19-20,MO,"Jefferson City, MO","Linn County, MO",29,115,61
19-20,MO,"Jefferson City, MO","Macon County, MO",29,121,58
19-20,MO,"Jefferson City, MO","Maries County, MO",29,125,48
19-20,MO,"Jefferson City, MO","Miller County, MO",29,131,59
19-20,MO,"Jefferson City, MO","Moniteau County, MO",29,135,87
19-20,MO,"Jefferson City, MO","Monroe County, MO",29,137,177
19-20,MO,"Jefferson City, MO","Osage County, MO",29,151,614
19-20,MO,"Jefferson City, MO","Pettis County, MO",29,159,329
19-20,MO,"Jefferson City, MO","Pike County, MO",29,163,73
19-20,MO,"Jefferson City, MO","Randolph County, MO",29,175,155
19-20,MO,"Jefferson City, MO","Saline County, MO",29,195,181
19-20,MO,"Kansas City-St. Joseph, MO","Buchanan County, MO",29,21,282
19-20,MO,"Kansas City-St. Joseph, MO","Clay County, MO",29,47,1112
19-20,MO,"Kansas City-St. Joseph, MO","Henry County, MO",29,83,131
19-20,MO,"Kansas City-St. Joseph, MO","Jackson County, MO",29,95,5164
19-20,MO,"Kansas City-St. Joseph, MO","Livingston County, MO",29,117,143
19-20,MO,"Kansas City-St. Joseph, MO","Nodaway County, MO",29,147,168
19-20,MO,"Kansas City-St. Joseph, MO","Platte County, MO",29,165,570
19-20,MO,"Kansas City-St. Joseph, MO","Vernon County, MO",29,217,13
19-20,MO,"Springfield-Cape Girardeau, MO","Butler County, MO",29,23,128
19-20,MO,"Springfield-Cape Girardeau, MO","Cape Girardeau County, MO",29,31,1260
19-20,MO,"Springfield-Cape Girardeau, MO","Dunklin County, MO",29,69,70
19-20,MO,"Springfield-Cape Girardeau, MO","Greene County, MO",29,77,668
19-20,MO,"Springfield-Cape Girardeau, MO","Jasper County, MO",29,97,311
19-20,MO,"Springfield-Cape Girardeau, MO","Lawrence County, MO",29,109,69
19-20,MO,"Springfield-Cape Girardeau, MO","New Madrid County, MO",29,143,84
19-20,MO,"Springfield-Cape Girardeau, MO","Scott County, MO",29,201,497
19-20,MO,"St. Louis, MO","Franklin County, MO",29,71,1925
19-20,MO,"St. Louis, MO","Jefferson County, MO",29,99,1207
19-20,MO,"St. Louis, MO","Lincoln County, MO",29,113,294
19-20,MO,"St. Louis, MO","Perry County, MO",29,157,539
19-20,MO,"St. Louis, MO","St. Charles County, MO",29,183,5712
19-20,MO,"St. Louis, MO","St. Francois County, MO",29,187,140
19-20,MO,"St. Louis, MO","St. Louis City, MO",29,510,3751
19-20,MO,"St. Louis, MO","St. Louis County, MO",29,189,14887
19-20,MO,"St. Louis, MO","Ste. Genevieve County, MO",29,186,580
19-20,MO,"St. Louis, MO","Warren County, MO",29,219,278
19-20,MO,"St. Louis, MO","Washington County, MO",29,221,67
19-20,MS,"Biloxi, MS","Forrest County, MS",28,35,1413
19-20,MS,"Biloxi, MS","Hancock County, MS",28,45,825
19-20,MS,"Biloxi, MS","Harrison County, MS",28,47,1150
19-20,MS,"Biloxi, MS","Jackson County, MS",28,59,675
19-20,MS,"Jackson, MS","Adams County, MS",28,1,727
19-20,MS,"Jackson, MS","Coahoma County, MS",28,27,118
19-20,MS,"Jackson, MS","Lowndes County, MS",28,87,232
19-20,MS,"Jackson, MS","Madison County, MS",28,89,625
19-20,MS,"Jackson, MS","Marshall County, MS",28,93,166
19-20,MS,"Jackson, MS","Warren County, MS",28,149,814
19-20,MS,"Jackson, MS","Washington County, MS",28,151,272
19-20,MT,"Great Falls-Billings, MT","Big Horn County, MT",30,3,113
19-20,MT,"Great Falls-Billings, MT","Blaine County, MT",30,5,53
19-20,MT,"Great Falls-Billings, MT","Cascade County, MT",30,13,277
19-20,MT,"Great Falls-Billings, MT","Custer County, MT",30,17,169
19-20,MT,"Great Falls-Billings, MT","Hill County, MT",30,41,140
19-20,MT,"Great Falls-Billings, MT","Park County, MT",30,67,75
19-20,MT,"Great Falls-Billings, MT","Rosebud County, MT",30,87,148
19-20,MT,"Helena, MT","Flathead County, MT",30,29,166
19-20,MT,"Helena, MT","Gallatin County, MT",30,31,64
19-20,MT,"Helena, MT","Glacier County, MT",30,35,69
19-20,MT,"Helena, MT","Lewis And Clark County, MT",30,49,179
19-20,MT,"Helena, MT","Missoula County, MT",30,63,779
19-20,MT,"Helena, MT","Silver Bow County, MT",30,93,125
19-20,NC,"Charlotte, NC","Cabarrus County, NC",37,25,321
19-20,NC,"Charlotte, NC","Forsyth County, NC",37,67,750
19-20,NC,"Charlotte, NC","Guilford County, NC",37,81,665
19-20,NC,"Charlotte, NC","Haywood County, NC",37,87,8
19-20,NC,"Charlotte, NC","Henderson County, NC",37,89,133
19-20,NC,"Charlotte, NC","Mecklenburg County, NC",37,119,2925
19-20,NC,"Charlotte, NC","Rowan County, NC",37,159,155
19-20,NC,"Raleigh, NC","Alamance County, NC",37,1,219
19-20,NC,"Raleigh, NC","Carteret County, NC",37,31,106
19-20,NC,"Raleigh, NC","Craven County, NC",37,49,320
19-20,NC,"Raleigh, NC","Cumberland County, NC",37,51,322
19-20,NC,"Raleigh, NC","Durham County, NC",37,63,550
19-20,NC,"Raleigh, NC","Orange County, NC",37,135,302
19-20,NC,"Raleigh, NC","Pitt County, NC",37,147,568
19-20,NC,"Raleigh, NC","Wake County, NC",37,183,3840
19-20,NC,"Raleigh, NC","Wayne County, NC",37,191,245
19-20,ND,"Bismarck, ND","Burleigh County, ND",38,15,1012
19-20,ND,"Bismarck, ND","Morton County, ND",38,59,271
19-20,ND,"Bismarck, ND","Sioux County, ND",38,85,36
19-20,ND,"Bismarck, ND","Stark County, ND",38,89,1040
19-20,ND,"Bismarck, ND","Ward County, ND",38,101,415
19-20,ND,"Fargo, ND","Barnes County, ND",38,3,46
19-20,ND,"Fargo, ND","Cass County, ND",38,17,1769
19-20,ND,"Fargo, ND","Cavalier County, ND",38,19,78
19-20,ND,"Fargo, ND","Grand Forks County, ND",38,35,301
19-20,ND,"Fargo, ND","Pierce County, ND",38,69,52
19-20,ND,"Fargo, ND","Ramsey County, ND",38,71,210
19-20,ND,"Fargo, ND","Richland County, ND",38,77,128
19-20,ND,"Fargo, ND","Stutsman County, ND",38,93,224
19-20,NE,"Grand Island, NE","Box Butte County, NE",31,13,146
19-20,NE,"Grand Island, NE","Buffalo County, NE",31,19,357
19-20,NE,"Grand Island, NE","Hall County, NE",31,79,318
19-20,NE,"Grand Island, NE","Keith County, NE",31,101,46
19-20,NE,"Grand Island, NE","Lincoln County, NE",31,111,730
19-20,NE,"Grand Island, NE","Scotts Bluff County, NE",31,157,120
19-20,NE,"Lincoln, NE","Adams County, NE",31,1,727
19-20,NE,"Lincoln, NE","Butler County, NE",31,23,246
19-20,NE,"Lincoln, NE","Cass County, NE",31,25,168
19-20,NE,"Lincoln, NE","Douglas County, NE",31,55,34
19-20,NE,"Lincoln, NE","Gage County, NE",31,67,103
19-20,NE,"Lincoln, NE","Johnson County, NE",31,97,25
19-20,NE,"Lincoln, NE","Lancaster County, NE",31,109,4880
19-20,NE,"Lincoln, NE","Otoe County, NE",31,131,354
19-20,NE,"Lincoln, NE","Phelps County, NE",31,137,63
19-20,NE,"Lincoln, NE","Red Willow County, NE",31,145,151
19-20,NE,"Lincoln, NE","Richardson County, NE",31,147,228
19-20,NE,"Lincoln, NE","Saline County, NE",31,151,108
19-20,NE,"Lincoln, NE","Saunders County, NE",31,155,560
19-20,NE,"Lincoln, NE","Seward County, NE",31,159,63
19-20,NE,"Lincoln, NE","York County, NE",31,185,109
19-20,NE,"Omaha, NE","Antelope County, NE",31,3,132
19-20,NE,"Omaha, NE","Cedar County, NE",31,27,419
19-20,NE,"Omaha, NE","Colfax County, NE",31,37,42
19-20,NE,"Omaha, NE","Cuming County, NE",31,39,251
19-20,NE,"Omaha, NE","Dakota County, NE",31,43,166
19-20,NE,"Omaha, NE","Dodge County, NE",31,53,45
19-20,NE,"Omaha, NE","Douglas County, NE",31,55,9544
19-20,NE,"Omaha, NE","Holt County, NE",31,89,193
19-20,NE,"Omaha, NE","Knox County, NE",31,107,43
19-20,NE,"Omaha, NE","Madison County, NE",31,119,886
19-20,NE,"Omaha, NE","Pierce County, NE",31,139,51
19-20,NE,"Omaha, NE","Platte County, NE",31,141,947
19-20,NE,"Omaha, NE","Sarpy County, NE",31,153,772
19-20,NE,"Omaha, NE","Wayne County, NE",31,179,45
19-20,NH,"Manchester, NH","Belknap County, NH",33,1,92
19-20,NH,"Manchester, NH","Cheshire County, NH",33,5,233
19-20,NH,"Manchester, NH","Hillsborough County, NH",33,11,2812
19-20,NH,"Manchester, NH","Merrimack County, NH",33,13,304
19-20,NH,"Manchester, NH","Rockingham County, NH",33,15,638
19-20,NH,"Manchester, NH","Strafford County, NH",33,17,707
19-20,NH,"Manchester, NH","Sullivan County, NH",33,19,235
19-20,NJ,"Camden, NJ","Atlantic County, NJ",34,1,1341
19-20,NJ,"Camden, NJ","Bergen County, NJ",34,3,684
19-20,NJ,"Camden, NJ","Camden County, NJ",34,7,4427
19-20,NJ,"Camden, NJ","Cape May County, NJ",34,9,524
19-20,NJ,"Camden, NJ","Cumberland County, NJ",34,11,142
19-20,NJ,"Camden, NJ","Gloucester County, NJ",34,15,1496
19-20,NJ,"Metuchen, NJ","Hunterdon County, NJ",34,19,320
19-20,NJ,"Metuchen, NJ","Middlesex County, NJ",34,23,3046
19-20,NJ,"Metuchen, NJ","Somerset County, NJ",34,35,1872
19-20,NJ,"Metuchen, NJ","Union County, NJ",34,39,199
19-20,NJ,"Metuchen, NJ","Warren County, NJ",34,41,196
19-20,NJ,"Newark, NJ","Bergen County, NJ",34,3,5999
19-20,NJ,"Newark, NJ","Essex County, NJ",34,13,4751
19-20,NJ,"Newark, NJ","Hudson County, NJ",34,17,4362
19-20,NJ,"Newark, NJ","Union County, NJ",34,39,4124
19-20,NJ,"Paterson, NJ","Morris County, NJ",34,27,3066
19-20,NJ,"Paterson, NJ","Passaic County, NJ",34,31,2132
19-20,NJ,"Paterson, NJ","Sussex County, NJ",34,37,1656
19-20,NJ,"Trenton, NJ","Burlington County, NJ",34,5,1720
19-20,NJ,"Trenton, NJ","Mercer County, NJ",34,21,3189
19-20,NJ,"Trenton, NJ","Monmouth County, NJ",34,25,5279
19-20,NJ,"Trenton, NJ","Ocean County, NJ",34,29,929
19-20,NM,"Gallup, NM","Cibola County, NM",35,6,124
19-20,NM,"Gallup, NM","Mckinley County, NM",35,31,212
19-20,NM,"Gallup, NM","Rio Arriba County, NM",35,39,79
19-20,NM,"Gallup, NM","San Juan County, NM",35,45,137
19-20,NM,"Las Cruces, NM","Lea County, NM",35,25,78
19-20,NM,"Las Cruces, NM","Otero County, NM",35,35,83
19-20,NM,"Santa Fe, NM","Bernalillo County, NM",35,1,1850
19-20,NM,"Santa Fe, NM","Sandoval County, NM",35,43,387
19-20,NM,"Santa Fe, NM","Santa Fe County, NM",35,49,712
19-20,NM,"Santa Fe, NM","Valencia County, NM",35,61,164
19-20,NV,"Las Vegas, NV","Clark County, NV",32,3,3500
19-20,NV,"Reno, NV","Carson City, NV",32,510,227
19-20,NV,"Reno, NV","Washoe County, NV",32,31,1541
19-20,NY,"Albany, NY","Albany County, NY",36,1,1919
19-20,NY,"Albany, NY","Rensselaer County, NY",36,83,998
19-20,NY,"Albany, NY","Saratoga County, NY",36,91,828
19-20,NY,"Albany, NY","Schenectady County, NY",36,93,419
19-20,NY,"Brooklyn, NY","Kings County, NY",36,47,8811
19-20,NY,"Brooklyn, NY","Queens County, NY",36,81,16154
19-20,NY,"Buffalo, NY","Allegany County, NY",36,3,136
19-20,NY,"Buffalo, NY","Cattaraugus County, NY",36,9,101
19-20,NY,"Buffalo, NY","Erie County, NY",36,29,4632
19-20,NY,"Buffalo, NY","Genesee County, NY",36,37,326
19-20,NY,"Buffalo, NY","Niagara County, NY",36,63,515
19-20,NY,"New York, NY","Bronx County, NY",36,5,14553
19-20,NY,"New York, NY","Dutchess County, NY",36,27,903
19-20,NY,"New York, NY","New York County, NY",36,61,8835
19-20,NY,"New York, NY","Orange County, NY",36,71,1495
19-20,NY,"New York, NY","Putnam County, NY",36,79,116
19-20,NY,"New York, NY","Richmond County, NY",36,85,5166
19-20,NY,"New York, NY","Rockland County, NY",36,87,959
19-20,NY,"New York, NY","St. Lawrence County, NY",36,89,27
19-20,NY,"New York, NY","Ulster County, NY",36,111,206
19-20,NY,"New York, NY","Westchester County, NY",36,119,8157
19-20,NY,"Ogdensburg, NY","Clinton County, NY",36,19,255
19-20,NY,"Ogdensburg, NY","Essex County, NY",36,31,208
19-20,NY,"Ogdensburg, NY","Franklin County, NY",36,33,68
19-20,NY,"Ogdensburg, NY","Jefferson County, NY",36,45,435
19-20,NY,"Ogdensburg, NY","St. Lawrence County, NY",36,89,221
19-20,NY,"Rochester, NY","Cayuga County, NY",36,11,158
19-20,NY,"Rochester, NY","Chemung County, NY",36,15,490
19-20,NY,"Rochester, NY","Monroe County, NY",36,55,4365
19-20,NY,"Rochester, NY","Ontario County, NY",36,69,236
19-20,NY,"Rochester, NY","Steuben County, NY",36,101,141
19-20,NY,"Rochester, NY","Yates County, NY",36,123,81
19-20,NY,"Rockville Centre, NY","Nassau County, NY",36,59,9848
19-20,NY,"Rockville Centre, NY","Suffolk County, NY",36,103,7098
19-20,NY,"Syracuse, NY","Broome County, NY",36,7,708
19-20,NY,"Syracuse, NY","Chenango County, NY",36,17,91
19-20,NY,"Syracuse, NY","Cortland County, NY",36,23,121
19-20,NY,"Syracuse, NY","Madison County, NY",36,53,86
19-20,NY,"Syracuse, NY","Oneida County, NY",36,65,244
19-20,NY,"Syracuse, NY","Onondaga County, NY",36,67,2866
19-20,NY,"Syracuse, NY","Oswego County, NY",36,75,188
19-20,OH,"Cincinnati, OH","Auglaize County, OH",39,11,172
19-20,OH,"Cincinnati, OH","Brown County, OH",39,15,115
19-20,OH,"Cincinnati, OH","Butler County, OH",39,17,2841
19-20,OH,"Cincinnati, OH","Clark County, OH",39,23,551
19-20,OH,"Cincinnati, OH","Clermont County, OH",39,25,1915
19-20,OH,"Cincinnati, OH","Darke County, OH",39,37,97
19-20,OH,"Cincinnati, OH","Greene County, OH",39,57,345
19-20,OH,"Cincinnati, OH","Hamilton County, OH",39,61,17186
19-20,OH,"Cincinnati, OH","Highland County, OH",39,71,72
19-20,OH,"Cincinnati, OH","Mercer County, OH",39,107,171
19-20,OH,"Cincinnati, OH","Miami County, OH",39,109,431
19-20,OH,"Cincinnati, OH","Montgomery County, OH",39,113,5466
19-20,OH,"Cincinnati, OH","Shelby County, OH",39,149,353
19-20,OH,"Cincinnati, OH","Warren County, OH",39,165,1488
19-20,OH,"Cleveland, OH","Ashland County, OH",39,5,141
19-20,OH,"Cleveland, OH","Cuyahoga County, OH",39,35,18169
19-20,OH,"Cleveland, OH","Geauga County, OH",39,55,1668
19-20,OH,"Cleveland, OH","Lake County, OH",39,85,2136
19-20,OH,"Cleveland, OH","Lorain County, OH",39,93,1311
19-20,OH,"Cleveland, OH","Medina County, OH",39,103,1342
19-20,OH,"Cleveland, OH","Summit County, OH",39,153,5127
19-20,OH,"Cleveland, OH","Wayne County, OH",39,169,206
19-20,OH,"Columbus, OH","Coshocton County, OH",39,31,203
19-20,OH,"Columbus, OH","Delaware County, OH",39,41,1218
19-20,OH,"Columbus, OH","Fairfield County, OH",39,45,444
19-20,OH,"Columbus, OH","Franklin County, OH",39,49,8541
19-20,OH,"Columbus, OH","Hocking County, OH",39,73,76
19-20,OH,"Columbus, OH","Knox County, OH",39,83,223
19-20,OH,"Columbus, OH","Licking County, OH",39,89,646
19-20,OH,"Columbus, OH","Madison County, OH",39,97,168
19-20,OH,"Columbus, OH","Marion County, OH",39,101,101
19-20,OH,"Columbus, OH","Muskingum County, OH",39,119,378
19-20,OH,"Columbus, OH","Perry County, OH",39,127,80
19-20,OH,"Columbus, OH","Ross County, OH",39,141,194
19-20,OH,"Columbus, OH","Scioto County, OH",39,145,148
19-20,OH,"Columbus, OH","Tuscarawas County, OH",39,157,251
19-20,OH,"Steubenville, OH","Belmont County, OH",39,13,253
19-20,OH,"Steubenville, OH","Guernsey County, OH",39,59,170
19-20,OH,"Steubenville, OH","Jefferson County, OH",39,81,637
19-20,OH,"Steubenville, OH","Lawrence County, OH",39,87,153
19-20,OH,"Steubenville, OH","Monroe County, OH",39,111,113
19-20,OH,"Steubenville, OH","Washington County, OH",39,167,293
19-20,OH,"Toledo, OH","Allen County, OH",39,3,1613
19-20,OH,"Toledo, OH","Crawford County, OH",39,33,152
19-20,OH,"Toledo, OH","Defiance County, OH",39,39,112
19-20,OH,"Toledo, OH","Erie County, OH",39,43,1380
19-20,OH,"Toledo, OH","Fulton County, OH",39,51,185
19-20,OH,"Toledo, OH","Henry County, OH",39,69,51
19-20,OH,"Toledo, OH","Huron County, OH",39,77,1120
19-20,OH,"Toledo, OH","Lucas County, OH",39,95,6393
19-20,OH,"Toledo, OH","Ottawa County, OH",39,123,195
19-20,OH,"Toledo, OH","Paulding County, OH",39,125,90
19-20,OH,"Toledo, OH","Putnam County, OH",39,137,452
19-20,OH,"Toledo, OH","Richland County, OH",39,139,547
19-20,OH,"Toledo, OH","Sandusky County, OH",39,143,1113
19-20,OH,"Toledo, OH","Seneca County, OH",39,147,300
19-20,OH,"Toledo, OH","Van Wert County, OH",39,161,87
19-20,OH,"Toledo, OH","Williams County, OH",39,171,184
19-20,OH,"Toledo, OH","Wood County, OH",39,173,903
19-20,OH,"Toledo, OH","Wyandot County, OH",39,175,335
19-20,OH,"Youngstown, OH","Mahoning County, OH",39,99,2123
19-20,OH,"Youngstown, OH","Portage County, OH",39,133,402
19-20,OH,"Youngstown, OH","Stark County, OH",39,151,2590
19-20,OH,"Youngstown, OH","Trumbull County, OH",39,155,951
19-20,OK,"Oklahoma City, OK","Canadian County, OK",40,17,296
19-20,OK,"Oklahoma City, OK","Comanche County, OK",40,31,144
19-20,OK,"Oklahoma City, OK","Garfield County, OK",40,47,99
19-20,OK,"Oklahoma City, OK","Kay County, OK",40,71,133
19-20,OK,"Oklahoma City, OK","Kingfisher County, OK",40,73,144
19-20,OK,"Oklahoma City, OK","Logan County, OK",40,83,100
19-20,OK,"Oklahoma City, OK","Oklahoma County, OK",40,109,3065
19-20,OK,"Tulsa, OK","Muskogee County, OK",40,101,100
19-20,OK,"Tulsa, OK","Tulsa County, OK",40,143,3469
19-20,OK,"Tulsa, OK","Washington County, OK",40,147,122
19-20,OR,"Baker, OR","Deschutes County, OR",41,17,290
19-20,OR,"Baker, OR","Malheur County, OR",41,45,66
19-20,OR,"Baker, OR","Wasco County, OR",41,65,175
19-20,OR,"Portland, OR","Clackamas County, OR",41,5,1543
19-20,OR,"Portland, OR","Jackson County, OR",41,29,713
19-20,OR,"Portland, OR","Josephine County, OR",41,33,82
19-20,OR,"Portland, OR","Lane County, OR",41,39,436
19-20,OR,"Portland, OR","Marion County, OR",41,47,1103
19-20,OR,"Portland, OR","Multnomah County, OR",41,51,4182
19-20,OR,"Portland, OR","Washington County, OR",41,67,3510
19-20,OR,"Portland, OR","Yamhill County, OR",41,71,74
19-20,PA,"Allentown, PA","Berks County, PA",42,11,2579
19-20,PA,"Allentown, PA","Carbon County, PA",42,25,65
19-20,PA,"Allentown, PA","Lehigh County, PA",42,77,3493
19-20,PA,"Allentown, PA","Northampton County, PA",42,95,2974
19-20,PA,"Allentown, PA","Schuylkill County, PA",42,107,1156
19-20,PA,"Altoona-Johnstown, PA","Blair County, PA",42,13,965
19-20,PA,"Altoona-Johnstown, PA","Cambria County, PA",42,21,1001
19-20,PA,"Altoona-Johnstown, PA","Centre County, PA",42,27,128
19-20,PA,"Erie, PA","Clearfield County, PA",42,33,423
19-20,PA,"Erie, PA","Crawford County, PA",42,39,139
19-20,PA,"Erie, PA","Elk County, PA",42,47,459
19-20,PA,"Erie, PA","Erie County, PA",42,49,2915
19-20,PA,"Erie, PA","Lawrence County, PA",42,73,28
19-20,PA,"Erie, PA","Mercer County, PA",42,85,242
19-20,PA,"Erie, PA","Venango County, PA",42,121,361
19-20,PA,"Greensburg, PA","Armstrong County, PA",42,5,242
19-20,PA,"Greensburg, PA","Fayette County, PA",42,51,267
19-20,PA,"Greensburg, PA","Westmoreland County, PA",42,129,1580
19-20,PA,"Harrisburg, PA","Adams County, PA",42,1,720
19-20,PA,"Harrisburg, PA","Columbia County, PA",42,37,178
19-20,PA,"Harrisburg, PA","Cumberland County, PA",42,41,1321
19-20,PA,"Harrisburg, PA","Dauphin County, PA",42,43,2671
19-20,PA,"Harrisburg, PA","Franklin County, PA",42,55,265
19-20,PA,"Harrisburg, PA","Lancaster County, PA",42,71,1192
19-20,PA,"Harrisburg, PA","Lebanon County, PA",42,75,313
19-20,PA,"Harrisburg, PA","Mifflin County, PA",42,87,62
19-20,PA,"Harrisburg, PA","Montour County, PA",42,93,134
19-20,PA,"Harrisburg, PA","York County, PA",42,133,1372
19-20,PA,"Philadelphia, PA","Bucks County, PA",42,17,5763
19-20,PA,"Philadelphia, PA","Chester County, PA",42,29,6603
19-20,PA,"Philadelphia, PA","Delaware County, PA",42,45,7741
19-20,PA,"Philadelphia, PA","Montgomery County, PA",42,91,10119
19-20,PA,"Philadelphia, PA","Philadelphia County, PA",42,101,17677
19-20,PA,"Pittsburgh, PA","Allegheny County, PA",42,3,10087
19-20,PA,"Pittsburgh, PA","Beaver County, PA",42,7,512
19-20,PA,"Pittsburgh, PA","Butler County, PA",42,19,2016
19-20,PA,"Pittsburgh, PA","Lawrence County, PA",42,73,86
19-20,PA,"Pittsburgh, PA","Washington County, PA",42,125,261
19-20,PA,"Scranton, PA","Bradford County, PA",42,15,102
19-20,PA,"Scranton, PA","Lackawanna County, PA",42,69,2691
19-20,PA,"Scranton, PA","Luzerne County, PA",42,79,1888
19-20,PA,"Scranton, PA","Lycoming County, PA",42,81,117
19-20,PA,"Scranton, PA","Monroe County, PA",42,89,555
19-20,PA,"Scranton, PA","Wayne County, PA",42,127,80
19-20,RI,"Providence, RI","Bristol County, RI",44,1,300
19-20,RI,"Providence, RI","Kent County, RI",44,3,1776
19-20,RI,"Providence, RI","Newport County, RI",44,5,865
19-20,RI,"Providence, RI","Providence County, RI",44,7,4518
19-20,RI,"Providence, RI","Washington County, RI",44,9,241
19-20,SC,"Charleston, SC","Aiken County, SC",45,3,212
19-20,SC,"Charleston, SC","Anderson County, SC",45,7,57
19-20,SC,"Charleston, SC","Beaufort County, SC",45,13,183
19-20,SC,"Charleston, SC","Charleston County, SC",45,19,1126
19-20,SC,"Charleston, SC","Dorchester County, SC",45,35,178
19-20,SC,"Charleston, SC","Florence County, SC",45,41,103
19-20,SC,"Charleston, SC","Greenville County, SC",45,45,1322
19-20,SC,"Charleston, SC","Horry County, SC",45,51,255
19-20,SC,"Charleston, SC","Jasper County, SC",45,53,419
19-20,SC,"Charleston, SC","Orangeburg County, SC",45,75,163
19-20,SC,"Charleston, SC","Richland County, SC",45,79,1254
